Project ID,Project Name,Project Start Date,Address,Borough,Postcode,Community Board,NTA - Neighborhood Tabulation Area,Reporting Construction Type,Prevailing Wage Status
71470,CONFIDENTIAL,09/29/2021,---- ----,Queens,,QN-05,,Preservation,Non Prevailing Wage
71500,186 EAST 205TH STREET APARTMENTS,09/29/2021,186 EAST 205 STREET,Bronx,10458.0,BX-07,BX05,New Construction,Non Prevailing Wage
65261,BETANCES (VI) FAMILY APARTMENTS,09/24/2021,472 WILLIS AVENUE,Bronx,10455.0,BX-01,BX39,New Construction,Non Prevailing Wage
71527,CONFIDENTIAL,09/24/2021,---- ----,Manhattan,,MN-09,,New Construction,Non Prevailing Wage
64608,142-150 SOUTH PORTLAND,09/23/2021,142-150 SOUTH PORTLAND AVENUE,Brooklyn,11217.0,BK-02,BK68,New Construction,Non Prevailing Wage
71486,29-28 NEWTOWN AVENUE APARTMENTS,09/21/2021,29-28 NEWTOWN AVENUE,Queens,11102.0,QN-01,QN71,New Construction,Non Prevailing Wage
67690,982 FULTON STREET,09/17/2021,982 FULTON STREET,Brooklyn,11238.0,BK-02,BK69,New Construction,Non Prevailing Wage
71526,CONFIDENTIAL,09/17/2021,---- ----,Queens,,QN-04,,New Construction,Non Prevailing Wage
71458,1492 BRYANT AVENUE APARTMENTS,09/16/2021,1492 BRYANT AVENUE,Bronx,10460.0,BX-03,BX75,New Construction,Non Prevailing Wage
71525,CONFIDENTIAL,09/10/2021,---- ----,Manhattan,,MN-12,,New Construction,Non Prevailing Wage
71730,CONFIDENTIAL,09/10/2021,---- ----,Brooklyn,,BK-03,,Preservation,Non Prevailing Wage
71487,7 DEY STREET,09/03/2021,5 DEY STREET,Manhattan,10007.0,MN-01,MN25,New Construction,Non Prevailing Wage
71488,2369 & 2377 HOFFMAN STREET,09/03/2021,2377 HOFFMAN STREET,Bronx,10458.0,BX-06,BX06,New Construction,Non Prevailing Wage
71488,2369 & 2377 HOFFMAN STREET,09/03/2021,2369 HOFFMAN STREET,Bronx,10458.0,BX-06,BX06,New Construction,Non Prevailing Wage
71520,CONFIDENTIAL,09/01/2021,---- ----,Brooklyn,,BK-18,,New Construction,Non Prevailing Wage
71459,148-37 88TH AVENUE APARTMENTS,08/27/2021,148-37 86 AVENUE,Queens,11435.0,QN-08,QN35,New Construction,Non Prevailing Wage
71460,1407 FLATBUSH AVENUE APARTMENTS,08/27/2021,1409 FLATBUSH AVENUE,Brooklyn,11210.0,BK-14,BK42,New Construction,Non Prevailing Wage
68297,310 GRAND CONCOURSE,08/26/2021,310 GRAND CONCOURSE,Bronx,10451.0,BX-01,BX39,New Construction,Non Prevailing Wage
68892,WEST END. 15 W 118TH ST,08/25/2021,17 WEST 118 STREET,Manhattan,10026.0,MN-10,MN11,New Construction,Non Prevailing Wage
71461,761 EAST 233RD STREET APARTMENTS,08/24/2021,773 EAST 233 STREET,Bronx,10466.0,BX-12,BX62,New Construction,Non Prevailing Wage
71713,37 HENDERSON AVENUE,08/24/2021,37 HENDERSON AVENUE,Staten Island,10301.0,SI-01,SI22,Preservation,Non Prevailing Wage
71462,59-24 41ST AVENUE,08/23/2021,59-24 41 AVENUE,Queens,11377.0,QN-02,QN63,New Construction,Non Prevailing Wage
71463,263 EAST 9TH STREET APARTMENTS,08/23/2021,263 EAST 9 STREET,Brooklyn,11218.0,BK-12,BK41,New Construction,Non Prevailing Wage
71712,4064 N. ELY AVENUE,08/20/2021,4064 ELY AVENUE,Bronx,10466.0,BX-12,BX62,Preservation,Non Prevailing Wage
71464,79 TRUXTON STREET APARTMENT,08/19/2021,79 TRUXTON STREET,Brooklyn,11233.0,BK-16,BK79,New Construction,Non Prevailing Wage
71398,CONFIDENTIAL,08/18/2021,---- ----,Queens,,QN-14,,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-53 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-59 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-55 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-57 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-61 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-63 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-65 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-67 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71465,ROOSEVELT APARTMENTS PHASE I,08/16/2021,108-69 ROOSEVELT AVENUE,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71399,CONFIDENTIAL,08/13/2021,---- ----,Queens,,QN-12,,New Construction,Non Prevailing Wage
71400,CONFIDENTIAL,08/13/2021,---- ----,Bronx,,BX-08,,New Construction,Non Prevailing Wage
71723,130-32 178TH STREET,08/13/2021,130-32 178 STREET,Queens,11434.0,QN-12,QN08,Preservation,Non Prevailing Wage
71759,179-29 136TH AVENUE,08/13/2021,179-29 136 AVENUE,Queens,11434.0,QN-12,QN08,Preservation,Non Prevailing Wage
71758,208 LAKE AVENUE,08/12/2021,208 LAKE AVENUE,Staten Island,10303.0,SI-01,SI12,Preservation,Non Prevailing Wage
70089,1010 PACIFIC OWNER LLC_MIH69636,08/10/2021,1010 PACIFIC STREET,Brooklyn,11238.0,BK-08,BK61,New Construction,Non Prevailing Wage
71396,CONFIDENTIAL,08/09/2021,---- ----,Queens,,QN-12,,New Construction,Non Prevailing Wage
71466,25-28 BROADWAY APARTMENTS,08/09/2021,25-28 BROADWAY,Queens,11106.0,QN-01,QN70,New Construction,Non Prevailing Wage
71731,109-80 195TH STREET,08/08/2021,109-80 195 STREET,Queens,11412.0,QN-12,QN07,Preservation,Non Prevailing Wage
71397,CONFIDENTIAL,08/06/2021,---- ----,Queens,,QN-07,,New Construction,Non Prevailing Wage
69135,72-01 QUEENS BLVD,08/04/2021,72-01 QUEENS BOULEVARD,Queens,11377.0,QN-02,QN50,New Construction,Non Prevailing Wage
71467,150 LENOX ROAD APARTMENTS,08/03/2021,150 LENOX ROAD,Brooklyn,11226.0,BK-17,BK60,New Construction,Non Prevailing Wage
71314,CONFIDENTIAL,07/29/2021,---- ----,Queens,,QN-11,,New Construction,Non Prevailing Wage
71094,CONFIDENTIAL,07/28/2021,---- ----,Queens,,QN-13,,Preservation,Non Prevailing Wage
71353,CONFIDENTIAL,07/28/2021,---- ----,Queens,,QN-03,,Preservation,Non Prevailing Wage
71468,THE POSH AT 1941 CONEY ISLAND AVENUE,07/28/2021,1941 CONEY ISLAND AVENUE,Brooklyn,11223.0,BK-15,BK25,New Construction,Non Prevailing Wage
71095,CONFIDENTIAL,07/27/2021,---- ----,Queens,,QN-12,,Preservation,Non Prevailing Wage
71096,CONFIDENTIAL,07/27/2021,---- ----,Queens,,QN-12,,Preservation,Non Prevailing Wage
71473,38 STRATFORD ROAD APARTMENTS,07/27/2021,38 STRATFORD ROAD,Brooklyn,11218.0,BK-14,BK42,New Construction,Non Prevailing Wage
71093,CONFIDENTIAL,07/26/2021,---- ----,Queens,,QN-13,,Preservation,Non Prevailing Wage
71312,CONFIDENTIAL,07/23/2021,---- ----,Staten Island,,SI-03,,New Construction,Non Prevailing Wage
71313,CONFIDENTIAL,07/23/2021,---- ----,Queens,,QN-11,,New Construction,Non Prevailing Wage
71316,CONFIDENTIAL,07/23/2021,---- ----,Manhattan,,MN-10,,New Construction,Non Prevailing Wage
71098,CONFIDENTIAL,07/22/2021,---- ----,Bronx,,BX-12,,Preservation,Non Prevailing Wage
71194,CONFIDENTIAL,07/22/2021,---- ----,Bronx,,BX-03,,Preservation,Non Prevailing Wage
71343,CONFIDENTIAL,07/22/2021,---- ----,Bronx,,BX-11,,Preservation,Non Prevailing Wage
71344,CONFIDENTIAL,07/22/2021,---- ----,Bronx,,BX-12,,Preservation,Non Prevailing Wage
71345,CONFIDENTIAL,07/22/2021,---- ----,Bronx,,BX-12,,Preservation,Non Prevailing Wage
71474,26 QUINCY STREET APARTMENTS,07/21/2021,26 QUINCY STREET,Brooklyn,11238.0,BK-02,BK69,New Construction,Non Prevailing Wage
71476,2692 CRESTON AVENUE,07/20/2021,2692 CRESTON AVENUE,Bronx,10468.0,BX-07,BX28,New Construction,Non Prevailing Wage
71477,550 PROSPECT PLACE APARTMENT,07/20/2021,550 PROSPECT PLACE,Brooklyn,11238.0,BK-08,BK61,New Construction,Non Prevailing Wage
70764,4122 WICKHAM AVENUE,07/12/2021,4122 WICKHAM AVENUE,Bronx,10466.0,BX-12,BX62,Preservation,Non Prevailing Wage
70766,1085 EAST 37TH STREET,07/12/2021,1085 EAST 37 STREET,Brooklyn,11210.0,BK-18,BK58,Preservation,Non Prevailing Wage
71479,922 DEKALB AVENUE APARTMENTS,07/12/2021,922 DEKALB AVENUE,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
71480,420 GATES AVENUE APARTMENTS,07/12/2021,420 GATES AVENUE,Brooklyn,11216.0,BK-03,BK75,New Construction,Non Prevailing Wage
71319,CONFIDENTIAL,07/09/2021,---- ----,Brooklyn,,BK-15,,New Construction,Non Prevailing Wage
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,3034 HOLLAND AVENUE,Bronx,10467.0,BX-12,BX07,Preservation,Non Prevailing Wage
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,3042 HOLLAND AVENUE,Bronx,10467.0,BX-12,BX07,Preservation,Non Prevailing Wage
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,3046 HOLLAND AVENUE,Bronx,10467.0,BX-12,BX07,Preservation,Non Prevailing Wage
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,1058 TELLER AVENUE,Bronx,10456.0,BX-04,BX14,Preservation,Non Prevailing Wage
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,1233 WHITE PLAINS ROAD,Bronx,10472.0,BX-09,BX55,Preservation,Non Prevailing Wage
71482,933 ROGERS AVENUE APARTMENTS,07/07/2021,933 ROGERS AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
68783,123 WEST 183 HDFC,07/01/2021,123 WEST 183 STREET,Bronx,10453.0,BX-07,BX30,Preservation,Non Prevailing Wage
68968,EVERLASTING PINES HDFC,07/01/2021,96 BAXTER STREET,Manhattan,10013.0,MN-01,MN27,Preservation,Non Prevailing Wage
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,335 RALPH AVENUE,Brooklyn,11233.0,BK-03,BK79,New Construction,Non Prevailing Wage
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,35 ROCHESTER AVENUE,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,18-22 SUYDAM PLACE,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,329/331 RALPH AVENUE,Brooklyn,,BK-03,,New Construction,Non Prevailing Wage
58871,SHERMAN CLUSTER HDFC.YR15.FY21,06/30/2021,149 EAST 165 STREET,Bronx,10452.0,BX-04,BX63,Preservation,Non Prevailing Wage
58871,SHERMAN CLUSTER HDFC.YR15.FY21,06/30/2021,200 EAST 166 STREET,Bronx,10456.0,BX-04,BX14,Preservation,Non Prevailing Wage
58871,SHERMAN CLUSTER HDFC.YR15.FY21,06/30/2021,1322 MORRIS AVENUE,Bronx,10456.0,BX-04,BX14,Preservation,Non Prevailing Wage
58871,SHERMAN CLUSTER HDFC.YR15.FY21,06/30/2021,1060 SHERMAN AVENUE,Bronx,10456.0,BX-04,BX14,Preservation,Non Prevailing Wage
58871,SHERMAN CLUSTER HDFC.YR15.FY21,06/30/2021,1194 SHERMAN AVENUE,Bronx,10456.0,BX-04,BX14,Preservation,Non Prevailing Wage
58871,SHERMAN CLUSTER HDFC.YR15.FY21,06/30/2021,1345 TELLER AVENUE,Bronx,10456.0,BX-04,BX14,Preservation,Non Prevailing Wage
64543,LOWER EAST SIDE CLUSTER,06/30/2021,195 AVENUE C,Manhattan,10009.0,MN-03,MN28,Preservation,Non Prevailing Wage
64543,LOWER EAST SIDE CLUSTER,06/30/2021,406 EAST 10 STREET,Manhattan,10009.0,MN-03,MN28,Preservation,Non Prevailing Wage
64543,LOWER EAST SIDE CLUSTER,06/30/2021,533 EAST 11 STREET,Manhattan,10009.0,MN-03,MN22,Preservation,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,687A HANCOCK STREET,Brooklyn,11233.0,BK-03,BK35,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,821 WILLOUGHBY AVENUE,Brooklyn,11206.0,BK-03,BK35,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,278 BAINBRIDGE STREET,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,1662 BERGEN STREET,Brooklyn,11213.0,BK-08,BK61,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,697A JEFFERSON AVENUE,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,358 MALCOLM X BOULEVARD,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,191 CHAUNCEY STREET,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,179 CHAUNCEY STREET,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,50 BUFFALO AVENUE,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,1835 ATLANTIC AVENUE,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
65315,BED STUY CENTRAL AND NORTH PHASE I,06/30/2021,13 HUNTERFLY PLACE,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,1453 AMSTERDAM AVENUE,Manhattan,10027.0,MN-09,MN06,Preservation,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,1732 AMSTERDAM AVENUE,Manhattan,10031.0,MN-09,MN04,Preservation,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,1747 AMSTERDAM AVENUE,Manhattan,10031.0,MN-09,MN04,Preservation,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,507 WEST 135 STREET,Manhattan,10031.0,MN-09,MN06,Preservation,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,509 WEST 135 STREET,Manhattan,10031.0,MN-09,MN06,Preservation,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,529 WEST 135 STREET,Manhattan,10031.0,MN-09,MN06,Preservation,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,625 WEST 135 STREET,Manhattan,10031.0,MN-09,MN06,Preservation,Non Prevailing Wage
65358,WEST 135TH ST. CLUSTER.YR15.FY21,06/30/2021,510 WEST 136 STREET,Manhattan,10031.0,MN-09,MN06,Preservation,Non Prevailing Wage
66909,111 WILLOW AVENUE,06/30/2021,750 EAST 134 STREET,Bronx,10454.0,BX-01,BX39,New Construction,Non Prevailing Wage
67910,GOUVERNEUR GARDENS.PLP.FY21,06/30/2021,250 HENRY STREET,Manhattan,10002.0,MN-03,MN28,Preservation,Non Prevailing Wage
67910,GOUVERNEUR GARDENS.PLP.FY21,06/30/2021,35 MONTGOMERY STREET,Manhattan,10002.0,MN-03,MN28,Preservation,Non Prevailing Wage
67910,GOUVERNEUR GARDENS.PLP.FY21,06/30/2021,75 MONTGOMERY STREET,Manhattan,10002.0,MN-03,MN28,Preservation,Non Prevailing Wage
67910,GOUVERNEUR GARDENS.PLP.FY21,06/30/2021,605 WATER STREET,Manhattan,10002.0,MN-03,MN28,Preservation,Non Prevailing Wage
67910,GOUVERNEUR GARDENS.PLP.FY21,06/30/2021,645 WATER STREET,Manhattan,10002.0,MN-03,MN28,Preservation,Non Prevailing Wage
67910,GOUVERNEUR GARDENS.PLP.FY21,06/30/2021,675 WATER STREET,Manhattan,10002.0,MN-03,MN28,Preservation,Non Prevailing Wage
69280,1898 HARRISON AVENUE.GHPP.FY21,06/30/2021,1898 HARRISON AVENUE,Bronx,10453.0,BX-05,BX36,Preservation,Non Prevailing Wage
69428,88-20 153RD STREET,06/30/2021,88-20 153 STREET,Queens,11432.0,QN-12,QN35,New Construction,Non Prevailing Wage
69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,06/30/2021,158-40 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,06/30/2021,159-21 71 AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,06/30/2021,162-01 71 AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,06/30/2021,161-02 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,06/30/2021,161-06 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,06/30/2021,161-10 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69763,ELECTCHESTER HOUSING CO 1.HRP.FY21,06/30/2021,161-32 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,161-25 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,67-11 161 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,67-25 161 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,67-47 161 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,65-69 162 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,65-85 162 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,67-02 164 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,67-30 164 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,67-40 164 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,67-50 164 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,69-10 164 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69765,ELECTCHESTER HOUSING CO 2.HRP.FY21,06/30/2021,161-51 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,65-20 160 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,65-76 160 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,65-90 160 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,67-10 161 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,67-24 161 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,67-46 161 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,158-39 JEWEL AVENUE,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,65-17 PARSONS BOULEVARD,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,65-43 PARSONS BOULEVARD,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,65-61 PARSONS BOULEVARD,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,65-77 PARSONS BOULEVARD,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69766,ELECTCHESTER HOUSING CO 3.HRP.FY21,06/30/2021,67-11 PARSONS BOULEVARD,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,06/30/2021,65-47 160 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,06/30/2021,65-77 160 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,06/30/2021,65-44 162 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,06/30/2021,65-70 162 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69767,ELECTCHESTER HOUSING CO 4.HRP.FY21,06/30/2021,65-88 162 STREET,Queens,11365.0,QN-08,QN38,Preservation,Non Prevailing Wage
69862,FOXY. 1323 BOSTON ROAD,06/30/2021,1323 BOSTON ROAD,Bronx,10456.0,BX-03,BX35,New Construction,Prevailing Wage
70628,101 - 103 - 105 LIBERTY,06/30/2021,101 LIBERTY AVENUE,Brooklyn,11212.0,BK-16,BK81,New Construction,Non Prevailing Wage
70724,1042 PRESIDENT STREET,06/30/2021,1042 PRESIDENT STREET,Brooklyn,11225.0,BK-09,BK63,New Construction,Non Prevailing Wage
70729,883 BRYANT AVENUE,06/30/2021,883 BRYANT AVENUE,Bronx,10474.0,BX-02,BX27,New Construction,Non Prevailing Wage
70794,250 WINTHROP STREET,06/30/2021,250 WINTHROP STREET,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
70797,2224 CROPSEY AVENUE,06/30/2021,2224 CROPSEY AVENUE,Brooklyn,11214.0,BK-11,BK28,New Construction,Non Prevailing Wage
70813,406 REMSEN AVENUE,06/30/2021,406 REMSEN AVENUE,Brooklyn,11212.0,BK-17,BK96,New Construction,Non Prevailing Wage
71062,CONFIDENTIAL,06/30/2021,---- ----,Bronx,,BX-11,,New Construction,Non Prevailing Wage
71072,SAINT JAMES TERRACE,06/30/2021,2500 JEROME AVENUE,Bronx,10468.0,BX-07,BX05,New Construction,Non Prevailing Wage
71109,1409 BRYANT AVENUE,06/30/2021,1409 BRYANT AVENUE,Bronx,10459.0,BX-03,BX75,New Construction,Non Prevailing Wage
71112,494 JACKSON AVENUE,06/30/2021,494 JACKSON AVENUE,Bronx,10455.0,BX-01,BX39,New Construction,Non Prevailing Wage
71116,2311 MORRIS AVENUE,06/30/2021,2311 MORRIS AVENUE,Bronx,10468.0,BX-05,BX40,New Construction,Non Prevailing Wage
71118,2320 VALENTINE AVENUE,06/30/2021,2320 VALENTINE AVENUE,Bronx,10458.0,BX-05,BX40,New Construction,Non Prevailing Wage
71119,429 PENNSYLVANIA AVENUE,06/30/2021,429 PENNSYLVANIA AVENUE,Brooklyn,11207.0,BK-05,BK85,New Construction,Non Prevailing Wage
71121,169 LOTT STREET,06/30/2021,169 LOTT STREET,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
71124,246 ECHO PLACE,06/30/2021,246 ECHO PLACE,Bronx,10457.0,BX-05,BX41,New Construction,Non Prevailing Wage
71126,2302 WEBSTER AVENUE,06/30/2021,2302 WEBSTER AVENUE,Bronx,10458.0,BX-06,BX40,New Construction,Non Prevailing Wage
71128,TWO BLUE SLIP,06/30/2021,2 BLUE SLIP,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
71129,744 EAST 21ST STREET,06/30/2021,2021 FARRAGUT ROAD,Brooklyn,11210.0,BK-14,BK42,New Construction,Non Prevailing Wage
71130,313 LINDEN STREET,06/30/2021,313 LINDEN STREET,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
71131,4761 WHITE PLAINS ROAD,06/30/2021,4761 WHITE PLAINS ROAD,Bronx,10470.0,BX-12,BX62,New Construction,Non Prevailing Wage
71132,276 GRAND CONCOURSE APARTMENTS,06/30/2021,260 GRAND CONCOURSE,Bronx,10451.0,BX-01,BX39,New Construction,Non Prevailing Wage
71133,58 PALMETTO STREET APARTMENTS,06/30/2021,58 PALMETTO STREET,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
71135,1181 SHERMAN AVENUE,06/30/2021,1181 SHERMAN AVENUE,Bronx,10456.0,BX-04,BX14,New Construction,Non Prevailing Wage
71136,1994 BERGEN STREET,06/30/2021,1994 BERGEN STREET,Brooklyn,11233.0,BK-16,BK79,New Construction,Non Prevailing Wage
71137,3365 CRUGER AVENUE,06/30/2021,3365 CRUGER AVENUE,Bronx,10467.0,BX-12,BX44,New Construction,Non Prevailing Wage
71138,109 BRUCKNER BOULEVARD,06/30/2021,109 BRUCKNER BOULEVARD,Bronx,10454.0,BX-01,BX39,New Construction,Non Prevailing Wage
71139,730 EAST 32ND STREET,06/30/2021,730 EAST 32 STREET,Brooklyn,11210.0,BK-14,BK42,New Construction,Non Prevailing Wage
