school/math.Grade,school/math.Year,school/math.Category,school/math.Number Tested,school/math.Mean Scale Score,school/math.Level 1 #,school/math.Level 1 %,school/math.Level 2 #,school/math.Level 2 %,school/math.Level 3 #,school/math.Level 3 %,school/math.Level 4 #,school/math.Level 4 %,school/math.Level 3+4 #,school/math.Level 3+4 %,DBN
8,2007,All Students,80,680.0,4.0,5.0,10.0,12.5,46.0,57.5,20.0,25.0,66.0,82.5,27Q207
All Grades,2011,All Students,371,710.0,4.0,1.1,19.0,5.1,85.0,22.9,263.0,70.9,348.0,93.8,02M255
7,2007,All Students,335,653.0,28.0,8.4,115.0,34.3,163.0,48.7,29.0,8.7,192.0,57.3,29Q059
3,2007,All Students,169,687.0,2.0,1.2,14.0,8.3,102.0,60.4,51.0,30.2,153.0,90.5,17K249
3,2008,All Students,93,667.0,1.0,1.1,25.0,26.9,55.0,59.1,12.0,12.9,67.0,72.0,06M048
5,2010,All Students,102,674.0,7.0,6.9,43.0,42.2,45.0,44.1,7.0,6.9,52.0,51.0,28Q160
All Grades,2010,All Students,414,,16.0,3.9,123.0,29.7,191.0,46.1,84.0,20.3,275.0,66.4,04M057
5,2006,All Students,61,649.0,5.0,8.2,26.0,42.6,28.0,45.9,2.0,3.3,30.0,49.2,31R020
All Grades,2011,All Students,261,661.0,33.0,12.6,145.0,55.6,74.0,28.4,9.0,3.4,83.0,31.8,06M528
All Grades,2006,All Students,1778,,106.0,6.0,296.0,16.6,892.0,50.2,484.0,27.2,1376.0,77.4,22K234
5,2011,All Students,34,673.0,2.0,5.9,15.0,44.1,15.0,44.1,2.0,5.9,17.0,50.0,21K238
All Grades,2010,All Students,173,,36.0,20.8,94.0,54.3,38.0,22.0,5.0,2.9,43.0,24.9,07X065
3,2007,All Students,78,672.0,1.0,1.3,17.0,21.8,46.0,59.0,14.0,17.9,60.0,76.9,32K299
7,2009,All Students,109,702.0,0.0,0.0,2.0,1.8,45.0,41.3,62.0,56.9,107.0,98.2,22K206
All Grades,2007,All Students,428,,58.0,13.6,175.0,40.9,177.0,41.4,18.0,4.2,195.0,45.6,04M825
5,2008,All Students,79,658.0,4.0,5.1,29.0,36.7,38.0,48.1,8.0,10.1,46.0,58.2,05M154
All Grades,2008,All Students,120,,1.0,0.8,4.0,3.3,75.0,62.5,40.0,33.3,115.0,95.8,02M051
All Grades,2007,All Students,337,,34.0,10.1,56.0,16.6,184.0,54.6,63.0,18.7,247.0,73.3,21K188
4,2008,All Students,103,708.0,0.0,0.0,2.0,1.9,39.0,37.9,62.0,60.2,101.0,98.1,27Q114
4,2007,All Students,77,666.0,2.0,2.6,16.0,20.8,49.0,63.6,10.0,13.0,59.0,76.6,13K256
6,2011,All Students,210,682.0,25.0,11.9,51.0,24.3,67.0,31.9,67.0,31.9,134.0,63.8,11X181
8,2008,All Students,31,579.0,25.0,80.6,6.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,75K140
6,2009,All Students,96,659.0,5.0,5.2,31.0,32.3,54.0,56.3,6.0,6.3,60.0,62.5,08X337
6,2006,All Students,351,636.0,93.0,26.5,125.0,35.6,113.0,32.2,20.0,5.7,133.0,37.9,31R049
All Grades,2008,All Students,823,,57.0,6.9,169.0,20.5,481.0,58.4,116.0,14.1,597.0,72.5,15K088
All Grades,2008,All Students,296,,37.0,12.5,88.0,29.7,158.0,53.4,13.0,4.4,171.0,57.8,06M008
6,2008,All Students,223,650.0,32.0,14.3,66.0,29.6,105.0,47.1,20.0,9.0,125.0,56.1,19K292
8,2011,All Students,320,682.0,27.0,8.4,105.0,32.8,104.0,32.5,84.0,26.3,188.0,58.8,21K228
6,2010,All Students,102,693.0,1.0,1.0,24.0,23.5,28.0,27.5,49.0,48.0,77.0,75.5,24Q102
All Grades,2011,All Students,508,693.0,15.0,3.0,118.0,23.2,237.0,46.7,138.0,27.2,375.0,73.8,27Q062
8,2011,All Students,53,652.0,11.0,20.8,25.0,47.2,16.0,30.2,1.0,1.9,17.0,32.1,09X004
5,2006,All Students,105,667.0,7.0,6.7,24.0,22.9,53.0,50.5,21.0,20.0,74.0,70.5,22K251
4,2009,All Students,50,708.0,3.0,6.0,3.0,6.0,20.0,40.0,24.0,48.0,44.0,88.0,27Q045
5,2009,All Students,15,666.0,1.0,6.7,1.0,6.7,13.0,86.7,0.0,0.0,13.0,86.7,04M037
6,2011,All Students,86,703.0,2.0,2.3,8.0,9.3,29.0,33.7,47.0,54.7,76.0,88.4,28Q099
All Grades,2010,All Students,247,,28.0,11.3,80.0,32.4,93.0,37.7,46.0,18.6,139.0,56.3,30Q076
All Grades,2007,All Students,304,,34.0,11.2,79.0,26.0,152.0,50.0,39.0,12.8,191.0,62.8,30Q151
3,2007,All Students,84,719.0,1.0,1.2,1.0,1.2,24.0,28.6,58.0,69.0,82.0,97.6,20K247
8,2010,All Students,90,713.0,0.0,0.0,5.0,5.6,35.0,38.9,50.0,55.6,85.0,94.4,26Q266
7,2008,All Students,48,692.0,1.0,2.1,0.0,0.0,25.0,52.1,22.0,45.8,47.0,97.9,24Q560
6,2011,All Students,62,677.0,5.0,8.1,18.0,29.0,27.0,43.5,12.0,19.4,39.0,62.9,01M450
3,2008,All Students,95,664.0,10.0,10.5,17.0,17.9,64.0,67.4,4.0,4.2,68.0,71.6,06M008
4,2007,All Students,109,657.0,19.0,17.4,31.0,28.4,41.0,37.6,18.0,16.5,59.0,54.1,12X067
3,2006,All Students,88,691.0,6.0,6.8,3.0,3.4,46.0,52.3,33.0,37.5,79.0,89.8,25Q193
8,2006,All Students,25,598.0,16.0,64.0,8.0,32.0,1.0,4.0,0.0,0.0,1.0,4.0,75K036
6,2008,All Students,323,687.0,7.0,2.2,41.0,12.7,155.0,48.0,120.0,37.2,275.0,85.1,25Q237
4,2009,All Students,100,672.0,4.0,4.0,22.0,22.0,55.0,55.0,19.0,19.0,74.0,74.0,08X062
4,2011,All Students,67,697.0,4.0,6.0,8.0,11.9,31.0,46.3,24.0,35.8,55.0,82.1,08X304
8,2008,All Students,301,649.0,34.0,11.3,119.0,39.5,133.0,44.2,15.0,5.0,148.0,49.2,31R002
5,2011,All Students,104,690.0,3.0,2.9,29.0,27.9,41.0,39.4,31.0,29.8,72.0,69.2,21K253
3,2008,All Students,50,678.0,4.0,8.0,3.0,6.0,33.0,66.0,10.0,20.0,43.0,86.0,23K184
8,2011,All Students,223,666.0,33.0,14.8,100.0,44.8,69.0,30.9,21.0,9.4,90.0,40.4,19K292
4,2009,All Students,71,664.0,9.0,12.7,15.0,21.1,35.0,49.3,12.0,16.9,47.0,66.2,07X030
5,2008,All Students,57,658.0,1.0,1.8,22.0,38.6,32.0,56.1,2.0,3.5,34.0,59.6,19K260
All Grades,2008,All Students,371,,38.0,10.2,88.0,23.7,218.0,58.8,27.0,7.3,245.0,66.0,29Q136
All Grades,2006,All Students,1107,,42.0,3.8,209.0,18.9,687.0,62.1,169.0,15.3,856.0,77.3,32K383
4,2009,All Students,48,708.0,0.0,0.0,2.0,4.2,17.0,35.4,29.0,60.4,46.0,95.8,25Q499
3,2009,All Students,54,682.0,0.0,0.0,3.0,5.6,44.0,81.5,7.0,13.0,51.0,94.4,13K093
3,2006,All Students,96,672.0,5.0,5.2,10.0,10.4,63.0,65.6,18.0,18.8,81.0,84.4,14K257
All Grades,2010,All Students,134,,6.0,4.5,55.0,41.0,60.0,44.8,13.0,9.7,73.0,54.5,02M225
8,2009,All Students,517,692.0,6.0,1.2,45.0,8.7,278.0,53.8,188.0,36.4,466.0,90.1,24Q005
4,2008,All Students,48,694.0,0.0,0.0,4.0,8.3,25.0,52.1,19.0,39.6,44.0,91.7,25Q499
4,2011,All Students,44,694.0,0.0,0.0,11.0,25.0,24.0,54.5,9.0,20.5,33.0,75.0,11X175
3,2011,All Students,140,693.0,5.0,3.6,16.0,11.4,84.0,60.0,35.0,25.0,119.0,85.0,20K104
3,2011,All Students,181,687.0,14.0,7.7,45.0,24.9,103.0,56.9,19.0,10.5,122.0,67.4,15K001
4,2010,All Students,178,694.0,3.0,1.7,42.0,23.6,77.0,43.3,56.0,31.5,133.0,74.7,27Q060
7,2011,All Students,97,649.0,24.0,24.7,60.0,61.9,12.0,12.4,1.0,1.0,13.0,13.4,17K587
6,2006,All Students,157,636.0,39.0,24.8,57.0,36.3,61.0,38.9,0.0,0.0,61.0,38.9,09X323
4,2006,All Students,60,699.0,1.0,1.7,4.0,6.7,29.0,48.3,26.0,43.3,55.0,91.7,09X204
7,2010,All Students,5,,,,,,,,,,,,75X176
7,2011,All Students,40,651.0,13.0,32.5,15.0,37.5,12.0,30.0,0.0,0.0,12.0,30.0,04M050
5,2011,All Students,170,696.0,9.0,5.3,31.0,18.2,66.0,38.8,64.0,37.6,130.0,76.5,25Q120
3,2009,All Students,51,662.0,2.0,3.9,9.0,17.6,39.0,76.5,1.0,2.0,40.0,78.4,04M375
All Grades,2009,All Students,170,,0.0,0.0,20.0,11.8,119.0,70.0,31.0,18.2,150.0,88.2,13K305
3,2009,All Students,104,672.0,1.0,1.0,15.0,14.4,79.0,76.0,9.0,8.7,88.0,84.6,27Q105
8,2006,All Students,4,,,,,,,,,,,,75M094
3,2010,All Students,80,705.0,2.0,2.5,21.0,26.3,26.0,32.5,31.0,38.8,57.0,71.3,31R050
All Grades,2011,All Students,87,670.0,1.0,1.1,61.0,70.1,23.0,26.4,2.0,2.3,25.0,28.7,06M321
4,2009,All Students,82,672.0,5.0,6.1,13.0,15.9,52.0,63.4,12.0,14.6,64.0,78.0,07X154
5,2009,All Students,55,674.0,3.0,5.5,6.0,10.9,34.0,61.8,12.0,21.8,46.0,83.6,14K018
4,2006,All Students,62,657.0,4.0,6.5,22.0,35.5,33.0,53.2,3.0,4.8,36.0,58.1,31R020
4,2006,All Students,55,664.0,8.0,14.5,10.0,18.2,27.0,49.1,10.0,18.2,37.0,67.3,12X044
7,2008,All Students,72,654.0,2.0,2.8,26.0,36.1,43.0,59.7,1.0,1.4,44.0,61.1,09X324
5,2006,All Students,93,686.0,4.0,4.3,9.0,9.7,54.0,58.1,26.0,28.0,80.0,86.0,25Q129
5,2011,All Students,131,677.0,12.0,9.2,50.0,38.2,54.0,41.2,15.0,11.5,69.0,52.7,30Q127
3,2009,All Students,183,676.0,4.0,2.2,28.0,15.3,123.0,67.2,28.0,15.3,151.0,82.5,09X114
7,2011,All Students,20,640.0,7.0,35.0,12.0,60.0,1.0,5.0,0.0,0.0,1.0,5.0,75X010
4,2010,All Students,91,699.0,2.0,2.2,15.0,16.5,42.0,46.2,32.0,35.2,74.0,81.3,31R039
8,2007,All Students,221,630.0,62.0,28.1,107.0,48.4,52.0,23.5,0.0,0.0,52.0,23.5,06M218
5,2011,All Students,32,664.0,5.0,15.6,18.0,56.3,9.0,28.1,0.0,0.0,9.0,28.1,12X212
6,2008,All Students,101,698.0,1.0,1.0,3.0,3.0,50.0,49.5,47.0,46.5,97.0,96.0,28Q099
7,2010,All Students,402,689.0,10.0,2.5,59.0,14.7,152.0,37.8,181.0,45.0,333.0,82.8,31R034
8,2008,All Students,196,642.0,25.0,12.8,93.0,47.4,75.0,38.3,3.0,1.5,78.0,39.8,06M218
8,2011,All Students,44,689.0,0.0,0.0,10.0,22.7,22.0,50.0,12.0,27.3,34.0,77.3,27Q114
All Grades,2006,All Students,180,,25.0,13.9,31.0,17.2,96.0,53.3,28.0,15.6,124.0,68.9,19K190
6,2011,All Students,214,692.0,9.0,4.2,38.0,17.8,86.0,40.2,81.0,37.9,167.0,78.0,11X083
3,2009,All Students,40,689.0,0.0,0.0,0.0,0.0,31.0,77.5,9.0,22.5,40.0,100.0,29Q295
4,2010,All Students,163,705.0,2.0,1.2,19.0,11.7,66.0,40.5,76.0,46.6,142.0,87.1,25Q024
All Grades,2007,All Students,141,,1.0,0.7,16.0,11.3,91.0,64.5,33.0,23.4,124.0,87.9,12X242
All Grades,2009,All Students,243,,5.0,2.1,29.0,11.9,156.0,64.2,53.0,21.8,209.0,86.0,31R031
8,2009,All Students,83,666.0,1.0,1.2,17.0,20.5,57.0,68.7,8.0,9.6,65.0,78.3,09X241
4,2006,All Students,120,678.0,3.0,2.5,21.0,17.5,69.0,57.5,27.0,22.5,96.0,80.0,30Q212
6,2009,All Students,40,672.0,1.0,2.5,4.0,10.0,30.0,75.0,5.0,12.5,35.0,87.5,06M311
5,2010,All Students,121,693.0,5.0,4.1,30.0,24.8,50.0,41.3,36.0,29.8,86.0,71.1,21K177
All Grades,2006,All Students,238,,67.0,28.2,65.0,27.3,86.0,36.1,20.0,8.4,106.0,44.5,31R018
3,2007,All Students,66,681.0,1.0,1.5,10.0,15.2,41.0,62.1,14.0,21.2,55.0,83.3,27Q225
All Grades,2008,All Students,695,,52.0,7.5,212.0,30.5,359.0,51.7,72.0,10.4,431.0,62.0,22K014
All Grades,2006,All Students,1141,,127.0,11.1,326.0,28.6,559.0,49.0,129.0,11.3,688.0,60.3,11X083
8,2008,All Students,2,,,,,,,,,,,,75M226
All Grades,2006,All Students,712,,49.0,6.9,171.0,24.0,342.0,48.0,150.0,21.1,492.0,69.1,25Q185
7,2009,All Students,202,652.0,5.0,2.5,90.0,44.6,102.0,50.5,5.0,2.5,107.0,53.0,19K166
6,2006,All Students,65,635.0,15.0,23.1,24.0,36.9,25.0,38.5,1.0,1.5,26.0,40.0,15K462
6,2010,All Students,25,673.0,2.0,8.0,10.0,40.0,13.0,52.0,0.0,0.0,13.0,52.0,30Q084
4,2011,All Students,220,689.0,6.0,2.7,55.0,25.0,111.0,50.5,48.0,21.8,159.0,72.3,31R022
8,2010,All Students,114,719.0,0.0,0.0,2.0,1.8,36.0,31.6,76.0,66.7,112.0,98.2,02M114
All Grades,2009,All Students,1175,,8.0,0.7,42.0,3.6,534.0,45.4,591.0,50.3,1125.0,95.7,26Q216
All Grades,2008,All Students,678,,31.0,4.6,148.0,21.8,398.0,58.7,101.0,14.9,499.0,73.6,17K181
3,2007,All Students,79,700.0,0.0,0.0,4.0,5.1,40.0,50.6,35.0,44.3,75.0,94.9,25Q029
3,2007,All Students,71,683.0,3.0,4.2,5.0,7.0,43.0,60.6,20.0,28.2,63.0,88.7,02M011
4,2011,All Students,145,703.0,0.0,0.0,29.0,20.0,49.0,33.8,67.0,46.2,116.0,80.0,25Q079
4,2008,All Students,72,724.0,0.0,0.0,1.0,1.4,19.0,26.4,52.0,72.2,71.0,98.6,26Q046
3,2009,All Students,108,692.0,1.0,0.9,4.0,3.7,77.0,71.3,26.0,24.1,103.0,95.4,11X108
All Grades,2010,All Students,1027,,197.0,19.2,534.0,52.0,238.0,23.2,58.0,5.6,296.0,28.8,11X144
All Grades,2007,All Students,70,,0.0,0.0,12.0,17.1,28.0,40.0,30.0,42.9,58.0,82.9,25Q281
5,2006,All Students,166,677.0,5.0,3.0,27.0,16.3,91.0,54.8,43.0,25.9,134.0,80.7,27Q090
5,2007,All Students,90,651.0,10.0,11.1,33.0,36.7,42.0,46.7,5.0,5.6,47.0,52.2,29Q116
4,2007,All Students,68,685.0,9.0,13.2,5.0,7.4,28.0,41.2,26.0,38.2,54.0,79.4,15K154
All Grades,2009,All Students,195,,5.0,2.6,21.0,10.8,117.0,60.0,52.0,26.7,169.0,86.7,08X146
All Grades,2006,All Students,143,,103.0,72.0,29.0,20.3,11.0,7.7,0.0,0.0,11.0,7.7,75K231
8,2010,All Students,80,651.0,23.0,28.8,45.0,56.3,12.0,15.0,0.0,0.0,12.0,15.0,13K571
5,2006,All Students,82,727.0,0.0,0.0,1.0,1.2,23.0,28.0,58.0,70.7,81.0,98.8,28Q196
4,2011,All Students,36,673.0,1.0,2.8,17.0,47.2,18.0,50.0,0.0,0.0,18.0,50.0,16K028
All Grades,2008,All Students,293,,16.0,5.5,71.0,24.2,166.0,56.7,40.0,13.7,206.0,70.3,08X107
All Grades,2008,All Students,606,,24.0,4.0,75.0,12.4,348.0,57.4,159.0,26.2,507.0,83.7,11X106
3,2006,All Students,43,654.0,7.0,16.3,13.0,30.2,19.0,44.2,4.0,9.3,23.0,53.5,31R011
8,2006,All Students,221,640.0,37.0,16.7,88.0,39.8,87.0,39.4,9.0,4.1,96.0,43.4,11X083
8,2010,All Students,87,674.0,8.0,9.2,40.0,46.0,26.0,29.9,13.0,14.9,39.0,44.8,12X214
All Grades,2011,All Students,367,673.0,55.0,15.0,161.0,43.9,121.0,33.0,30.0,8.2,151.0,41.1,11X078
8,2007,All Students,322,644.0,50.0,15.5,135.0,41.9,121.0,37.6,16.0,5.0,137.0,42.5,08X131
3,2011,All Students,45,689.0,4.0,8.9,8.0,17.8,25.0,55.6,8.0,17.8,33.0,73.3,01M364
3,2011,All Students,145,678.0,25.0,17.2,52.0,35.9,59.0,40.7,9.0,6.2,68.0,46.9,08X119
6,2011,All Students,43,683.0,1.0,2.3,14.0,32.6,18.0,41.9,10.0,23.3,28.0,65.1,27Q114
4,2010,All Students,32,667.0,4.0,12.5,16.0,50.0,8.0,25.0,4.0,12.5,12.0,37.5,17K191
5,2010,All Students,82,711.0,0.0,0.0,4.0,4.9,31.0,37.8,47.0,57.3,78.0,95.1,02M040
6,2011,All Students,44,663.0,2.0,4.5,32.0,72.7,8.0,18.2,2.0,4.5,10.0,22.7,05M469
All Grades,2008,All Students,337,,42.0,12.5,149.0,44.2,138.0,40.9,8.0,2.4,146.0,43.3,11X287
4,2006,All Students,57,667.0,6.0,10.5,7.0,12.3,34.0,59.6,10.0,17.5,44.0,77.2,10X015
8,2009,All Students,76,649.0,8.0,10.5,29.0,38.2,38.0,50.0,1.0,1.3,39.0,51.3,27Q183
All Grades,2008,All Students,282,,24.0,8.5,64.0,22.7,169.0,59.9,25.0,8.9,194.0,68.8,04M007
All Grades,2006,All Students,318,,7.0,2.2,21.0,6.6,157.0,49.4,133.0,41.8,290.0,91.2,31R055
3,2008,All Students,160,682.0,6.0,3.8,15.0,9.4,104.0,65.0,35.0,21.9,139.0,86.9,32K123
4,2007,All Students,43,681.0,0.0,0.0,4.0,9.3,30.0,69.8,9.0,20.9,39.0,90.7,15K039
3,2010,All Students,238,682.0,29.0,12.2,101.0,42.4,83.0,34.9,25.0,10.5,108.0,45.4,11X105
8,2011,All Students,376,664.0,55.0,14.6,169.0,44.9,134.0,35.6,18.0,4.8,152.0,40.4,31R051
3,2009,All Students,84,677.0,0.0,0.0,3.0,3.6,76.0,90.5,5.0,6.0,81.0,96.4,06M048
5,2006,All Students,117,696.0,1.0,0.9,5.0,4.3,59.0,50.4,52.0,44.4,111.0,94.9,20K185
4,2009,All Students,177,687.0,5.0,2.8,21.0,11.9,89.0,50.3,62.0,35.0,151.0,85.3,15K230
5,2007,All Students,128,699.0,0.0,0.0,13.0,10.2,54.0,42.2,61.0,47.7,115.0,89.8,02M006
4,2009,All Students,105,703.0,7.0,6.7,7.0,6.7,37.0,35.2,54.0,51.4,91.0,86.7,31R050
5,2010,All Students,45,670.0,4.0,8.9,22.0,48.9,18.0,40.0,1.0,2.2,19.0,42.2,13K307
4,2011,All Students,134,694.0,3.0,2.2,32.0,23.9,54.0,40.3,45.0,33.6,99.0,73.9,24Q102
All Grades,2006,All Students,337,,0.0,0.0,8.0,2.4,140.0,41.5,189.0,56.1,329.0,97.6,26Q221
5,2006,All Students,110,663.0,11.0,10.0,33.0,30.0,44.0,40.0,22.0,20.0,66.0,60.0,27Q223
5,2009,All Students,150,695.0,0.0,0.0,9.0,6.0,76.0,50.7,65.0,43.3,141.0,94.0,31R054
7,2011,All Students,49,664.0,7.0,14.3,19.0,38.8,21.0,42.9,2.0,4.1,23.0,46.9,06M349
8,2010,All Students,43,691.0,1.0,2.3,8.0,18.6,22.0,51.2,12.0,27.9,34.0,79.1,27Q114
8,2009,All Students,88,697.0,0.0,0.0,4.0,4.5,49.0,55.7,35.0,39.8,84.0,95.5,03M862
All Grades,2010,All Students,226,,14.0,6.2,70.0,31.0,83.0,36.7,59.0,26.1,142.0,62.8,27Q045
4,2007,All Students,130,636.0,44.0,33.8,38.0,29.2,44.0,33.8,4.0,3.1,48.0,36.9,09X073
6,2007,All Students,98,668.0,4.0,4.1,18.0,18.4,61.0,62.2,15.0,15.3,76.0,77.6,04M108
4,2009,All Students,69,663.0,6.0,8.7,14.0,20.3,43.0,62.3,6.0,8.7,49.0,71.0,21K288
5,2007,All Students,107,655.0,17.0,15.9,23.0,21.5,58.0,54.2,9.0,8.4,67.0,62.6,06M048
5,2009,All Students,56,714.0,0.0,0.0,0.0,0.0,18.0,32.1,38.0,67.9,56.0,100.0,22K195
7,2006,All Students,49,574.0,40.0,81.6,9.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,75K369
3,2010,All Students,191,708.0,3.0,1.6,39.0,20.4,65.0,34.0,84.0,44.0,149.0,78.0,20K102
All Grades,2011,All Students,201,663.0,38.0,18.9,102.0,50.7,59.0,29.4,2.0,1.0,61.0,30.3,03M149
5,2009,All Students,109,669.0,5.0,4.6,21.0,19.3,66.0,60.6,17.0,15.6,83.0,76.1,30Q017
3,2008,All Students,105,692.0,1.0,1.0,15.0,14.3,61.0,58.1,28.0,26.7,89.0,84.8,11X108
5,2009,All Students,54,700.0,1.0,1.9,0.0,0.0,21.0,38.9,32.0,59.3,53.0,98.1,04M012
All Grades,2010,All Students,148,,0.0,0.0,4.0,2.7,64.0,43.2,80.0,54.1,144.0,97.3,30Q580
All Grades,2007,All Students,305,,9.0,3.0,46.0,15.1,189.0,62.0,61.0,20.0,250.0,82.0,01M020
4,2008,All Students,43,667.0,2.0,4.7,8.0,18.6,27.0,62.8,6.0,14.0,33.0,76.7,02M111
3,2008,All Students,85,678.0,4.0,4.7,9.0,10.6,56.0,65.9,16.0,18.8,72.0,84.7,18K268
5,2011,All Students,210,710.0,4.0,1.9,16.0,7.6,66.0,31.4,124.0,59.0,190.0,90.5,15K321
All Grades,2009,All Students,282,,8.0,2.8,36.0,12.8,182.0,64.5,56.0,19.9,238.0,84.4,17K221
5,2011,All Students,169,716.0,2.0,1.2,6.0,3.6,49.0,29.0,112.0,66.3,161.0,95.3,02M130
3,2008,All Students,105,700.0,1.0,1.0,0.0,0.0,63.0,60.0,41.0,39.0,104.0,99.0,28Q139
All Grades,2006,All Students,247,,36.0,14.6,90.0,36.4,107.0,43.3,14.0,5.7,121.0,49.0,14K059
3,2006,All Students,65,651.0,14.0,21.5,19.0,29.2,27.0,41.5,5.0,7.7,32.0,49.2,05M129
All Grades,2006,All Students,208,,11.0,5.3,19.0,9.1,117.0,56.3,61.0,29.3,178.0,85.6,21K216
7,2009,All Students,63,664.0,0.0,0.0,11.0,17.5,49.0,77.8,3.0,4.8,52.0,82.5,15K442
All Grades,2009,All Students,322,,1.0,0.3,1.0,0.3,151.0,46.9,169.0,52.5,320.0,99.4,04M012
5,2009,All Students,96,707.0,1.0,1.0,3.0,3.1,28.0,29.2,64.0,66.7,92.0,95.8,20K247
6,2010,All Students,232,655.0,63.0,27.2,106.0,45.7,53.0,22.8,10.0,4.3,63.0,27.2,06M143
All Grades,2007,All Students,160,,6.0,3.8,16.0,10.0,96.0,60.0,42.0,26.3,138.0,86.3,02M212
6,2011,All Students,27,661.0,4.0,14.8,17.0,63.0,5.0,18.5,1.0,3.7,6.0,22.2,15K464
6,2008,All Students,138,649.0,14.0,10.1,49.0,35.5,71.0,51.4,4.0,2.9,75.0,54.3,11X289
All Grades,2006,All Students,171,,41.0,24.0,91.0,53.2,37.0,21.6,2.0,1.2,39.0,22.8,17K353
7,2008,All Students,388,673.0,14.0,3.6,72.0,18.6,198.0,51.0,104.0,26.8,302.0,77.8,21K281
7,2007,All Students,188,708.0,1.0,0.5,4.0,2.1,48.0,25.5,135.0,71.8,183.0,97.3,02M312
8,2011,All Students,269,691.0,11.0,4.1,64.0,23.8,107.0,39.8,87.0,32.3,194.0,72.1,25Q025
8,2007,All Students,66,673.0,2.0,3.0,12.0,18.2,41.0,62.1,11.0,16.7,52.0,78.8,02M260
All Grades,2009,All Students,218,,11.0,5.0,32.0,14.7,126.0,57.8,49.0,22.5,175.0,80.3,30Q151
All Grades,2011,All Students,2205,672.0,253.0,11.5,828.0,37.6,770.0,34.9,354.0,16.1,1124.0,51.0,24Q061
All Grades,2010,All Students,122,,12.0,9.8,73.0,59.8,35.0,28.7,2.0,1.6,37.0,30.3,15K429
All Grades,2011,All Students,251,683.0,19.0,7.6,83.0,33.1,117.0,46.6,32.0,12.7,149.0,59.4,06M048
6,2006,All Students,23,676.0,0.0,0.0,3.0,13.0,15.0,65.2,5.0,21.7,20.0,87.0,27Q047
7,2007,All Students,311,632.0,60.0,19.3,157.0,50.5,90.0,28.9,4.0,1.3,94.0,30.2,17K246
7,2011,All Students,279,708.0,8.0,2.9,26.0,9.3,44.0,15.8,201.0,72.0,245.0,87.8,03M054
8,2006,All Students,38,620.0,19.0,50.0,14.0,36.8,5.0,13.2,0.0,0.0,5.0,13.2,15K027
6,2006,All Students,344,644.0,74.0,21.5,98.0,28.5,160.0,46.5,12.0,3.5,172.0,50.0,15K088
6,2011,All Students,311,668.0,43.0,13.8,135.0,43.4,98.0,31.5,35.0,11.3,133.0,42.8,10X045
4,2008,All Students,113,670.0,5.0,4.4,18.0,15.9,76.0,67.3,14.0,12.4,90.0,79.6,09X163
5,2008,All Students,86,654.0,6.0,7.0,31.0,36.0,42.0,48.8,7.0,8.1,49.0,57.0,17K167
All Grades,2008,All Students,142,,0.0,0.0,4.0,2.8,91.0,64.1,47.0,33.1,138.0,97.2,19K409
All Grades,2006,All Students,1319,,109.0,8.3,400.0,30.3,676.0,51.3,134.0,10.2,810.0,61.4,14K318
All Grades,2010,All Students,314,,43.0,13.7,107.0,34.1,109.0,34.7,55.0,17.5,164.0,52.2,06M173
7,2007,All Students,42,651.0,4.0,9.5,15.0,35.7,22.0,52.4,1.0,2.4,23.0,54.8,29Q283
4,2006,All Students,78,652.0,8.0,10.3,25.0,32.1,41.0,52.6,4.0,5.1,45.0,57.7,14K059
5,2010,All Students,87,699.0,1.0,1.1,12.0,13.8,37.0,42.5,37.0,42.5,74.0,85.1,27Q066
All Grades,2009,All Students,438,,18.0,4.1,50.0,11.4,266.0,60.7,104.0,23.7,370.0,84.5,05M161
4,2007,All Students,63,685.0,2.0,3.2,7.0,11.1,30.0,47.6,24.0,38.1,54.0,85.7,03M180
All Grades,2009,All Students,199,,1.0,0.5,4.0,2.0,96.0,48.2,98.0,49.2,194.0,97.5,17K590
4,2011,All Students,189,701.0,6.0,3.2,34.0,18.0,69.0,36.5,80.0,42.3,149.0,78.8,24Q229
4,2009,All Students,23,694.0,0.0,0.0,3.0,13.0,9.0,39.1,11.0,47.8,20.0,87.0,12X691
4,2006,All Students,183,647.0,39.0,21.3,52.0,28.4,74.0,40.4,18.0,9.8,92.0,50.3,10X033
All Grades,2009,All Students,296,,0.0,0.0,1.0,0.3,136.0,45.9,159.0,53.7,295.0,99.7,23K392
3,2007,All Students,83,667.0,3.0,3.6,21.0,25.3,50.0,60.2,9.0,10.8,59.0,71.1,29Q052
7,2010,All Students,28,659.0,4.0,14.3,14.0,50.0,7.0,25.0,3.0,10.7,10.0,35.7,15K462
All Grades,2007,All Students,966,,156.0,16.1,394.0,40.8,376.0,38.9,40.0,4.1,416.0,43.1,07X162
All Grades,2009,All Students,602,,11.0,1.8,75.0,12.5,344.0,57.1,172.0,28.6,516.0,85.7,21K225
6,2006,All Students,81,651.0,10.0,12.3,19.0,23.5,48.0,59.3,4.0,4.9,52.0,64.2,13K313
6,2009,All Students,115,661.0,9.0,7.8,32.0,27.8,58.0,50.4,16.0,13.9,74.0,64.3,06M115
All Grades,2010,All Students,128,,4.0,3.1,62.0,48.4,53.0,41.4,9.0,7.0,62.0,48.4,23K644
