DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,2012-2013PERFORMANCE GRADE,2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
02M047,2,47 The American Sign Language and English Secondary School,Watfa A. Shama,HS,High School,A,75.5,79.67,32,B,14.7,B,11.7,A,5.7,B,11.36,B,C,A
02M051,2,P.S. 051 Elias Howe,Nancy Sing Bock,EMS,Elementary,A,67.2,86.56,38.3,A,15.6,A,9.4,A,.,.,3.9,C,B,B
02M059,2,P.S. 059 Beekman Hill International,Adele Schroeter,EMS,Elementary,A,65.9,84.1,36.5,A,16.3,A,10.4,A,.,.,2.7,B,A,B
02M077,2,P.S. 77 Lower Lab School,Mara Ratesic Koetke,EMS,Elementary,A,90.8,99.84,52.9,A,24.9,A,10.3,A,.,.,2.7,B,A,A
02M089,2,P.S. 89,Veronica Najjar,EMS,Elementary,B,52.5,53.28,25.9,C,14.6,B,7.8,B,.,.,4.2,B,B,B
02M104,2,J.H.S. 104 Simon Baruch,Rosemarie Gaetani,EMS,Middle,A,86.3,96.63,51.5,A,19.7,A,9.4,B,.,.,5.7,B,B,B
02M111,2,P.S. 111 Adolph S. Ochs,Irma Medina,EMS,K-8,B,61.9,69.51,40.2,A,12.9,B,3.7,D,.,.,5.1,C,C,B
02M114,2,East Side Middle School,David Getz,EMS,Middle,A,84.7,95.79,44.5,A,22.6,A,13.4,A,.,.,4.1,A,A,A
02M116,2,P.S. 116 Mary Lindley Murray,Jane Hsu,EMS,Elementary,A,67.7,87.54,39,A,20.3,A,6.2,B,.,.,2.2,C,C,B
02M124,2,P.S. 124 Yung Wing,Alice Hom,EMS,Elementary,A,66.2,84.59,36.3,A,22.6,A,5.2,C,.,.,2.1,B,A,A
02M126,2,P.S. 126 Jacob August Riis,Jacqueline Getz,EMS,K-8,A,79.4,97.56,42.1,A,21.2,A,9.8,B,.,.,6.2,A,A,A
02M130,2,P.S. 130 Hernando De Soto,Lily Woo,EMS,Elementary,A,77.3,95.74,40.3,A,20.4,A,13.2,A,.,.,3.3,A,A,A
02M131,2,M.S. 131,Phyllis Tam,EMS,Middle,A,88.1,98.03,55.2,A,16.4,A,10.5,B,.,.,6,A,A,B
02M150,2,P.S. 150,Jennifer Bonnet,EMS,Elementary,A,62.4,79.34,36.1,A,17.4,A,6.4,B,.,.,2.5,C,C,B
02M151,2,Yorkville Community School,Samantha Kaplan,EC,K-3,C,40.2,.,15.7,B,14.8,B,7.4,C,.,.,2.3,,,
02M158,2,P.S. 158 Bayard Taylor,Darryl Alhadeff,EMS,Elementary,A,61.9,78.36,35.1,B,19.3,A,3,C,.,.,4.5,B,B,A
02M167,2,J.H.S. 167 Robert F. Wagner,Jennifer Rehn,EMS,Middle,A,78.3,92.13,42.6,A,19.7,A,9.4,B,.,.,6.5,B,A,B
02M183,2,P.S. 183 Robert L. Stevenson,Tara Napoleoni,EMS,Elementary,A,65.2,82.95,37,A,19.3,A,4.8,C,.,.,4.1,B,B,B
02M198,2,P.S. 198 Isador E. Ida Straus,Nancy Emerick,EMS,Elementary,F,26.3,1.48,19.4,D,3.7,F,1,F,.,.,2.2,D,C,B
02M212,2,P.S. 212 Midtown West,Dean Ketchum,EMS,Elementary,A,62.3,79.02,29.4,B,18,A,12.1,A,.,.,2.8,B,B,A
02M217,2,P.S./I.S. 217 Roosevelt Island,Mandana Beckman,EMS,K-8,B,57.9,56.71,32.7,B,12.9,B,6.9,C,.,.,5.3,D,D,B
02M225,2,Ella Baker School,Laura Garcia,EMS,K-8,C,47.4,26.22,27.4,C,10.3,C,6.7,C,.,.,3,C,C,B
02M234,2,P.S. 234 Independence School,Lisa Ripperger,EMS,Elementary,B,50.3,45.9,26.7,C,14,B,7.3,B,.,.,2.3,C,A,B
02M255,2,M.S. 255 Salk School of Science,Rhonda Perry,EMS,Middle,A,73.3,85.11,40.8,A,16.5,A,12.2,A,.,.,3.8,A,A,B
02M260,2,M.S. 260 Clinton School Writers & Artists,Jonathan Levin,EMS,Middle,A,98,100,56.5,A,21.7,A,11.9,A,.,.,7.9,A,B,A
02M276,2,BATTERY PARK CITY SCHOOL,Theresa Ruyter,EMS,K-8,A,76.4,93.9,43.4,A,17.9,A,9.6,B,.,.,5.5,C,A,.
02M288,2,Food and Finance High School,Roger Turgeon,HS,High School,B,62.2,48.51,26.8,C,15.5,A,9.3,C,5.2,B,5.36,A,A,A
02M289,2,I.S. 289,Ellen Foote,EMS,Middle,A,86.4,97.19,47.9,A,20.3,A,12.6,A,.,.,5.6,C,B,B
02M290,2,P.S. 290 Manhattan New School,Sharon Hill,EMS,Elementary,A,68.9,89.34,34.4,B,18.8,A,12.1,A,.,.,3.5,A,A,A
02M294,2,Essex Street Academy,Erin Carstensen,HS,High School,C,54.8,26.02,24.9,C,8.6,C,12.3,A,5,C,4,B,B,A
02M296,2,High School of Hospitality Management,Yves Mompoint Jr,HS,High School,A,70.8,70.46,36.5,B,12.8,B,11.1,B,4.1,C,6.34,A,A,A
02M298,2,Pace High School,Yvette Sy,HS,High School,A,73.2,75.07,35.3,B,17.2,A,9.6,C,6.7,B,4.42,A,A,A
02M300,2,"Urban Assembly School of Design and Construction, The",Matthew Willoughby,HS,High School,C,56.7,29.27,27.5,C,10.5,C,9.7,C,5.3,B,3.66,C,B,B
02M303,2,"Facing History School, The",Dana Panagot,HS,High School,B,69.5,66.67,27.7,B,12.8,B,10.8,B,7.1,A,11.05,A,B,B
02M305,2,"Urban Assembly Academy of Government and Law, The",David Glasner,HS,High School,B,60.8,44.44,27,C,11.8,B,8.5,C,6.1,B,7.35,A,C,B
02M308,2,Lower Manhattan Arts Academy,John Wenk,HS,High School,C,57.6,30.62,25.4,C,11.6,B,10.9,B,5.9,B,3.8,A,A,A
02M312,2,New York City Lab Middle School for Collaborativ,Megan Adams,EMS,Middle,A,92.3,99.16,49.4,A,22.6,A,12.2,A,.,.,8,A,A,A
02M313,2,"James Baldwin School, The: A School for Expeditionary Learning",Christine Olson,HST,High School Transfer,B,65,.,27.2,B,12.2,A,9,C,9.1,A,7.44,C,C,D
02M316,2,"Urban Assembly School of Business for Young Women, the",Patricia Minaya,HS,High School,C,54.8,26.02,25,C,12.4,B,8,C,5.7,B,3.68,B,B,B
02M347,2,The 47 American Sign Language & English Lower Sc,David Bowell,EMS,K-8,,.,.,.,,.,,.,,.,.,.,C,A,B
02M374,2,Gramercy Arts High School,Denise Dicarlo,HS,High School,C,54.8,26.02,27,C,12.5,B,7.9,C,4.1,C,3.27,C,C,B
02M376,2,NYC iSchool,Isora Bailey,HS,High School,A,71.9,72.9,38.3,A,16.4,A,10.5,B,6,B,0.68,B,,
02M392,2,MANHATTAN BUSINESS ACADEMY,Karen Polsonetti,HS,High School,B,64.1,54.47,32.7,B,14.2,B,8.7,C,3.7,C,4.81,,,
02M393,2,BUSINESS OF SPORTS SCHOOL,Joshua Solomon,HS,High School,B,66.5,61.25,25.5,C,14.4,B,9.6,C,9,A,8.02,,,
02M394,2,EMMA LAZARUS HIGH SCHOOL,Melody Kellogg,HST,High School Transfer,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M397,2,SPRUCE STREET SCHOOL,Nancy Harris,EC,K-3,C,28.4,.,12.3,C,13,B,2.8,D,.,.,0.3,,,
02M399,2,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,Santiago Mayol,HS,High School,D,41.8,6.78,14.5,D,8.9,C,6.2,D,6.1,B,6.08,,,
06M457,6,George Washington Yabc,Samuel Akel,YABC,YABC,A,83.1,.,36.9,A,16.5,A,12.7,A,9.3,A,7.67,A,A,A
02M400,2,High School for Environmental Studies,Shirley H. Matthews,HS,High School,B,65.7,57.99,30.9,B,14.5,B,10.1,B,6.9,A,3.29,B,B,B
02M407,2,Institute for Collaborative Education,Peter Karp,EMS,Middle,B,56.8,48.88,28.3,C,15.5,B,11.6,A,.,.,1.4,C,B,C
02M407,2,Institute for Collaborative Education,Peter Karp,HS,High School,A,79.6,87.26,40.5,A,15,A,13,A,5.6,B,5.48,A,A,B
02M408,2,Professional Performing Arts High School,Keith Ryan,EMS,Middle,C,44.1,19.1,18.8,C,17.5,A,6.3,C,.,.,1.5,B,B,A
02M408,2,Professional Performing Arts High School,Keith Ryan,HS,High School,B,66.8,62.6,34.1,B,15.5,A,8.6,C,6.1,B,2.5,B,B,A
02M411,2,Baruch College Campus High School,Alicia Perez-Katz,HS,High School,A,84.6,92.68,48,A,17,A,10,B,9.5,A,0.08,A,A,A
02M412,2,N.Y.C. Lab School for Collaborative Studies,Brooke Jackson,HS,High School,A,79.7,87.8,38.4,A,18.6,A,11.5,B,7.8,A,3.35,A,A,A
02M413,2,School of the Future High School,Stacy Paige Goldstein,EMS,Middle,A,74.6,87.36,42,A,18.8,A,10.1,B,.,.,3.7,C,A,B
02M413,2,School of the Future High School,Stacy Paige Goldstein,HS,High School,B,66.1,59.89,34.6,B,13.1,B,10,B,6.3,B,2.1,A,B,A
02M414,2,N.Y.C. Museum School,Darlene Miller,HS,High School,A,79.7,87.53,42.4,A,19.7,A,6.1,D,7.2,A,4.26,A,A,A
02M416,2,Eleanor Roosevelt High School,Dimitri Saliani,HS,High School,A,84.1,92.41,44.6,A,17.9,A,12,A,9.5,A,0.06,A,A,A
02M418,2,Millennium High School,Colin Mcevoy,HS,High School,A,85.9,95.12,47.2,A,17.2,A,12.1,A,8.4,A,0.96,A,A,A
02M419,2,Landmark High School,Caron Pinkus,HS,High School,B,58.6,35.23,30.3,B,5.3,F,8.5,C,6.3,B,8.12,C,D,C
02M420,2,High School for Health Professions and Human Services,Robert Gentile,HS,High School,B,66.4,60.7,32,B,13.2,B,10.7,B,6.9,A,3.61,B,B,C
02M422,2,Quest to Learn,Elisa Aragon,EMS,Middle,B,54.6,43.54,27.6,C,13.2,B,7.9,C,.,.,5.9,B,B,.
02M422,2,Quest to Learn,Elisa Aragon,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M425,2,Leadership and Public Service High School,Philip Santos,HS,High School,B,58,31.98,27.3,C,12,B,8.4,C,6.8,B,3.5,C,C,B
02M427,2,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Siv Boletsis,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M429,2,Legacy School for Integrated Studies,Arleen Liquori,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,F,C
02M432,2,MURRAY HILL ACADEMY,Anita Manninen Felix,HST,High School Transfer,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M437,2,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,Nancy Amling,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M438,2,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,Gaylea Prichard-Silvers,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M439,2,Manhattan Village Academy,Hector Geager,HS,High School,A,95.8,98.92,54.1,A,19.1,A,11.6,B,8.6,A,2.43,A,A,A
02M440,2,Bayard Rustin Educational Complex,Lisa Ostrom,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M442,2,"Ballet Tech, NYC Public School for Dance",Roy Oneill,EMS,K-8,B,57.3,55.49,28,C,18.6,A,9.4,B,.,.,1.3,B,B,C
02M449,2,Vanguard High School,William Klann,HS,High School,B,62.9,49.86,26,C,11.3,C,11.3,B,5.2,B,9.14,A,B,C
02M459,2,Manhattan International High School,Gladys Rodriguez,HS,High School,A,76.5,82.66,40.5,A,9.1,C,12.5,A,6,B,8.43,A,B,A
02M460,2,Washington Irving High School,Sarah Hernandez,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,F,C
02M473,2,Washington Irving Yabc,Roger Bradley,YABC,YABC,C,50.1,.,23.4,C,7.1,C,8.9,C,5.7,B,4.96,B,B,B
02M475,2,Stuyvesant High School,Jie Zhang,HS,High School,A,83.2,91.6,45.3,A,18.4,A,9.6,C,9.8,A,0.01,A,A,A
02M489,2,High School of Economics and Finance,Michael Stanzione,HS,High School,B,68,65.31,34,B,12.2,B,10.4,B,7.8,A,3.6,B,B,C
02M500,2,Unity Center for Urban Technologies,Fausto De La Rosa,HS,High School,A,70.7,69.38,36,B,13.6,B,9.8,C,3.6,C,7.71,A,A,A
02M507,2,Urban Assembly Gateway School for Technology,April Mckoy,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M519,2,Talent Unlimited High School,Linda Hamil,HS,High School,A,74.8,78.32,39.4,A,17.1,A,10.1,B,7.7,A,0.45,A,B,A
02M520,2,Murry Bergtraum High School for Business Careers,Lottie Almonte,HS,High School,F,26.6,0.54,9.6,F,7.4,C,2,F,4.6,C,3.02,D,D,D
02M529,2,Jacqueline Kennedy Onassis High School,Edward Demeo,HS,High School,C,52.4,21.41,26.1,C,9.1,C,8.9,C,4.8,C,3.44,B,C,B
02M531,2,Repertory Company High School for Theatre Arts,Manuel Urena,HS,High School,A,77.7,84.28,42.4,A,14.9,A,11.1,B,5.6,B,3.65,A,B,A
02M533,2,Union Square Academy for Health Sciences,Bernardo Ascona,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M534,2,Harvest Collegiate High School,Catherine Burch,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M542,2,Manhattan Bridges High School,Mirza Sanchez Medina,HS,High School,A,93.4,98.37,46.2,A,15.8,A,13.1,A,7.2,A,11.03,A,A,A
02M543,2,New Design High School,Scott Conti,HS,High School,B,58.6,35.23,25.1,C,13.2,B,8.2,C,5,C,7,A,A,A
02M544,2,Independence High School,Ron Smolkin,HST,High School Transfer,C,48.7,.,18,C,4.6,C,14.7,A,4.2,B,7.13,C,C,C
02M545,2,High School for Dual Language and Asian Studies,Li Yan,HS,High School,A,93.4,98.37,46.9,A,19.6,A,11.1,B,9.2,A,6.56,A,A,A
02M546,2,Academy for Software Engineering,Seung Yu,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
02M550,2,Liberty High School Academy for Newcomers,Melodee Khristan,HST,High School Transfer,A,85.7,.,41.3,A,16.9,A,7.2,D,9.7,A,10.58,A,A,A
02M551,2,The Urban Assembly New York Harbor School,Edward Biedermann,HS,High School,B,64.9,55.83,29.9,B,10.8,C,10.4,B,5.2,B,8.63,A,A,A
02M560,2,High School M560 - City As School,Alan Cheng,HST,High School Transfer,C,48,.,11.6,F,9.9,B,12.4,B,6.1,B,7.92,C,C,B
02M565,2,Urban Academy Laboratory High School,Herb Mack,HST,High School Transfer,A,68.8,.,34.7,A,8.2,B,13.7,A,6.7,A,5.47,A,B,A
02M570,2,Satellite Academy High School,Paul Melkonian,HST,High School Transfer,A,95.5,.,52.4,A,13.1,A,14.6,A,3.5,C,11.76,A,A,F
02M575,2,Manhattan Comprehensive Night and Day High School,Michael Toise,HST,High School Transfer,A,82.7,.,36.8,A,12.2,A,12.3,B,9.3,A,12.14,A,B,A
02M580,2,Richard R. Green High School of Teaching,Nigel Pugh,HS,High School,C,51.7,18.97,24.8,C,8.3,C,9.4,C,5.1,C,4.07,B,C,C
02M586,2,Harvey Milk High School,Daphne Perrini,HST,High School Transfer,B,56.5,.,31,B,6,C,9.7,C,3.4,C,6.36,B,C,A
02M600,2,The High School of Fashion Industries,Daryl Blank,HS,High School,A,79.2,86.45,39,A,18,A,11.7,A,6.9,A,3.61,A,A,A
02M605,2,Humanities Preparatory Academy,Jeannie Ferrari,HST,High School Transfer,A,74.1,.,32.8,B,18.6,A,10.2,C,9.4,A,3.07,B,B,B
02M615,2,Chelsea Career and Technical Education High School,Brian Rosenbloom,HS,High School,B,66.7,61.79,36.5,B,10.2,C,11.3,B,3.9,C,4.81,B,B,C
02M620,2,Norman Thomas High School,Philip Martin Jr,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,F
02M625,2,High School of Graphic Communication Arts,Brendan Lyons,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,F,F,D
02M630,2,Art and Design High School,Eric Strauss,HS,High School,B,59,36.59,27.6,C,14.3,B,6.9,D,6.3,B,3.86,B,B,B
02M655,2,Life Sciences Secondary School,Genevieve Stanislaus,EMS,Middle,C,45.5,22.47,28.8,B,7.6,C,5.3,D,.,.,3.8,B,C,C
02M655,2,Life Sciences Secondary School,Genevieve Stanislaus,HS,High School,B,58.3,33.33,32,B,10.4,C,8.5,C,4,C,3.38,B,B,A
02M896,2,Lower Manhattan Community Middle School,Kelly Mcguire,EMS,Middle,A,81.4,93.26,44.5,A,18.9,A,11.4,A,.,.,6.6,B,B,C
03M009,3,P.S. 009 Sarah Anderson,Diane Brady,EMS,Elementary,A,62,78.69,32.2,B,19.6,A,8.9,B,.,.,1.3,B,A,B
03M054,3,J.H.S. 054 Booker T. Washington,Elana Elster,EMS,Middle,B,54.8,44.38,23.5,C,19.1,A,9.6,B,.,.,2.6,B,B,B
03M075,3,P.S. 075 Emily Dickinson,Robert O'brien,EMS,Elementary,B,51.2,48.69,30.7,B,12.7,B,4.9,C,.,.,2.9,C,C,C
03M076,3,P.S. 076 A. Philip Randolph,Charles Deberry,EMS,K-8,B,56.7,53.05,31.3,B,11.9,C,10.4,A,.,.,3.1,C,B,C
03M084,3,P.S. 084 Lillian Weber,Robin Sundick,EMS,Elementary,B,52.9,54.75,30.9,B,12.6,B,6.8,B,.,.,2.6,B,F,C
03M087,3,P.S. 087 William Sherman,Monica Berry,EMS,Elementary,A,64.2,81.15,38.3,A,18.8,A,2.6,C,.,.,4.5,B,B,B
03M145,3,"P.S. 145, The Bloomingdale School",Ivelisse Alvarez,EMS,Elementary,F,28.6,2.3,17.3,D,5.6,D,2.7,C,.,.,3,C,C,B
03M149,3,P.S. 149 Sojourner Truth,Barbara Darrigo,EMS,K-8,B,62.7,71.95,44.1,A,7.4,D,6.7,C,.,.,4.4,F,C,B
03M163,3,P.S. 163 Alfred E. Smith,Donny Lopez,EMS,Elementary,B,52.9,54.75,27,C,18,A,6,B,.,.,1.9,B,C,C
03M165,3,P.S. 165 Robert E. Simon,Aracelis Castellano-Folk,EMS,K-8,A,65.5,79.27,35.3,B,18.8,A,7.3,C,.,.,4.1,B,A,B
03M166,3,P.S. 166 The Richard Rodgers School of The Arts,Debra Mastriano,EMS,Elementary,B,58.3,69.51,35.3,B,17.1,A,2.7,C,.,.,3.2,B,B,D
03M180,3,P.S. 180 Hugo Newman,Peter Mcfarlane,EMS,K-8,B,53.8,42.68,30.2,B,9.8,C,10.1,B,.,.,3.7,C,B,C
03M185,3,P.S. 185 John M. Langston,Jane Murphy,EC,K-2,B,43.3,.,19.1,B,7.1,C,10.1,B,.,.,7,B,C,C
03M191,3,P.S. 191 Amsterdam,Maria Verdesoto,EMS,K-8,C,42.6,12.2,20,C,12.7,B,5.1,C,.,.,4.8,C,C,C
03M199,3,P.S. 199 Jessie Isador Straus,Katy Rosen,EMS,Elementary,A,77.2,95.57,45.3,A,21.4,A,8,B,.,.,2.5,B,A,A
03M208,3,P.S. 208 Alain L. Locke,Susan M. Green,EMS,Elementary,D,36.1,9.18,20,C,7.3,C,5.2,C,.,.,3.6,B,D,C
03M241,3,P.S. 241 Family Academy,Diana Diaz,EMS,Elementary,C,48.6,38.52,34.9,B,7.8,C,3.1,C,.,.,2.8,F,B,C
03M242,3,PS M242-Gwendolyn Powell Brown Computer School,Denise Gomez,EMS,Elementary,B,53.2,56.07,35.9,B,9.6,C,3.2,C,.,.,4.5,D,B,C
03M243,3,M.S. 243 Center School,Elaine Schwartz,EMS,Middle,B,57.6,50.84,23.9,C,18.2,A,13.1,A,.,.,2.4,A,B,B
03M245,3,M.S. M245 The Computer School,Henry Zymeck,EMS,Middle,B,57.7,51.12,22.7,C,18.6,A,11.5,A,.,.,4.9,B,B,B
03M247,3,M.S. M247 Dual Language Middle School,Claudia Aguirre,EMS,Middle,A,71.6,83.71,35.4,B,15.5,B,14,A,.,.,6.7,A,A,A
03M250,3,M.S. 250 West Side Collaborative Middle School,Jeanne Rotunda,EMS,Middle,A,75.8,88.76,40.7,A,15.7,B,13.1,A,.,.,6.3,B,B,A
03M256,3,M.S. 256 Academic & Athletic Excellence,Jeffrey S. Perl,EMS,Middle,D,33.7,6.46,17.1,C,6.2,D,5.5,D,.,.,4.8,B,B,C
03M258,3,Community Action School - MS 258,John Curry,EMS,Middle,B,63.5,63.76,31.8,B,14.6,B,12.8,A,.,.,4.3,A,A,A
03M283,3,Manhattan Theatre Lab High School,Lisa Ostrom,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,F,C
03M299,3,"High School for Arts, Imagination and Inquiry",Stephen Noonan,HS,High School,B,63.3,51.49,32.9,B,10.4,C,9.7,C,4.6,C,5.71,B,C,B
03M307,3,"Urban Assembly School for Media Studies, The",Cordelia Veve,HS,High School,B,59.1,37.13,26,C,12.7,B,11.4,B,4.1,C,4.94,B,A,A
03M333,3,P.S. 333 Manhattan School for Children,Susan Rappaport,EMS,K-8,A,63.5,76.83,34.4,B,16.7,A,7,C,.,.,5.4,C,B,C
03M334,3,The Anderson School,Jodi Hyde,EMS,K-8,A,89.6,100,48.9,A,25,A,13.6,A,.,.,2,A,A,A
03M402,3,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,Alexandra Rathmann-Noonan,HS,High School,F,29.8,1.36,18.2,D,2.4,F,3.3,F,2,F,3.83,,,
03M403,3,THE GLOBAL LEARNING COLLABORATIVE,Karla L. Chiluiza,HS,High School,C,50.8,16.26,24.1,C,5.4,F,11.7,A,4.4,C,5.2,,,
03M404,3,INNOVATION DIPLOMA PLUS,Casey Jones,HST,High School Transfer,B,65.19999999999999,.,25.9,C,11.5,A,11.9,B,5.5,B,10.42,C,,
03M415,3,Wadleigh Secondary School for the Performing & V,Tyee Chin,EMS,Middle,D,34,6.74,19,C,6.5,D,4.9,D,.,.,3.6,D,D,C
03M415,3,Wadleigh Secondary School for the Performing & Visual Arts,Tyee Chin,HS,High School,F,32.9,2.71,9.1,F,6.7,D,7.2,C,5,C,4.87,C,D,B
03M417,3,FRANK McCOURT HIGH SCHOOL,Danielle Salzberg,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
03M421,3,WEST PREP ACADEMY,Roberto Padilla,EMS,Middle,B,65.9,70.51,40.4,A,11.5,C,10.9,B,.,.,3.1,C,C,.
03M470,3,Louis D. Brandeis High School,Arleen Liquori,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
03M479,3,Beacon High School,Ruth Lacey,HS,High School,A,72.4,73.44,39.4,A,13.3,B,11.3,B,7.9,A,0.46,A,A,A
03M485,3,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Kim Bruno,HS,High School,A,80.9,88.89,45.7,A,17.9,A,8.4,C,8.6,A,0.27,A,A,A
03M492,3,"High School for Law, Advocacy and Community Justice",Doreen Conwell,HS,High School,B,66.8,62.33,29.8,B,14.8,B,10.4,B,6.8,B,5.04,A,A,A
03M494,3,High School of Arts and Technology,Anne Geiger,HS,High School,C,52.5,22.22,27,C,10.8,C,7.4,C,4,C,3.33,C,C,B
03M505,3,Edward A. Reynolds West Side High School,Jean Mctavish,HST,High School Transfer,C,50.2,.,20.9,C,6.8,C,9.5,C,4.8,B,8.2,C,C,B
03M541,3,Manhattan / Hunter Science High School,Susan Kreisman,HS,High School,A,72.6,74.25,37.5,A,11.7,B,13.4,A,8,A,1.96,A,B,B
03M859,3,Special Music School,Katherine Banucci-Smith,EMS,K-8,A,80.8,98.78,44,A,24.3,A,11.6,A,.,.,0.9,A,A,A
03M860,3,Frederick Douglass Academy II Secondary School,Osei Owusu-Afriyie,EMS,Middle,C,48.7,29.49,25.5,C,12.2,B,6.8,C,.,.,4.2,B,F,C
03M860,3,Frederick Douglass Academy II Secondary School,Osei Owusu-Afriyie,HS,High School,B,59.3,37.67,23.6,C,11.3,C,9.2,C,8.2,A,6.94,A,C,C
03M862,3,Mott Hall II,Marlon Lowe,EMS,Middle,C,48.3,28.37,15.3,D,16.1,B,11.4,A,.,.,5.5,A,A,A
04M007,4,P.S. 007 Samuel Stern,Sameer Talati,EMS,K-8,A,71.5,88.41,44.7,A,16.5,A,5.6,C,.,.,4.7,B,C,A
04M012,4,Tag Young Scholars,Janette Cesar,EMS,K-8,A,77.4,95.12,44.4,A,21.6,A,8.4,B,.,.,3,A,B,A
04M013,4,J.H.S. 013 Jackie Robinson,Jacob Michelman,EMS,Middle,,.,.,.,,.,,.,,.,.,.,D,C,C
04M037,4,River East Elementary,Don Catlin,EMS,Elementary,B,55.8,63.44,32.3,B,14.7,B,6.4,B,.,.,2.4,C,C,B
04M038,4,P.S. 38 Roberto Clemente,Norma Caraballo,EMS,Elementary,C,40.2,17.87,27.9,B,8,C,0.7,F,.,.,3.6,B,B,C
04M045,4,M.S. 45/S.T.A.R.S. Prep Academy,Alexa Sorden,EMS,Middle,,.,.,.,,.,,.,,.,.,.,D,C,C
04M050,4,P.S. 050 Vito Marcantonio,Cynthia Rochez,EMS,K-8,A,63.2,75.31,46.3,A,7.4,D,3.2,D,.,.,6.2,B,C,C
04M057,4,James Weldon Johnson,Lorraine Hasty,EMS,K-8,B,59.4,60.98,22.2,C,20.8,A,10.3,A,.,.,6.1,A,A,A
04M072,4,The Lexington Academy,Antonio Hernandez,EMS,Elementary,A,73.8,93.11,39.7,A,18.5,A,10.9,A,.,.,4.7,A,D,A
04M083,4,P.S. 083 Luis Munoz Rivera,Frances Castillo,EMS,Elementary,A,66.9,86.23,38.5,A,17.9,A,7.8,B,.,.,2.7,B,A,A
04M096,4,P.S. 096 Joseph Lanzetta,Betty Lugo,EMS,K-8,C,43.7,14.63,29.7,B,5.4,D,3.8,D,.,.,4.8,C,B,C
04M102,4,P.S. 102 Jacques Cartier,Sandra Gittens,EMS,Elementary,C,43.8,27.7,24.7,C,8.5,C,7.6,B,.,.,3,B,B,A
04M108,4,P.S. 108 Assemblyman Angelo Del Toro Educational,Gryssele Machicote,EMS,K-8,B,56.1,50.61,29.2,B,13,B,10.2,B,.,.,3.7,C,A,B
04M112,4,P.S. 112 Jose Celso Barbosa,Eileen Reiter,EC,K-2,B,46.2,.,17.7,B,13.4,B,8.5,B,.,.,6.6,B,A,B
04M146,4,P.S. 146 Ann M. Short,Mona Silfen,EMS,Elementary,A,61.3,77.05,45.3,A,5.9,D,3.4,C,.,.,6.7,B,A,C
04M155,4,P.S. 155 William Paca,Lillian Raimundi Ortiz,EMS,Elementary,B,59.8,73.93,36.4,A,11.3,B,6.9,B,.,.,5.1,C,B,B
04M171,4,P.S. 171 Patrick Henry,Dimitres Pantelidis,EMS,K-8,A,67.5,82.93,32,B,20.1,A,11.1,A,.,.,4.2,A,B,A
04M182,4,The Bilingual Bicultural School,Andrea Hernandez,EMS,Elementary,B,49.2,41.97,21.9,C,16.7,A,8.3,B,.,.,2.3,A,B,A
04M206,4,P.S. 206 Jose Celso Barbosa,Camille Forbes,EMS,Elementary,A,75.3,93.29,39,A,18.4,A,12,A,.,.,5.8,B,D,C
04M206,4,P.S. 206 Jose Celso Barbosa,Camille Forbes,EMS,K-8,A,75.3,93.29,39,A,18.4,A,12,A,.,.,5.8,,,
