DBN,School Name,School Type,"Total Parent Response Rate (%)",Total Teacher Response Rate (%),Total Student Response Rate (%),Total Academic Expectations Score,Total Communication Score,Total Engagement Score,Total Safety and Respect Score
01M015,P.S. 015 Roberto Clemente,ES,66,100,N/A,8.3,8.3,8.1,8.4
01M019,P.S. 019 Asher Levy,ES,96,97,N/A,8.7,8.8,8.5,8.6
01M020,P.S. 020 Anna Silver,ES,71,79,N/A,7.9,7.6,7.7,8.1
01M034,P.S. 034 Franklin D. Roosevelt,ES/MS,40,88,94,8.1,8.1,7.7,7.5
01M063,The STAR Academy – P.S.63,ES,70,100,N/A,8.0,7.7,7.4,8.2
01M064,P.S. 064 Robert Simon,ES,78,85,N/A,8.8,8.9,8.8,9.0
01M110,P.S. 110 Florence Nightingale,ES,86,94,N/A,7.3,7.0,7.0,7.8
01M134,P.S. 134 Henrietta Szold,ES,29,74,N/A,6.7,6.7,6.5,7.5
01M137,P.S. 137 John L. Bernstein,ES,74,79,N/A,8.1,7.7,7.4,7.7
01M140,P.S. 140 Nathan Straus,ES/MS,41,85,96,8.1,8.0,7.5,7.8
01M142,P.S. 142 Amalia Castro,ES,90,100,N/A,8.3,8.0,8.0,8.2
01M184,P.S. 184m Shuang Wen,ES/MS,65,68,100,7.4,6.9,6.6,7.5
01M188,P.S. 188 The Island School,ES/MS,59,61,81,9.3,9.4,9.3,9.3
01M292,Henry Street School for International Studies,MS/HS,48,94,74,8.1,8.3,7.9,7.9
01M301,"Technology, Arts, and Sciences Studio",MS,39,100,92,7.9,8.3,7.6,7.6
01M315,The East Village Community School,ES,64,86,N/A,8.6,8.7,8.8,8.7
01M332,University Neighborhood Middle School,MS,91,100,99,8.6,8.9,8.5,8.5
01M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",MS,53,71,97,7.7,7.5,7.2,7.4
01M361,The Children's Workshop School,ES,31,36,N/A,8.3,8.9,8.7,8.9
01M363,Neighborhood School,ES,62,96,N/A,8.1,8.0,8.3,8.6
01M364,Earth School,ES,58,87,N/A,9.0,9.0,9.0,9.1
01M378,School for Global Leaders,MS,71,96,93,8.6,7.9,7.8,8.4
01M448,University Neighborhood High School,HS,26,86,79,8.1,7.7,7.3,8.0
01M450,East Side Community School,MS/HS,33,92,75,8.7,8.8,8.5,8.6
01M458,Forsyth Satellite Academy,HST,20,92,70,8.0,7.8,7.6,7.9
01M509,Marta Valle High School,HS,10,75,46,6.9,6.3,6.4,6.8
01M515,Lower East Side Preparatory High School,HST,64,100,96,8.5,8.3,8.2,8.6
01M539,"New Explorations into Science, Technology and Math High School",ES/MS/HS,46,57,96,7.9,6.7,6.8,8.0
01M650,Cascades High School,HST,30,100,87,8.8,8.8,8.4,8.6
01M696,Bard High School Early College,HS,50,57,91,8.3,8.3,8.2,8.5
01M839,Tompkins Square Middle School,MS,40,69,98,8.4,8.0,7.8,8.3
02M001,P.S. 001 Alfred E. Smith,ES,57,78,N/A,7.6,6.5,7.0,7.2
02M002,P.S. 002 Meyer London,ES,95,80,N/A,8.0,7.8,7.6,8.2
02M003,P.S. 003 Charrette School,ES,74,94,N/A,8.9,9.0,9.0,8.9
02M006,P.S. 006 Lillie D. Blake,ES,65,88,N/A,8.8,8.3,8.5,8.8
02M011,P.S. 011 William T. Harris,ES,55,89,N/A,8.7,8.7,8.7,8.8
02M033,P.S. 033 Chelsea Prep,ES,83,92,N/A,9.0,8.7,8.9,9.0
02M040,P.S. 040 Augustus Saint-Gaudens,ES,41,63,N/A,8.2,8.6,8.5,8.8
02M041,P.S. 041 Greenwich Village,ES,73,96,N/A,9.0,9.1,9.0,9.2
02M042,P.S. 042 Benjamin Altman,ES,91,93,N/A,8.4,8.6,8.3,8.7
02M047,47 The American Sign Language and English Secondary School,HS,40,90,95,8.0,7.8,7.4,8.3
02M051,P.S. 051 Elias Howe,ES,81,96,N/A,8.7,8.8,8.5,8.8
02M059,P.S. 059 Beekman Hill International,ES,63,76,N/A,9.0,8.5,8.8,9.1
02M077,P.S. 77 Lower Lab School,ES,86,95,N/A,8.8,8.9,8.7,8.8
02M089,P.S. 89,ES,68,73,N/A,8.6,8.3,8.4,9.0
02M104,J.H.S. 104 Simon Baruch,MS,86,100,97,8.0,7.6,7.4,7.5
02M111,P.S. 111 Adolph S. Ochs,ES/MS,22,33,93,7.2,7.0,6.9,7.1
02M114,East Side Middle School,MS,64,100,100,8.9,8.7,8.6,9.0
02M116,P.S. 116 Mary Lindley Murray,ES,52,89,N/A,8.3,8.4,8.3,8.5
02M124,P.S. 124 Yung Wing,ES,100,77,N/A,7.5,7.2,7.0,8.1
02M126,P.S. 126 Jacob August Riis,ES/MS,45,85,96,8.1,8.1,8.0,8.1
02M130,P.S. 130 Hernando De Soto,ES,81,96,N/A,8.9,9.0,8.6,9.0
02M131,M.S. 131,MS,64,34,94,7.9,7.5,7.2,7.8
02M150,P.S. 150,ES,53,92,N/A,8.3,7.7,7.9,8.5
02M151,Yorkville Community School,ECC,56,92,N/A,8.7,8.8,8.7,9.1
02M158,P.S. 158 Bayard Taylor,ES,54,71,N/A,8.1,7.7,7.6,8.1
02M167,J.H.S. 167 Robert F. Wagner,MS,64,62,94,8.0,7.8,7.4,8.0
02M183,P.S. 183 Robert L. Stevenson,ES,61,90,N/A,8.1,7.8,8.1,8.4
02M198,P.S. 198 Isador E. Ida Straus,ES,92,67,N/A,7.4,6.6,6.5,6.9
02M212,P.S. 212 Midtown West,ES,94,82,N/A,9.1,9.1,9.1,9.0
02M217,P.S./I.S. 217 Roosevelt Island,ES/MS,56,86,98,8.3,7.8,7.8,8.4
02M225,Ella Baker School,ES/MS,41,82,83,8.3,8.2,8.0,8.5
02M234,P.S. 234 Independence School,ES,71,84,N/A,8.4,8.0,8.4,9.0
02M255,M.S. 255 Salk School of Science,MS,53,92,99,8.8,8.7,8.7,8.9
02M260,M.S. 260 Clinton School Writers & Artists,MS,40,100,94,8.3,8.3,8.1,8.5
02M267,"East Side Elementary School, PS 267",ECC,73,100,N/A,9.1,8.9,9.0,9.2
02M276,BATTERY PARK CITY SCHOOL,ES/MS,64,100,96,8.4,8.5,8.2,8.6
02M288,Food and Finance High School,HS,27,97,79,8.0,7.8,7.5,7.5
02M289,I.S. 289,MS,63,74,98,8.4,8.2,8.1,8.6
02M290,P.S. 290 Manhattan New School,ES,62,83,N/A,9.2,9.2,9.1,9.2
02M294,Essex Street Academy,HS,15,93,74,8.4,8.7,8.3,8.4
02M296,High School of Hospitality Management,HS,37,100,72,8.2,8.2,7.7,8.0
02M298,Pace High School,HS,83,100,100,7.8,7.7,7.4,7.4
02M300,"Urban Assembly School of Design and Construction, The",HS,21,96,79,7.9,7.7,7.3,7.6
02M303,"Facing History School, The",HS,49,89,81,8.2,8.3,7.8,7.7
02M305,"Urban Assembly Academy of Government and Law, The",HS,13,100,92,7.7,7.3,6.9,7.4
02M308,Lower Manhattan Arts Academy,HS,16,91,70,8.1,8.2,7.7,7.9
02M312,New York City Lab Middle School for Collaborative Studies,MS,64,94,99,8.3,8.1,8.0,8.5
02M313,"James Baldwin School, The: A School for Expeditionary Learning",HST,35,100,82,8.3,8.3,7.8,7.8
02M316,"Urban Assembly School of Business for Young Women, the",HS,62,72,80,7.7,7.6,7.1,7.4
02M343,The Peck Slip School,ECC,90,100,N/A,8.7,9.4,9.3,9.4
02M347,The 47 American Sign Language & English Lower School,ES/MS,30,84,94,7.4,6.9,6.8,7.4
02M374,Gramercy Arts High School,HS,70,82,95,7.8,7.5,7.4,7.5
02M376,NYC iSchool,HS,41,100,70,8.1,8.3,7.9,8.5
02M392,MANHATTAN BUSINESS ACADEMY,HS,43,97,82,7.9,7.8,7.3,7.8
02M393,BUSINESS OF SPORTS SCHOOL,HS,34,100,65,8.0,7.8,7.4,7.3
02M394,EMMA LAZARUS HIGH SCHOOL,HST,95,100,96,8.6,8.2,7.9,9.1
02M397,SPRUCE STREET SCHOOL,ECC,68,83,N/A,7.4,7.1,7.1,8.5
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,HS,6,61,47,7.2,6.7,6.6,7.4
02M400,High School for Environmental Studies,HS,10,99,74,8.1,7.7,7.5,7.6
02M407,Institute for Collaborative Education,MS/HS,26,88,89,8.7,8.9,8.7,8.6
02M408,Professional Performing Arts High School,MS/HS,32,96,88,7.8,7.7,7.6,7.8
02M411,Baruch College Campus High School,HS,25,36,94,8.0,7.1,6.9,8.1
02M412,N.Y.C. Lab School for Collaborative Studies,HS,33,68,91,8.4,8.3,8.1,8.3
02M413,School of the Future High School,MS/HS,65,63,94,8.0,7.6,7.4,7.9
02M414,N.Y.C. Museum School,HS,19,52,99,7.2,6.4,6.3,7.8
02M416,Eleanor Roosevelt High School,HS,53,93,97,8.6,8.1,8.0,8.6
02M418,Millennium High School,HS,37,100,98,8.4,8.1,7.9,8.7
02M419,Landmark High School,HS,46,100,69,7.8,7.7,7.2,7.5
02M420,High School for Health Professions and Human Services,HS,42,99,91,8.0,7.8,7.4,7.8
02M422,Quest to Learn,MS/HS,69,96,93,7.8,7.5,7.5,7.6
02M425,Leadership and Public Service High School,HS,12,68,50,7.9,7.6,7.4,7.7
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,HS,28,96,87,8.5,8.8,8.5,8.5
02M429,Legacy School for Integrated Studies,HS,5,73,57,7.6,7.5,6.6,6.7
02M432,MURRAY HILL ACADEMY,HST,62,100,97,8.2,8.0,7.5,7.9
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,HS,47,88,77,7.7,7.7,7.2,7.9
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,HS,13,74,88,8.6,8.5,8.1,8.3
02M439,Manhattan Village Academy,HS,53,78,99,8.1,7.1,6.9,8.5
02M442,"Ballet Tech, NYC Public School for Dance",ES/MS,61,89,100,8.5,8.4,8.0,8.6
02M449,Vanguard High School,HS,34,94,84,8.3,8.3,7.9,8.0
02M459,Manhattan International High School,HS,70,90,93,8.3,8.3,7.9,8.5
02M460,Washington Irving High School,HS,14,62,74,7.4,7.5,7.0,6.8
02M473,Washington Irving Yabc,YABC,12,76,63,8.4,8.3,8.0,8.3
02M475,Stuyvesant High School,HS,49,94,96,8.1,7.3,7.5,8.1
02M489,High School of Economics and Finance,HS,42,96,89,8.1,8.1,7.6,8.2
02M500,Unity Center for Urban Technologies,HS,65,100,67,7.7,8.0,7.4,7.7
02M507,Urban Assembly Gateway School for Technology,HS,40,100,92,8.5,8.5,8.1,8.3
02M519,Talent Unlimited High School,HS,49,96,94,8.1,7.6,7.6,8.0
02M520,Murry Bergtraum High School for Business Careers,HS,9,95,49,6.5,5.9,5.9,6.1
02M527,PS 527 - East Side School for Social Action,ECC,95,100,N/A,9.5,9.7,9.6,9.6
02M529,Jacqueline Kennedy Onassis High School,HS,13,58,77,8.0,7.9,7.4,8.0
02M531,Repertory Company High School for Theatre Arts,HS,48,92,85,8.2,8.1,7.5,7.9
02M533,Union Square Academy for Health Sciences,HS,57,100,87,9.3,9.2,8.7,8.9
02M534,Harvest Collegiate High School,HS,62,90,95,8.7,8.8,8.5,8.7
02M542,Manhattan Bridges High School,HS,52,95,77,8.7,8.6,8.2,8.6
02M543,New Design High School,HS,3,88,31,7.7,7.4,7.2,7.7
02M544,Independence High School,HST,19,91,31,9.1,8.8,8.8,9.0
02M545,High School for Dual Language and Asian Studies,HS,47,54,93,7.8,7.5,7.1,8.3
02M546,Academy for Software Engineering,HS,54,100,94,8.8,9.0,8.3,8.3
02M550,Liberty High School Academy for Newcomers,HST,59,79,93,8.1,7.6,7.4,8.0
02M551,Urban Assembly New York Harbor School,HS,20,89,87,7.7,7.6,7.4,7.9
02M560,High School M560 - City As School,HST,17,92,56,8.7,8.4,8.5,8.8
02M565,Urban Academy Laboratory High School,HST,18,100,68,8.9,9.1,8.9,9.0
02M570,Satellite Academy High School,HST,14,100,75,9.0,9.3,9.0,9.2
02M575,Manhattan Comprehensive Night and Day High School,HST,19,86,78,8.7,8.5,8.4,8.8
02M580,Richard R. Green High School of Teaching,HS,26,95,76,7.7,7.4,7.1,7.5
02M586,Harvey Milk High School,HST,32,100,92,8.3,8.6,7.6,8.0
02M600,The High School of Fashion Industries,HS,27,76,92,8.2,8.0,7.8,7.9
02M605,Humanities Preparatory Academy,HST,42,100,81,8.4,8.5,8.1,8.2
02M615,Chelsea Career and Technical Education High School,HS,29,82,95,8.2,8.0,7.4,8.1
02M620,Norman Thomas High School,HS,20,100,64,7.0,6.9,6.8,7.3
02M625,High School of Graphic Communication Arts,HS,10,68,54,6.3,5.8,5.5,5.9
02M630,Art and Design High School,HS,22,41,54,7.4,6.8,6.8,7.6
02M655,Life Sciences Secondary School,MS/HS,15,62,48,7.7,7.7,7.1,7.1
02M896,Lower Manhattan Community Middle School,MS,36,83,95,8.3,8.3,8.2,8.3
03M009,P.S. 009 Sarah Anderson,ES,79,100,N/A,8.8,8.6,8.4,9.0
03M054,J.H.S. 054 Booker T. Washington,MS,68,84,97,8.5,8.5,8.0,8.1
03M075,P.S. 075 Emily Dickinson,ES,47,93,N/A,8.2,7.9,8.1,8.1
03M076,P.S. 076 A. Philip Randolph,ES/MS,61,92,93,9.0,8.9,8.6,8.6
03M084,P.S. 084 Lillian Weber,ES,55,78,N/A,8.4,8.3,8.3,8.5
03M087,P.S. 087 William Sherman,ES,40,45,N/A,7.4,6.5,7.4,7.8
03M145,"P.S. 145, The Bloomingdale School",ES,53,78,N/A,7.6,7.6,7.7,8.1
03M149,P.S. 149 Sojourner Truth,ES/MS,53,73,90,7.8,7.7,7.4,7.3
03M163,P.S. 163 Alfred E. Smith,ES,38,82,N/A,8.2,8.0,8.1,8.3
03M165,P.S. 165 Robert E. Simon,ES/MS,67,85,90,8.2,7.6,7.7,8.1
03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,ES,74,90,N/A,7.8,7.0,7.4,8.3
03M180,P.S. 180 Hugo Newman,ES/MS,65,98,100,8.5,8.6,8.2,8.4
03M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,ECC,100,100,N/A,8.7,8.6,8.6,8.7
03M191,P.S. 191 Amsterdam,ES/MS,91,95,98,7.5,7.2,6.7,6.6
03M199,P.S. 199 Jessie Isador Straus,ES,37,34,N/A,8.6,8.4,8.5,8.8
03M208,P.S. 208 Alain L. Locke,ES,88,100,N/A,8.1,8.0,7.8,8.0
03M241,STEM Institute of Manhattan,ES,66,82,N/A,6.9,6.1,6.7,7.3
03M242,P.S. 242 - The Young Diplomats Magnet Academy,ES,43,86,N/A,7.7,7.6,7.6,7.9
03M243,M.S. 243 Center School,MS,92,100,99,8.9,9.0,8.9,9.1
03M245,M.S. M245 The Computer School,MS,43,96,95,8.4,8.1,8.1,8.4
03M247,M.S. M247 Dual Language Middle School,MS,68,70,99,9.1,8.9,8.5,9.3
03M250,M.S. 250 West Side Collaborative Middle School,MS,64,94,94,8.9,8.8,8.5,8.7
03M256,M.S. 256 Academic & Athletic Excellence,MS,95,94,94,7.6,7.5,7.1,7.5
03M258,Community Action School - MS 258,MS,40,95,96,8.7,8.6,8.2,8.4
03M283,Manhattan Theatre Lab High School,HS,8,71,53,6.6,6.6,5.9,6.4
03M299,"High School for Arts, Imagination and Inquiry",HS,24,100,77,7.7,7.7,7.3,7.5
03M307,"Urban Assembly School for Media Studies, The",HS,23,96,90,8.2,8.1,7.7,7.8
03M333,P.S. 333 Manhattan School for Children,ES/MS,66,69,93,8.1,7.7,7.9,8.3
03M334,The Anderson School,ES/MS,83,93,98,9.0,8.9,8.8,9.0
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,HS,21,94,57,6.4,6.1,6.0,6.2
03M403,THE GLOBAL LEARNING COLLABORATIVE,HS,18,74,77,8.1,8.3,7.9,7.9
03M404,INNOVATION DIPLOMA PLUS,HST,49,100,47,8.6,8.7,8.3,8.5
03M415,Wadleigh Secondary School for the Performing & Visual Arts,MS/HS,45,85,60,7.5,7.1,7.0,7.2
03M417,FRANK McCOURT HIGH SCHOOL,HS,43,96,96,8.2,8.2,7.7,8.1
03M421,WEST PREP ACADEMY,MS,92,93,96,8.3,8.4,8.1,7.8
03M452,P.S. 452,ECC,76,100,N/A,9.2,9.4,9.2,9.3
03M479,Beacon High School,HS,34,84,83,8.4,7.8,8.0,8.3
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,HS,36,50,89,7.7,7.1,7.4,8.0
07X030,P.S. 030 Wilton,ES,97,81,N/A,8.4,8.2,8.2,8.0
03M492,"High School for Law, Advocacy and Community Justice",HS,68,93,79,7.8,7.8,7.4,7.4
03M494,High School of Arts and Technology,HS,31,68,69,7.4,7.3,7.1,7.3
03M505,Edward A. Reynolds West Side High School,HST,12,93,46,8.3,7.8,8.0,8.3
03M541,Manhattan / Hunter Science High School,HS,30,93,87,8.6,8.5,8.2,8.7
03M859,Special Music School,ES/MS,76,100,100,8.9,8.8,8.6,9.0
03M860,Frederick Douglass Academy II Secondary School,MS/HS,20,86,80,7.4,7.7,6.9,7.1
03M862,Mott Hall II,MS,87,68,98,8.3,8.2,7.9,8.3
04M007,P.S. 007 Samuel Stern,ES/MS,50,77,95,7.7,7.5,7.2,7.2
04M012,Tag Young Scholars,ES/MS,88,100,99,8.3,7.7,7.5,8.2
04M013,J.H.S. 013 Jackie Robinson,MS,10,91,1,6.6,6.7,6.4,7.2
04M037,River East Elementary,ES,85,96,N/A,7.9,6.9,7.8,8.6
04M038,P.S. 38 Roberto Clemente,ES,39,93,N/A,7.5,7.0,7.0,7.5
04M045,M.S. 45/S.T.A.R.S. Prep Academy,MS,47,94,99,8.4,8.3,7.6,7.8
04M050,P.S. 050 Vito Marcantonio,ES/MS,34,89,92,7.5,7.2,6.8,6.8
04M057,James Weldon Johnson,ES/MS,45,90,93,8.2,8.3,7.9,7.8
04M072,The Lexington Academy,ES,68,92,N/A,9.0,8.8,8.7,9.0
04M083,P.S. 083 Luis Munoz Rivera,ES,73,100,N/A,8.4,8.6,8.4,8.4
04M096,P.S. 096 Joseph Lanzetta,ES/MS,57,80,92,7.4,7.4,6.8,6.6
04M102,P.S. 102 Jacques Cartier,ES,87,97,N/A,8.4,8.3,8.2,8.3
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,ES/MS,66,90,94,8.3,8.3,7.9,8.1
04M112,P.S. 112 Jose Celso Barbosa,ECC,89,98,N/A,8.6,8.6,8.4,8.5
04M146,P.S. 146 Ann M. Short,ES,45,87,N/A,7.6,7.1,7.3,8.3
04M155,P.S. 155 William Paca,ES,79,97,N/A,8.1,8.0,7.9,8.0
04M171,P.S. 171 Patrick Henry,ES/MS,100,96,98,8.6,8.5,8.3,8.6
04M182,The Bilingual Bicultural School,ES,83,80,N/A,8.5,8.7,8.4,8.5
04M206,P.S. 206 Jose Celso Barbosa,ES/MS,86,100,100,8.3,8.3,8.0,8.2
04M224,M.S. 224 Manhattan East School for Arts & Academics,MS,46,81,96,8.4,8.3,8.1,7.8
04M372,ESPERANZA PREPARATORY ACADEMY,MS/HS,79,100,98,8.5,8.4,8.1,8.2
04M375,Mosaic Preparatory Academy,ES,80,96,N/A,8.7,8.4,8.4,8.5
04M377,Renaissance School of the Arts,MS,92,80,98,8.5,8.3,8.1,7.9
04M381,Global Neighborhood Secondary School,MS,61,100,97,8.5,8.3,8.0,7.8
04M406,GLOBAL TECHNOLOGY PREPARATORY,MS,37,100,95,9.1,9.2,8.8,8.4
04M409,Coalition School for Social Change,HS,16,93,73,7.9,7.9,7.5,7.9
04M435,Manhattan Center for Science and Mathematics,HS,43,91,90,7.9,7.4,7.4,7.7
04M495,Park East High School,HS,81,100,90,8.3,8.0,7.7,8.3
04M497,Central Park East I,ES,70,93,N/A,9.0,7.4,8.9,9.2
04M555,Central Park East High School,HS,20,100,92,8.5,8.3,7.9,8.4
04M610,Young Women's Leadership School,MS/HS,63,100,93,8.8,8.6,8.2,8.7
04M635,Academy of Environmental Science Secondary High School,HS,87,100,94,8.0,8.1,7.4,7.9
04M680,"Heritage School, The",HS,68,100,91,7.3,7.2,6.6,7.0
04M825,Isaac Newton Middle School for Math & Science,MS,22,96,97,8.4,8.5,8.0,7.8
04M964,Central Park East II,ES,72,90,N/A,9.1,9.1,9.3,9.2
05M030,P.S. 030 Hernandez/Hughes,ES,83,100,N/A,8.4,8.3,8.3,8.4
05M036,P.S. 036 Margaret Douglas,ES,79,78,N/A,8.0,8.4,7.9,8.1
05M046,P.S. 046 Arthur Tappan,ES/MS,72,88,87,8.2,8.2,7.8,7.5
05M092,P.S. 092 Mary McLeod Bethune,ES,100,100,N/A,8.6,8.6,8.4,8.3
05M123,P.S. 123 Mahalia Jackson,ES/MS,32,62,74,8.0,8.1,7.7,7.5
05M125,P.S. 125 Ralph Bunche,ES,67,96,N/A,8.1,8.4,7.9,8.3
05M129,P.S. 129 John H. Finley,ES/MS,22,50,78,7.8,7.7,7.4,7.3
05M133,P.S. 133 Fred R Moore,ES,69,85,N/A,8.2,8.5,7.9,8.0
05M154,P.S. 154 Harriet Tubman,ES,73,82,N/A,7.8,7.4,7.4,8.0
05M161,P.S. 161 Pedro Albizu Campos,ES/MS,48,81,90,8.2,8.2,7.9,7.6
05M175,P.S. 175 Henry H Garnet,ES,66,85,N/A,7.7,7.0,7.5,7.6
05M194,P.S. 194 Countee Cullen,ES,69,79,N/A,7.5,7.2,7.3,7.5
05M195,I.S. 195 Roberto Clemente,MS,70,59,77,7.6,7.4,7.2,6.9
05M197,P.S. 197 John B. Russwurm,ES,58,66,N/A,8.6,8.7,8.6,8.7
05M200,P.S. 200- The James Mccune Smith School,ES,68,82,N/A,7.7,7.2,7.2,7.6
05M285,Harlem Renaissance High School,HST,21,100,69,8.5,8.4,8.0,8.2
05M286,I.S. M286 Renaissance Leadership Academy,MS,64,64,94,8.5,8.5,8.3,8.5
05M302,KAPPA IV,MS,49,57,98,7.4,7.5,7.0,6.6
05M304,Mott Hall High School,HS,82,100,97,7.7,7.5,7.2,7.3
05M318,Thurgood Marshall Academy Lower School,ES,74,80,N/A,8.3,8.2,8.0,8.4
05M362,Columbia Secondary School,MS/HS,26,57,76,8.0,8.1,7.9,8.1
05M367,Academy for Social Action: A College Board School,MS/HS,18,63,50,7.0,6.6,6.3,6.1
05M369,Urban Assembly School for the Performing Arts,HS,15,72,52,7.6,7.5,6.9,7.4
05M410,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,MS,50,100,89,8.5,8.8,8.2,7.8
05M469,Choir Academy of Harlem,MS/HS,27,96,81,6.9,7.1,6.5,6.2
05M499,Frederick Douglass Academy,MS/HS,8,52,77,7.9,7.8,7.5,7.3
05M514,New Design Middle School,MS,24,88,76,8.2,8.3,7.9,7.9
05M517,Teachers College Community School,ECC,82,100,N/A,9.0,9.2,8.8,9.0
05M670,Thurgood Marshall Academy for Learning and Social Change,MS/HS,33,71,70,7.9,7.8,7.6,7.6
05M685,Bread & Roses Integrated Arts High School,HS,27,89,79,7.4,7.4,7.1,7.0
05M692,"High School for Mathematics, Science and Engineering at City College",HS,36,91,84,8.8,8.5,8.1,8.8
06M004,P.S. 004 Duke Ellington,ES,32,85,N/A,8.2,8.1,8.0,8.4
06M005,P.S. 005 Ellen Lurie,ES,78,86,N/A,8.3,8.2,8.2,8.1
06M008,P.S. 008 Luis Belliard,ES,84,98,N/A,8.6,8.4,8.2,8.5
06M018,P.S. 018 Park Terrace,ES/MS,76,94,100,8.6,8.4,8.2,8.4
06M028,P.S. 028 Wright Brothers,ES,80,100,N/A,8.7,8.8,8.4,8.6
06M048,P.S. 048 P.O. Michael J. Buczek,ES,62,77,N/A,8.4,8.1,8.1,8.5
06M052,J.H.S. 052 Inwood,MS,63,78,98,8.7,8.6,8.4,8.3
06M098,P.S. 098 Shorac Kappock,ES,46,96,N/A,7.5,7.5,7.4,8.1
06M115,P.S. 115 Alexander Humboldt,ES,79,85,N/A,7.8,7.3,7.5,8.3
06M128,P.S. 128 Audubon,ES,57,86,N/A,8.5,8.5,8.4,8.6
06M132,P.S. 132 Juan Pablo Duarte,ES,62,89,N/A,7.7,7.5,7.6,7.7
06M143,J.H.S. 143 Eleanor Roosevelt,MS,86,95,98,8.1,8.0,7.6,7.7
06M152,P.S. 152 Dyckman Valley,ES,80,67,N/A,7.4,7.3,7.2,7.8
06M153,P.S. 153 Adam Clayton Powell,ES,87,92,N/A,8.7,8.5,8.5,8.8
06M173,P.S. 173,ES,69,48,N/A,7.2,6.3,6.5,7.7
06M178,Professor Juan Bosch Public School,ECC,100,93,N/A,8.8,9.1,8.9,9.3
06M187,P.S./I.S. 187 Hudson Cliffs,ES/MS,79,88,99,7.9,7.7,7.4,8.1
06M189,P.S. 189,ES,60,90,N/A,8.3,8.2,8.1,8.4
06M192,P.S. 192 Jacob H. Schiff,ES,55,82,N/A,7.4,6.6,7.2,8.2
06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,ES/MS,70,95,99,8.4,8.4,8.1,8.5
06M218,I.S. 218 Salome Urena,MS,66,61,87,7.7,7.5,7.4,7.4
06M223,The Mott Hall School,MS,75,95,99,7.9,7.3,7.1,7.5
06M278,PS/MS 278-Paula Hedbavny School,ES/MS,93,100,100,8.6,8.6,8.3,8.8
06M293,City College Academy of the Arts,MS/HS,44,66,90,8.7,8.6,8.2,8.6
06M311,Amistad Dual Language School,ES/MS,65,94,100,8.7,8.5,8.3,8.6
06M314,Muscota,ES,56,100,N/A,8.8,8.7,8.8,9.1
06M319,M.S. 319 - Maria Teresa,MS,97,89,98,8.8,8.6,8.4,8.7
06M322,Middle School 322,MS,100,95,95,8.1,8.1,8.0,7.5
06M324,M.S. 324 - Patria Mirabal,MS,95,97,99,9.0,8.9,8.7,8.7
06M325,P.S. 325,ES,84,70,N/A,7.5,7.2,7.2,7.7
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,MS,29,64,86,8.1,7.4,7.2,7.1
06M328,M.S. 328 - Manhattan Middle School for Scientific Inquiry,MS,84,100,87,8.7,8.7,8.4,8.2
06M346,Community Health Academy of the Heights,MS/HS,68,91,88,8.7,8.6,8.2,8.7
06M348,Washington Heights Expeditionary Learning School,MS/HS,49,83,90,8.6,8.5,7.9,8.6
06M349,Harbor Heights,MS,100,92,100,8.2,7.6,7.9,8.2
06M366,Washington Heights Academy,ES,81,73,N/A,8.4,7.7,7.9,8.3
06M368,Hamilton Heights School,ES,77,76,N/A,7.5,5.5,6.6,8.1
06M423,High School for Excellence and Innovation,HST,61,100,77,8.3,8.4,8.2,8.3
06M457,George Washington Yabc,YABC,23,50,78,9.1,9.0,8.8,8.6
06M462,The College Academy,HS,52,97,78,8.1,8.2,7.8,7.9
06M463,High School for Media and Communications,HS,45,83,72,7.8,7.7,7.5,7.7
06M467,High School for Law and Public Service,HS,41,86,72,8.2,8.2,7.8,7.7
06M468,High School for Health Careers and Sciences,HS,42,100,84,7.8,7.9,7.5,7.4
06M513,Castle Bridge School,ECC,76,100,N/A,8.5,8.9,9.0,9.3
06M528,I.S. 528 Bea Fuller Rodgers School,MS,80,89,98,8.3,8.7,8.2,7.9
06M540,A. Philip Randolph Campus High School,HS,15,94,25,8.6,8.6,8.3,8.2
06M552,Gregorio Luperon High School for Science and Mathematics,HS,51,74,94,8.5,8.4,8.3,8.7
07X001,P.S. 001 Courtlandt School,ES,85,89,N/A,8.1,8.0,7.9,8.2
07X005,PS 5 Port Morris,ES,44,87,90,8.6,8.4,8.2,8.2
07X018,P.S. 018 John Peter Zenger,ES,100,82,N/A,7.9,7.5,7.6,7.7
07X025,P.S. 025 Bilingual School,ES,45,82,N/A,8.7,8.8,8.4,8.8
