CONSOLIDATION,POLLING PLACE,POLLING PLACE STREET,POLLING PLACE CITY,POLLING PLACE ZIP,POLL TYPE,PRECINCT
900-2283A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-1018B
751-0001A,COMMUNITY YOUTH FOUNDATION,4828 CRENSHAW BLVD,LOS ANGELES,90043,SC-PR,751-0002B
900-1291A,PALMS WESTMINSTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1291C
900-5310A,FIRE STATION #61,5821 W 003RD ST,LOS ANGELES,90036,MISCP,900-5310C
900-0283A,HOLY TABERNACLE BAPTIST CHR,2312 W FLORENCE AVE,LOS ANGELES,90043,CHUR1,900-0283A
900-1246A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,900-1246C
900-2345A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2348D
900-2077A,CAMINO AL CIELO,1501 W MARTIN L KING JR BLVD,LOS ANGELES,90062,CHUR1,900-2435A
900-1525A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-1525A
900-2279A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2279E
900-7230A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-7230C
900-2299A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1172A
900-2333B,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2333D
900-0533A,VAN NESS PARK RECREATION CTR,5720 002ND AVE,LOS ANGELES,90043,LACPR,900-0564B
900-7168B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2508B
751-0008A,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0008D
900-5303A,AROMA OF JESUS MISSION CHURCH,4323 W PICO BLVD,LOS ANGELES,90019,CHUR1,900-5303C
900-2265B,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2265B
900-1782B,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-1782H
900-2219A,COMMUNITY UNITED PRESB CHR,7501 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,900-2484A
900-0282A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-0282B
900-1492A,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1492D
900-0006A,RESIDENCE,78 FREMONT PL,LOS ANGELES,90005,RES,900-0006B
900-0554A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-0554A
900-1730B,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1730C
900-0554A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-0554C
900-2250A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-0609F
900-1457A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1457D
900-2207A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-2207D
900-2087B,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2087D
900-1727A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1427E
900-1111A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1111C
900-2086A,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-2860A
900-1784A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1806C
250-0008A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0008A
250-0005A,ROWLEY PARK,13220 VAN NESS AVE,GARDENA,90249,CITYO,250-0005A
900-1729A,SOUTH SEAS HOUSE,2301 W 024TH ST,LOS ANGELES,90018,LACPR,900-1729C
900-5414A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-5414B
250-0001A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0001A
900-2252A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2262A
900-3969C,ST ANDREWS BAPTIST CHURCH,1776 W 036TH PL,LOS ANGELES,90018,CHUR1,900-1779A
900-2252A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2252C
900-2252A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-0609A
900-1532A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1532E
900-2900A,CENTURY PK EAST APARTMENTS ,2170 CENTURY PARK E,LOS ANGELES,90067,APTBL,900-1247A
900-2262B,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-1986B
900-3210A,HARRIS HALL,635 W 035TH ST,LOS ANGELES,90089,SC-PR,900-1033B
900-1764A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1732E
270-0092A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0092D
900-0296C,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-0296F
900-3969C,ST ANDREWS BAPTIST CHURCH,1776 W 036TH PL,LOS ANGELES,90018,CHUR1,900-1779B
900-2022A,SOUTHERN CALIFORNIA LIBRARY,6120 S VERMONT AVE,LOS ANGELES,90044,BUS.,900-2022C
900-5504C,MERIDIAN OF CHEVIOT HILLS,3340 SHELBY DR,LOS ANGELES,90034,SRHMS,900-5504E
900-2496A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2496A
900-0944A,MAILBOXES & MORE 24/7,3520 OVERLAND AVE,LOS ANGELES,90034,BUS.,900-0944E
900-2080A,LOS ANGELES SENTINEL,3800 CRENSHAW BLVD,LOS ANGELES,90008,BUS.,900-2080B
900-5504C,MERIDIAN OF CHEVIOT HILLS,3340 SHELBY DR,LOS ANGELES,90034,SRHMS,900-1056A
900-2211A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-2211B
250-0041A,CHURCH OF THE HOLY COMMUNION,1160 W 141ST ST,GARDENA,90247,CHUR1,250-0061A
900-0285A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-0285D
900-3050A,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-3050D
751-0006A,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0006C
900-2302A,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2324B
900-5424A,PALMS RECREATION CENTER,2950 OVERLAND AVE,LOS ANGELES,90064,LACPR,900-2891B
900-1463A,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1463F
900-1454A,HEYLER REALTY,10659 W PICO BLVD,LOS ANGELES,90064,BUS.,900-1241A
900-5303A,AROMA OF JESUS MISSION CHURCH,4323 W PICO BLVD,LOS ANGELES,90019,CHUR1,900-5303D
900-5299B,HUNGARIAN REFORMED CHURCH,751 CRENSHAW BLVD,LOS ANGELES,90005,CHURC,900-5300A
900-1727A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1727E
900-1621A,RESIDENCE,160 S WINDSOR BLVD,LOS ANGELES,90004,RES,900-1621A
900-1623A,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-1623E
900-2303A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2303D
900-1582B,MT MORIAH BAPTIST CHURCH,4269 S FIGUEROA ST,LOS ANGELES,90037,CHUR1,900-1582B
900-1956A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1956G
900-2110B,JIM GILLIAM PARK,4000 S LA BREA AVE,LOS ANGELES,90008,LACPR,900-2110B
767-0019A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0019E
900-3029C,CHARLES W BARRETT ELEM SCH,419 W 098TH ST,LOS ANGELES,90003,LAUSD,900-3662A
250-0007A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0009E
900-1472A,RESIDENCE,9543 BOLTON RD,LOS ANGELES,90034,RES,900-1472D
900-1755A,BETTY HILLS SR CITIZEN CTR,3570 S DENKER AVE,LOS ANGELES,90018,LACPR,900-1755C
900-0006A,RESIDENCE,78 FREMONT PL,LOS ANGELES,90005,RES,900-0006D
900-2459A,ST CECILIA CATHOLIC CHURCH,4230 S NORMANDIE AVE,LOS ANGELES,90037,CHUR1,900-2459D
900-2009A,BLUM & POE,2727 S LA CIENEGA BLVD,LOS ANGELES,90034,BUS.,900-3674A
900-2193A,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2193D
900-1492A,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1497D
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2285A
900-2572A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2792A
900-0296C,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2511A
900-2068A,COLISEUM ST ELEM SCHOOL,4400 COLISEUM ST,LOS ANGELES,90016,LAUSD,900-2068D
900-2162A,NEW HORIZON C.C.C,1601 W FLORENCE AVE,LOS ANGELES,90047,CHUR1,900-2162C
900-2102A,BALDWIN VILLA PLAZA,3939 MARLTON AVE,LOS ANGELES,90008,APTBL,900-2067B
900-5315A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5315A
900-2150A,STENTORIANS ,1409 W VERNON AVE,LOS ANGELES,90062,COMMU,900-2150B
900-1471A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1239A
900-2279A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2279A
900-2207A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-2208E
900-1929A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1161A
900-1764A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1764F
900-2375A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-2375B
900-5316A,COCHRAN AV BAPTIST CHURCH,1304 S COCHRAN AVE,LOS ANGELES,90019,CHURC,900-5316E
900-2343A,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2343E
900-2162A,NEW HORIZON C.C.C,1601 W FLORENCE AVE,LOS ANGELES,90047,CHUR1,900-2162D
900-2323A,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-2323A
900-1755A,BETTY HILLS SR CITIZEN CTR,3570 S DENKER AVE,LOS ANGELES,90018,LACPR,900-1755B
900-1777B,CONCORD MISSIONARY BAPTIST CH,2828 W JEFFERSON BLVD,LOS ANGELES,90018,CHURC,900-1777C
900-2461A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-2461A
900-2114A,FIRE STATION #94,4470 COLISEUM ST,LOS ANGELES,90016,FIRE,900-2113E
270-0094A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0094A
900-5319A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-2297A
900-5504C,MERIDIAN OF CHEVIOT HILLS,3340 SHELBY DR,LOS ANGELES,90034,SRHMS,900-5504C
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167F
295-0022B,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,295-0022B
767-0003A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0003E
900-2219A,COMMUNITY UNITED PRESB CHR,7501 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,900-2219C
900-5414A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-2644B
900-1111A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1111F
900-1485A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1172B
900-2074B,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2074D
900-2095A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2095A
900-5312C,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-0237A
900-2324A,THE JEFFREY FOUNDATION CENTER,5443 W WASHINGTON BLVD,LOS ANGELES,90016,SC-PR,900-2324C
900-2900A,CENTURY PK EAST APARTMENTS ,2170 CENTURY PARK E,LOS ANGELES,90067,APTBL,900-2899A
900-2927A,STENTORIANS ,1409 W VERNON AVE,LOS ANGELES,90062,COMMU,900-2927D
751-0003C,LADERA PARK BUILDING,6027 LADERA PARK AVE,LOS ANGELES,90056,MISCP,751-0003D
900-2954A,WESTERN PARKING ENFORCEMENT,11214 EXPOSITION BLVD,LOS ANGELES,90064,MISCP,900-1525B
900-0650C,ARLINGTON HEIGHTS ELEM SCH,1717 007TH AVE,LOS ANGELES,90019,LAUSD,900-0650D
900-0006A,RESIDENCE,78 FREMONT PL,LOS ANGELES,90005,RES,900-0006F
900-1190D,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-1190D
900-0945B,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-0945F
900-3674E,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2303F
900-1449A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-0661A
900-2454A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-1979C
900-2494A,RITA WALTERS LEARNING COMPLEX,915 W MANCHESTER AVE,LOS ANGELES,90044,MISCP,900-2494D
900-0283A,HOLY TABERNACLE BAPTIST CHR,2312 W FLORENCE AVE,LOS ANGELES,90043,CHUR1,900-0283E
767-0012B,MT HEBRON BAPTIST CHURCH,10219 S WESTERN AVE,LOS ANGELES,90047,CHUR1,767-0012C
900-1189B,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-1189D
900-5315A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-2413A
900-2477A,NORMANDIE SENIOR HOUSING,6301 S NORMANDIE AVE,LOS ANGELES,90044,SRHMS,900-2477C
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1347A
900-2156A,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-2156E
900-2461A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-2461B
900-2456A,MENLO AVE ELEMENTARY SCHOOL,4156 MENLO AVE,LOS ANGELES,90037,LAUSD,900-2456C
900-2908A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,900-2908D
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,751-0010E
900-2357B,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2357B
900-2484B,COMMUNITY UNITED PRESB CHR,7501 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,900-2484B
767-0012B,MT HEBRON BAPTIST CHURCH,10219 S WESTERN AVE,LOS ANGELES,90047,CHUR1,767-0012D
900-2496B,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-2496C
900-2572A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2790B
900-2485A,TRUE GOSPEL BAPTIST CHURCH ,7723 S HOOVER ST,LOS ANGELES,90044,CHURC,900-2706A
900-1751A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1751E
900-2337A,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2357A
900-1623A,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-1613B
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2436A
900-2507A,MT HEBRON BAPTIST CHURCH,10219 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2507D
900-2298A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5318D
900-1725A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1725D
900-2306A,FIRST PRESBYTERIAN CHURCH,1809 WEST BLVD,LOS ANGELES,90019,CHURC,900-2306D
900-2503A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2503A
767-0013A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0025C
900-2334A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-1992B
900-1490A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1490A
900-1621A,RESIDENCE,160 S WINDSOR BLVD,LOS ANGELES,90004,RES,900-1621C
900-2893A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-2893C
767-0011A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0011B
751-0004A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,751-0004A
900-0283A,HOLY TABERNACLE BAPTIST CHR,2312 W FLORENCE AVE,LOS ANGELES,90043,CHUR1,900-0283G
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1465G
900-3036A,WESTERN PARKING ENFORCEMENT,11214 EXPOSITION BLVD,LOS ANGELES,90064,MISCP,900-1455B
900-2135B,BRYANT TEMPLE AME CHURCH,2514 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2133C
900-2214A,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-2762A
767-0015A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0015A
900-2279A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2273J
900-1762A,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1762C
900-5321A,TOM BRADLEY FAMILY CENTER,5213 W PICO BLVD,LOS ANGELES,90019,COMMU,900-5321E
900-2001A,AMOS MEMORIAL CME CHURCH,2445 W WASHINGTON BLVD,LOS ANGELES,90018,CHURC,900-2001C
900-2265B,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2265C
900-2504A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2504C
767-0012B,MT HEBRON BAPTIST CHURCH,10219 S WESTERN AVE,LOS ANGELES,90047,CHUR1,767-0012B
767-0006A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0006B
900-2153A,ST BRIGID PRE-SCHOOL,1755 W 052ND ST,LOS ANGELES,90062,SC-PR,900-2153D
900-1522A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-1522F
900-2465A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-2019A
900-2143A,ANGELES MESA ELEMENTARY SCH,2611 W 052ND ST,LOS ANGELES,90043,LAUSD,900-2143D
900-2489A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2489B
900-1613D,RESIDENCE,171 S CITRUS AVE,LOS ANGELES,90036,RES,900-1613F
900-1765A,CONCORD MISSIONARY BAPTIST CH,2828 W JEFFERSON BLVD,LOS ANGELES,90018,CHURC,900-1775A
751-0012A,WINDSOR HILLS ELEMENTARY SCH,5215 OVERDALE DR,LOS ANGELES,90043,LAUSD,751-0012H
751-0012A,WINDSOR HILLS ELEMENTARY SCH,5215 OVERDALE DR,LOS ANGELES,90043,LAUSD,751-0012G
900-1474C,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1476D
900-2358A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2369C
751-0009B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,751-0009F
900-1768A,HOLY NAME OF JESUS CHURCH,2186 W 031ST ST,LOS ANGELES,90018,CHURC,900-1768A
900-2356A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-2356C
900-2252A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-0609B
900-2247B,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-1011A
900-2954A,WESTERN PARKING ENFORCEMENT,11214 EXPOSITION BLVD,LOS ANGELES,90064,MISCP,900-2954A
900-1757A,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1757C
900-2339B,LONGWOOD MANOR,4853 W WASHINGTON BLVD,LOS ANGELES,90016,SRHMS,900-2339E
900-1725A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1725B
900-5494B,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-2322A
900-2101A,GTR TRUE FRIENDSHIP BAPT CHR,1839 W VERNON AVE,LOS ANGELES,90062,CHUR1,900-2090C
900-2077A,CAMINO AL CIELO,1501 W MARTIN L KING JR BLVD,LOS ANGELES,90062,CHUR1,900-2077B
900-2179A,HORACE MANN MIDDLE SCHOOL,7001 S ST ANDREWS PL,LOS ANGELES,90047,LAUSD,900-2179F
900-2090A,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2090B
900-2375A,FIRST LUTHERAN CHURCH,3735 HUGHES AVE,LOS ANGELES,90034,CHUR1,900-5424C
250-0005A,ROWLEY PARK,13220 VAN NESS AVE,GARDENA,90249,CITYO,250-0061B
900-2136A,BROOKINS DEVELOPMENT CTR,4831 S GRAMERCY PL,LOS ANGELES,90062,CHUR1,900-2428A
900-3866A,CHARLES W BARRETT ELEM SCH,419 W 098TH ST,LOS ANGELES,90003,LAUSD,900-3866B
900-1727A,ATHENS PARK,12603 S BROADWAY,LOS ANGELES,90061,MISCP,900-1727D
900-2105A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2106C
900-2140B,ANGELES MESA ELEMENTARY SCH,2611 W 052ND ST,LOS ANGELES,90043,LAUSD,900-2140E
900-1769C,HOLY NAME OF JESUS CHURCH,2186 W 031ST ST,LOS ANGELES,90018,CHURC,900-3969D
900-1583B,MENLO AVE ELEMENTARY SCHOOL,4156 MENLO AVE,LOS ANGELES,90037,LAUSD,900-1446A
900-1525A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-1525F
900-1729A,SOUTH SEAS HOUSE,2301 W 024TH ST,LOS ANGELES,90018,LACPR,900-1729D
900-1480A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-1448A
900-2788A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2472A
250-0041A,CHURCH OF THE HOLY COMMUNION,1160 W 141ST ST,GARDENA,90247,CHUR1,250-0041C
751-0001A,COMMUNITY YOUTH FOUNDATION,4828 CRENSHAW BLVD,LOS ANGELES,90043,SC-PR,751-0001E
900-2001A,AMOS MEMORIAL CME CHURCH,2445 W WASHINGTON BLVD,LOS ANGELES,90018,CHURC,900-2001A
900-1782B,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-1782G
900-0285A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-0284B
900-2103A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2154B
900-1189B,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-1189C
900-2954A,WESTERN PARKING ENFORCEMENT,11214 EXPOSITION BLVD,LOS ANGELES,90064,MISCP,900-1519C
900-5424A,PALMS RECREATION CENTER,2950 OVERLAND AVE,LOS ANGELES,90064,LACPR,900-2891C
900-2127A,CHRIST TEMPLE CHURCH,3125 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2127C
900-0945B,54TH ST SEVENTH DAY ADVENTIST,1973 W 054TH ST,LOS ANGELES,90062,CHUR1,900-0945G
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2285E
900-1175A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-1175A
900-1782B,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2007B
900-5205B,NEW LIFE BIBLE CHURCH,6625 004TH AVE,LOS ANGELES,90043,CHURC,900-5205G
900-1721A,AMOS MEMORIAL CME CHURCH,2445 W WASHINGTON BLVD,LOS ANGELES,90018,CHURC,900-1721F
