all/school_o.csv.DBN,all/school_o.csv.LOCATION NAME,all/school_o.csv.LOCATION CATEGORY,all/school_o.csv.ADMINISTRATIVE DISTRICT,all/school_o.csv.AMERICAN INDIAN/ALASKAN NATIVE STUDENTS With 2 or More Suspensions or Removals,all/school_o.csv.ASIAN STUDENTS With 2 or More Suspensions or Removals,all/school_o.csv.BLACK STUDENTS With 2 or More Suspensions or Removals,all/school_o.csv.HISPANIC STUDENTS With 2 or More Suspensions or Removals,all/school_o.csv.WHITE STUDENTS With 2 or More Suspensions or Removals,all/school_o.csv.MULTI-RACIAL STUDENTS With 2 or More Suspensions or Removals,all/school_o.csv.UNKNOWN STUDENTS With 2 or More Suspensions or Removals,all/school_o.csv.TOTAL STUDENTS With 2 or More Suspensions or Removals
24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,24.0,*,9,*,25,*,*,*,37
10X023,P.S. 023 The New Children's School,Elementary,10.0,*,*,*,*,*,*,*,*
27Q060,P.S. 060 Woodhaven,Elementary,27.0,*,*,*,*,*,*,*,*
07X049,P.S. 049 Willis Avenue,Elementary,7.0,*,*,*,*,*,*,*,6
19K409,East New York Family Academy,Secondary School,19.0,*,*,*,*,*,*,*,9
03M307,"Urban Assembly School for Media Studies, The",High school,3.0,*,*,*,*,*,*,*,22
02M546,Academy for Software Engineering,High school,2.0,*,*,*,*,*,*,*,*
17K167,P.S. 167 The Parkway,Elementary,17.0,*,*,*,*,*,*,*,*
14K558,Williamsburg High School for Architecture and Desi,High school,14.0,*,*,12,6,*,*,*,19
02M534,Harvest Collegiate High School,High school,2.0,*,*,*,*,*,*,*,9
02M300,"Urban Assembly School of Design and Construction,",High school,2.0,*,*,*,*,*,*,*,*
30Q258,Energy Tech High School,High school,30.0,*,*,*,*,*,*,*,*
02M414,N.Y.C. Museum School,High school,2.0,*,*,*,*,*,*,*,*
27Q045,P.S. 045 Clarence Witherspoon,Elementary,27.0,*,*,*,*,*,*,*,*
10X254,I.S. 254,Junior High-Intermediate-Middle,10.0,*,*,*,*,*,*,*,*
19K149,P.S. 149 Danny Kaye,Elementary,19.0,*,*,*,*,*,*,*,*
09X350,New Directions Secondary School,Secondary School,9.0,*,*,*,*,*,*,*,*
03M163,P.S. 163 Alfred E. Smith,Elementary,3.0,*,*,*,*,*,*,*,*
05M175,P.S. 175 Henry H Garnet,Elementary,5.0,*,*,*,*,*,*,*,*
06M349,Harbor Heights,Junior High-Intermediate-Middle,6.0,*,*,*,*,*,*,*,*
09X132,P.S. 132 Garret A. Morgan,Elementary,9.0,*,*,*,*,*,*,*,*
32K383,J.H.S. 383 Philippa Schuyler,Junior High-Intermediate-Middle,32.0,*,*,29,*,*,*,*,35
15K863,Pre-K Center at Bishop Ford School Site,District Pre-K Center,15.0,*,*,*,*,*,*,*,*
07X161,P.S. 161 Juan Ponce De Leon School,Elementary,7.0,*,*,*,*,*,*,*,*
27Q260,Frederick Douglass Academy VI High School,High school,27.0,*,*,32,*,*,*,*,38
15K656,Brooklyn High School of the Arts,High school,15.0,*,*,*,*,*,*,*,*
02M397,Spruce Street School,K-8,2.0,*,*,*,*,*,*,*,*
31R061,I.S. 061 William A Morris,Junior High-Intermediate-Middle,31.0,*,*,32,12,*,*,*,50
75R444,Home Schooling,Central-HQ-Citywide,75.0,*,*,*,*,*,*,*,*
13K307,P.S. 307 Daniel Hale Williams,Elementary,13.0,*,*,*,*,*,*,*,*
22K236,P.S. 236 Mill Basin,Elementary,22.0,*,*,*,*,*,*,*,*
25Q120,P.S. 120 Queens,Elementary,25.0,*,*,*,*,*,*,*,*
08X537,Bronx Arena High School,High school,8.0,*,*,*,*,*,*,*,*
02M411,Baruch College Campus High School,High school,2.0,*,*,*,*,*,*,*,*
09X058,P.S. 058,Elementary,9.0,*,*,*,*,*,*,*,*
02M288,Food and Finance High School,High school,2.0,*,*,9,*,*,*,*,11
31R001,P.S. 001 Tottenville,Elementary,31.0,*,*,*,*,*,*,*,*
17K334,Middle School for Academic and Social Excellence,Junior High-Intermediate-Middle,17.0,*,*,*,*,*,*,*,*
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,20.0,*,*,*,*,*,*,*,*
04M444,Home Schooling,Central-HQ-Citywide,4.0,*,*,*,*,*,*,*,*
31R028,The Eagle Academy for Young Men of Staten Island,Secondary School,31.0,*,*,*,*,*,*,*,*
17K398,P.S. 398 Walter Weaver,Elementary,17.0,*,*,*,*,*,*,*,*
06M325,P.S. 325,Elementary,6.0,*,*,*,*,*,*,*,*
29Q283,Preparatory Academy for Writers: A College Board S,Secondary School,29.0,*,*,15,*,*,*,*,17
28Q904,Jamaica Evening High School T/,Ungraded,28.0,*,*,*,*,*,*,*,*
32K554,All City Leadership Secondary School,Secondary School,32.0,*,*,*,*,*,*,*,*
15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,15.0,*,*,*,*,*,*,*,*
13K902,Westinghouse Evening Hs T/R,Ungraded,13.0,*,*,*,*,*,*,*,*
13K282,P.S. 282 Park Slope,K-8,13.0,*,*,18,6,*,*,*,25
19K174,P.S. 174 Dumont,K-8,19.0,*,*,*,*,*,*,*,*
08X182,P.S. 182,Elementary,8.0,*,*,*,*,*,*,*,*
04M964,Central Park East II,K-8,4.0,*,*,*,*,*,*,*,*
29Q326,Cambria Heights Academy,High school,29.0,*,*,23,*,*,*,*,26
31R044,P.S. 044 Thomas C. Brown,Elementary,31.0,*,*,9,*,*,*,*,14
05M685,Bread & Roses Integrated Arts High School,High school,5.0,*,*,*,*,*,*,*,*
06M346,Community Health Academy of the Heights,Secondary School,6.0,*,*,*,18,*,*,*,21
22K405,Midwood High School,High school,22.0,*,*,14,*,*,*,*,15
24Q236,International High School for Health Sciences,High school,24.0,*,*,*,*,*,*,*,*
02M442,"Ballet Tech, NYC Public School for Dance",K-8,2.0,*,*,*,*,*,*,*,*
27Q475,Richmond Hill High School,High school,27.0,*,*,*,*,*,*,*,*
12X150,P.S. 150 Charles James Fox,Elementary,12.0,*,*,*,*,*,*,*,9
05M194,P.S. 194 Countee Cullen,Elementary,5.0,*,*,6,*,*,*,*,9
25Q024,P.S. 024 Andrew Jackson,Elementary,25.0,*,*,*,*,*,*,*,*
02M392,MANHATTAN BUSINESS ACADEMY,High school,2.0,*,*,13,14,*,*,*,30
02M002,P.S. 002 Meyer London,Elementary,2.0,*,*,*,*,*,*,*,*
25Q163,P.S. 163 Flushing Heights,Elementary,25.0,*,*,*,*,*,*,*,*
28Q896,"Young Women's Leadership School, Queens",Secondary School,28.0,*,*,*,*,*,*,*,*
09X163,P.S. 163 Arthur A. Schomburg,Elementary,9.0,*,*,*,*,*,*,*,*
13K008,P.S. 008 Robert Fulton,K-8,13.0,*,*,*,*,*,*,*,*
30Q070,P.S. 070,Elementary,30.0,*,*,*,*,*,*,*,*
26Q172,Irwin Altman Middle School 172,Junior High-Intermediate-Middle,26.0,*,*,*,*,*,*,*,6
01M015,P.S. 015 Roberto Clemente,Elementary,1.0,*,*,*,*,*,*,*,*
30Q575,Academy of American Studies,High school,30.0,*,*,*,*,*,*,*,*
02M305,"Urban Assembly Academy of Government and Law, The",High school,2.0,*,*,15,11,*,*,*,27
22K052,P.S. 052 Sheepshead Bay,Elementary,22.0,*,*,*,*,*,*,*,9
12X196,P.S. 196,Elementary,12.0,*,*,*,*,*,*,*,6
25Q022,P.S. 022 Thomas Jefferson,Elementary,25.0,*,*,*,*,*,*,*,*
14K059,P.S. 059 William Floyd,Elementary,14.0,*,*,*,*,*,*,*,*
31R600,Ralph R. McKee Career and Technical Education High,High school,31.0,*,*,10,7,*,*,*,20
21K572,Expeditionary Learning School for Community Leader,High school,21.0,*,*,*,*,*,*,*,7
27Q262,Channel View School for Research,Secondary School,27.0,*,*,*,*,*,*,*,*
25Q285,World Journalism Preparatory: A College Board Scho,Secondary School,25.0,*,*,*,*,*,*,*,*
08X366,Urban Assembly Academy of Civic Engagement,Junior High-Intermediate-Middle,8.0,*,*,*,*,*,*,*,*
29Q494,"Law, Government and Community Service High School",High school,29.0,*,*,*,*,*,*,*,*
22K193,P.S. 193 Gil Hodges,Elementary,22.0,*,*,*,*,*,*,*,6
02M413,School of the Future High School,Secondary School,2.0,*,*,*,*,*,*,*,*
12X286,Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle,12.0,*,*,*,*,*,*,*,6
30Q078,P.S./I.S. 78Q,K-8,30.0,*,*,*,*,*,*,*,*
15K154,The Windsor Terrace School,Elementary,15.0,*,*,*,*,*,*,*,*
02M198,P.S. 198 Isador E. Ida Straus,Elementary,2.0,*,*,*,*,*,*,*,*
15K684,Millennium Brooklyn HS,High school,15.0,*,*,*,*,*,*,*,*
23K178,P.S. 178 Saint Clair Mckelway,K-8,23.0,*,*,*,*,*,*,*,*
04M377,Renaissance School of the Arts,Junior High-Intermediate-Middle,4.0,*,*,*,*,*,*,*,13
02M586,Harvey Milk High School,High school,2.0,*,*,*,*,*,*,*,7
08X072,P.S. 072 Dr. William Dorney,Elementary,8.0,*,*,*,*,*,*,*,6
24Q264,Academy of Finance and Enterprise,High school,24.0,*,*,*,*,*,*,*,*
31R038,P.S. 038 George Cromwell,Elementary,31.0,*,*,*,*,*,*,*,*
75K811,P.S. K811 Connie Lekas School,Secondary School,75.0,*,*,*,*,*,*,*,*
27Q336,Curious Young Learners Pre-K Center,District Pre-K Center,27.0,*,*,*,*,*,*,*,*
30Q361,The Woodside Community School,Elementary,30.0,*,*,*,*,*,*,*,*
01M140,P.S. 140 Nathan Straus,K-8,1.0,*,*,*,*,*,*,*,*
09X170,P.S. 170,Early Childhood,9.0,*,*,*,*,*,*,*,*
12X531,Archer Elementary School,Elementary,12.0,*,*,*,*,*,*,*,*
05M304,Mott Hall High School,High school,5.0,*,*,*,*,*,*,*,*
16K627,Brighter Choice Community School,Elementary,16.0,*,*,*,*,*,*,*,*
08X269,Bronx Studio School for Writers and Artists,Secondary School,8.0,*,*,*,7,*,*,*,13
17K316,P.S. 316 Elijah Stroud,Elementary,17.0,*,*,*,*,*,*,*,*
17K489,W.E.B. Dubois Academic High School,High school,17.0,*,*,*,*,*,*,*,6
29Q251,P.S. 251 Queens,Elementary,29.0,*,*,*,*,*,*,*,*
20K971,"School of Math, Science, and Healthy Living",Elementary,20.0,*,*,*,*,*,*,*,*
09X236,P.S. 236 Langston Hughes,Elementary,9.0,*,*,*,*,*,*,*,*
21K337,International High School at Lafayette,High school,21.0,*,*,*,*,*,*,*,*
18K285,I.S. 285 Meyer Levin,Junior High-Intermediate-Middle,18.0,*,*,23,*,*,*,*,25
10X003,P.S. 3 Raul Julia Micro Society,K-8,10.0,*,*,7,*,*,*,*,8
13K350,Urban Assembly High School of Music and Art,High school,13.0,*,*,*,*,*,*,*,*
31R060,P.S. 060 Alice Austen,Elementary,31.0,*,*,*,*,*,*,*,6
16K243,P.S. 243K- The Weeksville School,Elementary,16.0,*,*,*,*,*,*,*,*
13K266,M.S. K266 - Park Place Community Middle School,Junior High-Intermediate-Middle,13.0,*,*,*,*,*,*,*,*
10X244,The New School for Leadership and Journalism,Junior High-Intermediate-Middle,10.0,*,*,*,14,*,*,*,17
12X388,Pan American International High School at Monroe,High school,12.0,*,*,*,*,*,*,*,*
30Q301,Academy for Careers in Television and Film,High school,30.0,*,*,*,*,*,*,*,*
23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,23.0,*,*,*,*,*,*,*,*
19K760,Highland Park Community School,Junior High-Intermediate-Middle,19.0,*,*,*,*,*,*,*,*
08X071,P.S. 071 Rose E. Scala,K-8,8.0,*,*,*,*,*,*,*,7
12X066,P.S. 066 School of Higher Expectations,Elementary,12.0,*,*,*,*,*,*,*,*
26Q205,P.S. 205 Alexander Graham Bell,Elementary,26.0,*,*,*,*,*,*,*,*
07X520,Foreign Language Academy of Global Studies,High school,7.0,*,*,*,*,*,*,*,9
18K581,East Flatbush Community Research School,Junior High-Intermediate-Middle,18.0,*,*,*,*,*,*,*,*
14K318,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle,14.0,*,*,17,35,*,*,*,55
13K301,Satellite East Middle School,Junior High-Intermediate-Middle,13.0,*,*,*,*,*,*,*,*
20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,20.0,*,*,8,*,*,*,*,12
18K598,Middle School of Marketing and Legal Studies,Junior High-Intermediate-Middle,18.0,*,*,*,*,*,*,*,*
26Q203,P.S. 203 Oakland Gardens,Elementary,26.0,*,*,*,*,*,*,*,*
25Q263,Flushing International High School,High school,25.0,*,*,*,*,*,*,*,*
32K291,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,32.0,*,*,*,*,*,*,*,*
29Q147,P.S./M.S. 147 Ronald McNair,K-8,29.0,*,*,*,*,*,*,*,*
29Q313,Benjamin Franklin High School for Finance & Inform,High school,29.0,*,*,13,*,*,*,*,15
16K669,Research and Service High School,High school,16.0,*,*,*,*,*,*,*,*
02M298,Pace High School,High school,2.0,*,*,*,*,*,*,*,*
15K039,P.S. 039 Henry Bristow,Elementary,15.0,*,*,*,*,*,*,*,*
22K535,Leon M. Goldstein High School for the Sciences,High school,22.0,*,*,*,*,*,*,*,*
12X129,M.S. 129 Academy for Independent Learning and Lead,Junior High-Intermediate-Middle,12.0,*,*,*,*,*,*,*,*
75X017,P.S. X017,K-8,75.0,*,*,*,*,*,*,*,*
02M151,Yorkville Community School,Elementary,2.0,*,*,*,*,*,*,*,*
02M542,Manhattan Bridges High School,High school,2.0,*,*,*,*,*,*,*,*
17K546,High School for Public Service: Heroes of Tomorrow,High school,17.0,*,*,*,*,*,*,*,*
29Q116,P.S./I.S. 116 William C. Hughley,K-8,29.0,*,*,*,*,*,*,*,*
15K131,P.S. 131 Brooklyn,Elementary,15.0,*,*,*,*,*,*,*,*
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,10.0,*,*,*,*,*,*,*,*
30Q291,Hunters Point Community Middle School,Junior High-Intermediate-Middle,30.0,*,*,*,*,*,*,*,10
07X369,Young Leaders Elementary School,Elementary,7.0,*,*,*,*,*,*,*,7
08X146,P.S. 146 Edward Collins,Elementary,8.0,*,*,*,*,*,*,*,*
19K660,W. H. Maxwell Career and Technical Education High,High school,19.0,*,*,*,*,*,*,*,*
17K091,P.S. 091 The Albany Avenue School,Elementary,17.0,*,*,*,*,*,*,*,7
15K172,P.S. 172 Beacon School of Excellence,Elementary,15.0,*,*,*,*,*,*,*,*
32K274,P.S. 274 Kosciusko,Elementary,32.0,*,*,*,*,*,*,*,*
09X325,Urban Science Academy,Junior High-Intermediate-Middle,9.0,*,*,*,*,*,*,*,*
25Q193,P.S. 193 Alfred J. Kennedy,Elementary,25.0,*,*,*,*,*,*,*,*
24Q077,I.S. 077,Junior High-Intermediate-Middle,24.0,*,*,*,13,*,*,*,18
11X532,Baychester Middle School,Junior High-Intermediate-Middle,11.0,*,*,*,*,*,*,*,9
03M208,P.S. 208 Alain L. Locke,Elementary,3.0,*,*,*,*,*,*,*,*
02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,2.0,*,*,*,*,*,*,*,*
12X691,Bronx Little School,Elementary,12.0,*,*,*,*,*,*,*,*
02M347,The 47 American Sign Language & English Lower Scho,K-8,2.0,*,*,*,*,*,*,*,*
75M035,P.S. 035,K-12 all grades,75.0,*,*,*,*,*,*,*,*
16K393,Frederick Douglass Academy IV Secondary School,High school,16.0,*,*,*,*,*,*,*,*
23K156,P.S. 156 Waverly,Elementary,23.0,*,*,*,*,*,*,*,*
21K199,P.S. 199 Frederick Wachtel,Elementary,21.0,*,*,*,*,*,*,*,*
23K444,Home Schooling,Central-HQ-Citywide,23.0,*,*,*,*,*,*,*,*
75Q233,P.S. Q233,K-12 all grades,75.0,*,*,*,*,*,*,*,*
09X568,Young Women's Leadership School of the Bronx,Secondary School,9.0,*,*,*,*,*,*,*,*
07X223,M.S. 223 The Laboratory School of Finance and Tech,Secondary School,7.0,*,*,*,*,*,*,*,*
01M539,"New Explorations into Science, Technology and Math",K-12 all grades,1.0,*,*,*,*,*,*,*,*
22K277,P.S. 277 Gerritsen Beach,Elementary,22.0,*,*,*,*,*,*,*,*
31R030,P.S. 030 Westerleigh,Elementary,31.0,*,*,*,*,*,*,*,*
18K068,I.S. 068 Isaac Bildersee,Junior High-Intermediate-Middle,18.0,*,*,13,*,*,*,*,16
03M185,P.S. 185 - The Early Childhood Discovery and Desig,Early Childhood,3.0,*,*,*,*,*,*,*,*
17K353,Elijah Stroud Middle School,Junior High-Intermediate-Middle,17.0,*,*,*,*,*,*,*,*
09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,9.0,*,*,*,*,*,*,*,*
18K244,P.S. 244 Richard R. Green,Elementary,18.0,*,*,*,*,*,*,*,*
21K216,P.S. 216 Arturo Toscanini,Elementary,21.0,*,*,*,*,*,*,*,*
19K764,The Urban Assembly School for Collaborative Health,High school,19.0,*,*,*,*,*,*,*,*
10X546,Bronx Theatre High School,High school,10.0,*,*,10,9,*,*,*,21
13K553,Brooklyn Academy High School,High school,13.0,*,*,*,*,*,*,*,*
11X556,Bronx Park Middle School,Junior High-Intermediate-Middle,11.0,*,*,*,*,*,*,*,*
04M825,Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,4.0,*,*,8,13,*,*,*,22
13K270,P.S. 270 Johann DeKalb,Elementary,13.0,*,*,*,*,*,*,*,*
32K162,J.H.S. 162 The Willoughby,Junior High-Intermediate-Middle,32.0,*,*,*,*,*,*,*,*
28Q140,P.S. 140 Edward K Ellington,Elementary,28.0,*,*,*,*,*,*,*,*
17K547,Brooklyn Academy of Science and the Environment,High school,17.0,*,*,16,*,*,*,*,17
20K445,New Utrecht High School,High school,20.0,*,*,10,7,17,*,*,35
02M419,Landmark High School,High school,2.0,*,*,*,*,*,*,*,*
27Q047,P.S. 047 Chris Galas,K-8,27.0,*,*,*,*,*,*,*,*
10X391,The Angelo Patri Middle School,Junior High-Intermediate-Middle,10.0,*,*,*,*,*,*,*,7
17K002,Parkside Preparatory Academy,Junior High-Intermediate-Middle,17.0,*,*,21,*,*,*,*,25
18K115,P.S. 115 Daniel Mucatel School,Elementary,18.0,*,*,*,*,*,*,*,*
20K180,The SEEALL Academy,K-8,20.0,*,10,*,7,9,*,*,28
29Q132,P.S. 132 Ralph Bunche,Elementary,29.0,*,*,*,*,*,*,*,*
23K643,Brooklyn Democracy Academy,High school,23.0,*,*,*,*,*,*,*,*
30Q300,The 30th Avenue School (G&T Citywide),K-8,30.0,*,*,*,*,*,*,*,*
16K636,Young Scholars' Academy for Discovery and Explorat,Elementary,16.0,*,*,*,*,*,*,*,*
79Q950,Pathways to Graduation,High school,79.0,*,*,*,*,*,*,*,*
15K667,Sunset Park High School,High school,15.0,*,*,6,7,*,*,*,17
13K287,P.S. 287 Bailey K. Ashford,Elementary,13.0,*,*,*,*,*,*,*,*
13K009,P.S. 009 Teunis G. Bergen,Elementary,13.0,*,*,*,*,*,*,*,*
09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,9.0,*,*,*,*,*,*,*,7
05M514,New Design Middle School,Junior High-Intermediate-Middle,5.0,*,*,*,*,*,*,*,*
02M289,I.S. 289,Junior High-Intermediate-Middle,2.0,*,*,*,*,*,*,*,*
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,9.0,*,*,*,*,*,*,*,*
08X305,Pablo Neruda Academy,High school,8.0,*,*,18,9,*,*,*,29
03M245,M.S. M245 The Computer School,Junior High-Intermediate-Middle,3.0,*,*,*,*,*,*,*,*
20K160,P.S. 160 William T. Sampson,Elementary,20.0,*,*,*,*,*,*,*,*
31R063,Marsh Avenue School for Expeditionary Learning,Junior High-Intermediate-Middle,31.0,*,*,*,*,*,*,*,*
24Q088,P.S. 088 Seneca,Elementary,24.0,*,*,*,7,*,*,*,13
23K697,Teachers Preparatory High School,Secondary School,23.0,*,*,7,*,*,*,*,8
11X021,P.S. 021 Philip H. Sheridan,Elementary,11.0,*,*,*,*,*,*,*,*
02M183,P.S. 183 Robert L. Stevenson,Elementary,2.0,*,*,*,*,*,*,*,*
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,16.0,*,*,*,*,*,*,*,*
25Q294,BELL Academy,Junior High-Intermediate-Middle,25.0,*,*,*,*,*,*,*,*
32K045,P.S./I.S. 045 Horace E. Greene,K-8,32.0,*,*,*,*,*,*,*,*
06M115,P.S. 115 Alexander Humboldt,Elementary,6.0,*,*,*,*,*,*,*,*
02M011,P.S. 011 William T. Harris,Elementary,2.0,*,*,*,*,*,*,*,*
12X044,P.S. 044 David C. Farragut,Elementary,12.0,*,*,*,*,*,*,*,*
31R045,P.S. 045 John Tyler,Elementary,31.0,*,*,*,*,*,*,*,9
24Q600,Queens Vocational and Technical High School,High school,24.0,*,*,*,*,*,*,*,*
18K673,East Brooklyn Community High School,High school,18.0,*,*,6,*,*,*,*,7
27Q207,P.S. 207 Rockwood Park,K-8,27.0,*,*,*,*,*,*,*,*
13K313,Satellite West Middle School,Junior High-Intermediate-Middle,13.0,*,*,*,*,*,*,*,*
03M421,West Prep Academy,Junior High-Intermediate-Middle,3.0,*,*,8,*,*,*,*,15
17K399,P.S. 399 Stanley Eugene Clark,Elementary,17.0,*,*,*,*,*,*,*,*
09X229,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,9.0,*,*,*,6,*,*,*,8
12X195,P.S. 195,Elementary,12.0,*,*,*,*,*,*,*,*
13K869,District 13 PRE-K Center,District Pre-K Center,13.0,*,*,*,*,*,*,*,*
31R018,P.S. 018 John G. Whittier,Elementary,31.0,*,*,7,*,*,*,*,10
13K133,P.S. 133 William A. Butler,Elementary,13.0,*,*,*,*,*,*,*,*
08X408,Herbert H. Lehman Yabc,High school,8.0,*,*,*,*,*,*,*,*
21K225,P.S. K225 - The Eileen E. Zaglin,K-8,21.0,*,*,*,*,*,*,*,*
15K146,P.S. 146,Elementary,15.0,*,*,*,*,*,*,*,*
11X169,Baychester Academy,Elementary,11.0,*,*,*,*,*,*,*,*
02M437,Hudson High School of Learning Technologies,High school,2.0,*,*,20,10,*,*,*,31
08X467,Mott Hall Community School,Junior High-Intermediate-Middle,8.0,*,*,*,*,*,*,*,*
32K556,Bushwick Leaders High School for Academic Excellen,High school,32.0,*,*,*,*,*,*,*,20
18K589,Arts & Media Preparatory Academy,High school,18.0,*,*,*,*,*,*,*,8
11X097,P.S. 097 Bronx,Elementary,11.0,*,*,*,*,*,*,*,*
75K140,P.S. K140,K-8,75.0,*,*,*,*,*,*,*,*
02M343,The Peck Slip School,Elementary,2.0,*,*,*,*,*,*,*,*
15K592,Khalil Gibran International Academy,High school,15.0,*,*,*,*,*,*,*,*
29Q035,P.S. 035 Nathaniel Woodhull,Elementary,29.0,*,*,*,*,*,*,*,*
75K077,P.S. K077,K-12 all grades,75.0,*,*,*,*,*,*,*,*
13K596,M.S. 596 Peace Academy,Junior High-Intermediate-Middle,13.0,*,*,*,*,*,*,*,*
09X564,Claremont International HS,High school,9.0,*,*,*,*,*,*,*,*
01M184,P.S. 184m Shuang Wen,K-8,1.0,*,*,*,*,*,*,*,*
08X312,Millennium Art Academy,High school,8.0,*,*,*,7,*,*,*,10
06M173,P.S. 173,Elementary,6.0,*,*,*,*,*,*,*,*
20K485,High School of Telecommunication Arts and Technolo,High school,20.0,*,*,*,*,*,*,*,*
23K647,Metropolitan Diploma Plus High School,High school,23.0,*,*,*,*,*,*,*,*
12X314,Fairmont Neighborhood School,Elementary,12.0,*,*,*,*,*,*,*,*
28Q160,P.S. 160 Walter Francis Bishop,Elementary,28.0,*,*,*,*,*,*,*,*
31R607,Staten Island Yabc,High school,31.0,*,*,*,*,*,*,*,*
12X300,The School of Science and Applied Learning,Elementary,12.0,*,*,*,*,*,*,*,*
15K676,Red Hook Neighborhood School,Elementary,15.0,*,*,*,*,*,*,*,*
03M075,P.S. 075 Emily Dickinson,Elementary,3.0,*,*,*,*,*,*,*,*
17K092,P.S. 092 Adrian Hegeman,Elementary,17.0,*,*,*,*,*,*,*,*
27Q253,P.S. 253,Elementary,27.0,*,*,*,*,*,*,*,*
05M362,Columbia Secondary School,Secondary School,5.0,*,*,*,*,*,*,*,*
07X162,J.H.S. 162 Lola Rodriguez De Tio,Junior High-Intermediate-Middle,7.0,*,*,*,*,*,*,*,*
32K075,P.S. 075 Mayda Cortiella,Elementary,32.0,*,*,*,*,*,*,*,*
20K105,P.S. 105 The Blythebourne,Elementary,20.0,*,*,*,*,*,*,*,*
10X054,P.S./I.S. 54,Elementary,10.0,*,*,*,*,*,*,*,*
19K507,Performing Arts and Technology High School,High school,19.0,*,*,*,*,*,*,*,*
14K034,P.S. 034 Oliver H. Perry,Elementary,14.0,*,*,*,*,*,*,*,*
30Q112,P.S. 112 Dutch Kills,Elementary,30.0,*,*,*,*,*,*,*,*
13K901,G. Westinghouse Evening H.S.,Ungraded,13.0,*,*,*,*,*,*,*,*
24Q019,P.S. 019 Marino Jeantet,Elementary,24.0,*,*,*,*,*,*,*,*
25Q184,P.S. 184 Flushing Manor,Elementary,25.0,*,*,*,*,*,*,*,*
75X352,The Vida Bogart School for All Children,K-8,75.0,*,*,*,*,*,*,*,*
10X085,P.S. 085 Great Expectations,Elementary,10.0,*,*,*,*,*,*,*,7
01M444,Home Schooling,Central-HQ-Citywide,1.0,*,*,*,*,*,*,*,*
07X500,Hostos-Lincoln Academy of Science,Secondary School,7.0,*,*,*,*,*,*,*,*
29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,29.0,*,*,6,*,*,*,*,9
07X259,"H.E.R.O. High (Health, Education, and Research Occ",High school,7.0,*,*,*,11,*,*,*,16
09X042,P.S. 042 Claremont,Elementary,9.0,*,*,*,*,*,*,*,*
09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,9.0,*,*,6,*,*,*,*,11
04M171,P.S. 171 Patrick Henry,K-8,4.0,*,*,*,*,*,*,*,8
17K352,Ebbets Field Middle School,Junior High-Intermediate-Middle,17.0,*,*,*,*,*,*,*,6
24Q211,Elm Tree Elementary School,Elementary,24.0,*,*,*,*,*,*,*,*
75K370,P.S. 370,K-12 all grades,75.0,*,*,*,*,*,*,*,*
19K452,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,19.0,*,*,*,*,*,*,*,*
75M811,P.S. M811 - Mickey Mantle School,K-8,75.0,*,*,*,*,*,*,*,*
02M391,District 2 Pre-K Center,District Pre-K Center,2.0,*,*,*,*,*,*,*,*
19K422,Spring Creek Community School,Secondary School,19.0,*,*,9,*,*,*,*,15
20K506,P.S. 506: The School of Journalism & Technology,Elementary,20.0,*,*,*,*,*,*,*,*
21K188,P.S. 188 Michael E. Berdy,Elementary,21.0,*,*,*,*,*,*,*,7
27Q302,"Queens High School for Information, Research, and",High school,27.0,*,*,6,*,*,*,*,11
12X384,Entrada Academy,Junior High-Intermediate-Middle,12.0,*,*,6,6,*,*,*,13
31R002,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,31.0,*,*,8,*,8,*,*,23
19K273,P.S. 273 Wortman,Elementary,19.0,*,*,*,*,*,*,*,*
02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,2.0,*,*,*,*,*,*,*,*
21K226,P.S. 226 Alfred De B.Mason,K-8,21.0,*,*,*,*,*,*,*,*
32K545,EBC High School for Public Service - Bushwick,High school,32.0,*,*,*,*,*,*,*,6
79Q344,East River Academy,High school,79.0,*,*,*,*,*,*,*,*
14K444,Home Schooling,Central-HQ-Citywide,14.0,*,*,*,*,*,*,*,*
10X447,Creston Academy,Junior High-Intermediate-Middle,10.0,*,*,*,*,*,*,*,*
