DBN,sch_type,location,enrollment,borough,principal,studentsurvey,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_10,com_p_10,eng_p_10,aca_p_10,saf_t_10,com_t_10,eng_t_10,aca_t_10,saf_s_10,com_s_10,eng_s_10,aca_s_10,saf_tot_10,com_tot_10,eng_tot_10,aca_tot_10,p_q2i,p_q7a,p_q7b,p_q7c,p_q7d,p_q8a,p_q8b,p_q8c,p_q8d,p_q8e,p_q8f,p_q2b,p_q2d,p_q2f,p_q2g,p_q2h,p_q3a,p_q3b,p_q4b,p_q4c,p_q11c,p_q2a,p_q2c,p_q2e,p_q3c,p_q6,p_q11d,p_q11e,p_q5,p_q4a,p_q4d,p_q4e,p_q11a,p_q11b,p_q11f,p_q1,p_q3d,p_q9,p_q10,p_q12aa,p_q12ab,p_q12ac,p_q12ad,p_q12ba,p_q12bb,p_q12bc,p_q12bd,p_q1_1,p_q1_2,p_q1_3,p_q1_4,p_q1_5,p_q1_6,p_q1_7,p_q1_8,p_q1_9,p_q1_10,p_q1_11,p_q1_12,p_q1_13,p_q1_14,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3a_5,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q3b_5,p_q3c_1,p_q3c_2,p_q3c_3,p_q3c_4,p_q3c_5,p_q3d_1,p_q3d_2,p_q3d_3,p_q3d_4,p_q3d_5,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4a_5,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4b_5,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4c_5,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q4d_5,p_q4e_1,p_q4e_2,p_q4e_3,p_q4e_4,p_q4e_5,p_q5a,p_q5b,p_q5c,p_q5d,p_q5e,p_q5f,p_q5g,p_q5h,p_q5i,p_q5j,p_q6_1,p_q6_2,p_q6_3,p_q6_4,p_q6_5,p_q7a_1,p_q7a_2,p_q7a_3,p_q7a_4,p_q7a_5,p_q7b_1,p_q7b_2,p_q7b_3,p_q7b_4,p_q7b_5,p_q7c_1,p_q7c_2,p_q7c_3,p_q7c_4,p_q7c_5,p_q7d_1,p_q7d_2,p_q7d_3,p_q7d_4,p_q7d_5,p_q8a_1,p_q8a_2,p_q8a_3,p_q8a_4,p_q8a_5,p_q8b_1,p_q8b_2,p_q8b_3,p_q8b_4,p_q8b_5,p_q8c_1,p_q8c_2,p_q8c_3,p_q8c_4,p_q8c_5,p_q8d_1,p_q8d_2,p_q8d_3,p_q8d_4,p_q8d_5,p_q8e_1,p_q8e_2,p_q8e_3,p_q8e_4,p_q8e_5,p_q8f_1,p_q8f_2,p_q8f_3,p_q8f_4,p_q8f_5,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q9_5,p_q9_6,p_q9_7,p_q9_8,p_q9_9,p_q9_10,p_q10a,p_q10b,p_q10c,p_q10d,p_q10e,p_q10f,p_q10g,p_q10h,p_q10i,p_q10j,p_q10k,p_q10l,p_q11a_1,p_q11a_2,p_q11a_3,p_q11a_4,p_q11b_1,p_q11b_2,p_q11b_3,p_q11b_4,p_q11c_1,p_q11c_2,p_q11c_3,p_q11c_4,p_q11d_1,p_q11d_2,p_q11d_3,p_q11d_4,p_q11e_1,p_q11e_2,p_q11e_3,p_q11e_4,p_q11f_1,p_q11f_2,p_q11f_3,p_q11f_4,p_q12aa_1,p_q12aa_2,p_q12aa_3,p_q12aa_4,p_q12aa_5,p_q12ab_1
01M142,Elementary School,P.S. 142 Amalia Castro,387,MANHATTAN,Rhonda Levy,No,,91,81,,40,279,,44,344,9,8.3,8.5,8.3,7.6,7,7.4,7.7,,,,,8.3,7.6,7.9,8,8.3,8.8,8.8,8.4,8.4,8.1,9.4,9.7,9.4,9.9,9.9,8.3,8.6,8.3,8.3,7.9,8.1,7.8,8.5,8.5,8.2,8.5,8.3,8.3,9.3,8.2,8.2,8.2,8.9,8.5,8.5,NA,8.5,8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,16,13,14,16,19,0,0,0,0,0,0,0,57,41,1,0,0,52,46,3,0,0,52,45,2,1,0,59,39,1,0,1,43,44,0,0,13,52,45,3,0,0,49,45,2,0,4,46,45,6,1,1,51,45,3,0,1,47,37,11,1,3,41,42,11,3,4,49,38,10,2,1,45,37,12,5,1,46,49,3,0,3,47,49,3,0,1,50,45,3,0,1,48,46,2,1,3,NA,NA,NA,NA,NA,65,56,57,14,5,38,13,66,23,30,43,47,4,1,4,55,44,0,0,1,54,45,0,0,0,46,48,3,0,3,53,43,1,0,2,39,34,3,2,22,73,6,2,1,18,75,4,1,0,20,66,7,1,2,24,80,2,1,0,17,78,2,1,0,19,13,13,22,6,7,7,5,19,7,1,61,39,30,65,22,8,71,69,24,42,22,1,59,40,1,0,45,50,4,0,49,49,2,0,48,49,3,0,48,50,2,0,49,49,2,0,14,51,8,3,24,13
01M184,Elementary / Middle School,P.S. 184 Shuang Wen,587,MANHATTAN,Ling Ling Chou,Yes,100,75,90,164,33,420,164,44,466,8.8,7.9,8,8.2,8.3,7.1,7.7,8.5,7.6,5.7,7.2,7.7,8.2,6.9,7.7,8.1,7.8,8.5,8.3,8.2,8,8.3,9.2,9.3,9.3,9.9,9.9,7.9,8.4,8.2,8,7.9,7.3,7.1,8.2,8.3,7.7,8.2,7.9,7.7,8.6,7.6,7.7,7.7,8.6,8.5,8.1,NA,8.4,7.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,7,11,11,9,8,11,10,10,0,0,0,0,48,48,3,0,0,42,53,4,1,0,42,52,5,0,0,54,44,1,0,0,26,42,3,0,29,48,50,1,0,1,40,51,2,0,6,43,49,5,0,2,38,53,3,1,5,32,37,20,9,1,33,37,17,9,5,32,41,20,7,1,29,34,25,11,1,49,46,2,0,3,39,54,3,1,2,43,52,4,0,1,41,47,3,0,9,NA,NA,NA,NA,NA,57,63,63,9,67,28,24,57,16,36,29,57,9,2,3,46,52,1,0,1,40,55,4,0,1,40,54,3,1,2,42,50,3,1,4,46,31,4,1,18,70,14,1,1,14,70,11,1,2,16,69,12,2,0,16,83,1,0,0,15,83,2,0,1,14,8,15,15,9,12,4,2,31,4,1,24,59,9,56,20,10,43,9,20,40,6,2,56,42,2,0,41,55,3,1,37,58,4,2,38,56,5,1,39,56,5,1,43,55,2,1,18,48,12,3,20,16
01M188,Elementary / Middle School,P.S. 188 The Island School,355,MANHATTAN,Mary Pree,Yes,79,88,48,119,38,128,150,43,269,8.3,7.9,8.2,8.2,6.7,6.4,6.9,7.3,6.6,5.7,6.6,7.1,7.2,6.7,7.2,7.5,8.1,8,7.9,7.5,7.6,6.9,8.8,8.7,8.8,9.7,9.3,7.9,8.7,8,8.1,7.5,7.1,7.4,8,8.4,8.2,8.5,8,8,8.6,7.8,7.9,8,8.9,8,8.3,NA,8.7,7.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,11,13,7,16,8,10,9,12,0,0,0,0,56,41,0,2,1,48,43,6,2,1,50,39,7,2,1,62,36,1,1,1,37,40,3,1,19,50,43,4,2,1,46,45,2,2,6,46,35,13,4,2,51,39,5,2,3,44,27,9,9,11,50,19,13,11,6,52,27,8,5,8,43,30,10,13,5,49,38,2,7,3,46,42,2,7,2,56,35,4,2,2,46,47,3,2,3,NA,NA,NA,NA,NA,67,57,27,20,9,45,18,64,20,39,43,42,9,4,2,46,42,5,6,1,41,48,4,5,2,40,43,7,8,2,40,50,6,4,1,29,29,7,9,26,63,9,3,4,20,63,4,3,6,23,57,9,6,2,25,63,2,1,1,34,62,5,2,3,29,8,9,21,4,5,4,4,28,14,3,59,49,39,63,13,22,71,36,17,59,9,9,66,31,3,0,47,41,11,1,56,36,7,2,50,40,10,1,50,44,5,2,56,39,4,2,25,44,10,7,14,24
01M292,Middle / High School,Henry Street School for International Studies,514,MANHATTAN,Erin McMahon,Yes,68,67,42,336,29,189,491,43,448,7,6.9,7,6.9,5.8,4.4,5.7,5.7,5.6,5.7,5.9,6.7,6.1,5.7,6.2,6.5,7.3,6.5,7.1,6.5,6.6,5,8.3,8.3,7,7.7,6.5,6.8,7.8,7.3,7.3,6.7,5.8,6.3,7,7,6.8,7.4,7.2,7.2,7.4,6.2,6.7,6.8,7.2,7.3,7.2,6.4,7.2,6.9,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8,11,13,19,19,18,11,33,58,9,1,0,23,59,16,2,1,25,64,8,1,3,35,64,0,1,1,17,56,3,1,23,33,55,10,2,0,31,56,6,3,4,28,48,18,4,3,30,57,7,3,3,22,35,17,8,18,23,38,15,17,7,20,39,20,8,12,22,32,23,16,8,29,53,8,5,5,24,55,14,4,3,25,50,14,4,7,24,55,11,2,7,22,41,20,5,12,40,32,5,6,32,12,12,48,25,32,16,50,26,4,4,19,55,9,12,5,20,62,10,4,4,20,51,15,8,7,23,50,13,6,9,15,30,15,20,21,53,17,5,4,20,53,10,9,3,24,35,18,9,9,29,35,16,8,4,37,29,14,3,14,39,15,19,13,6,7,7,7,9,17,0,74,43,16,33,9,11,65,16,3,34,2,3,25,66,8,1,21,66,11,1,25,57,15,3,23,57,17,3,25,58,15,3,19,66,10,6,8,51,17,4,21,7
01M301,Middle School,"Technology, Arts, and Sciences Studio",226,MANHATTAN,George Morgan,Yes,89,100,21,195,21,44,220,21,214,7.5,6.6,6.8,6.8,7.5,7.4,8,8,6.1,6,6.6,7.3,7.1,6.6,7.1,7.4,7.2,6.9,7.3,6.5,6.3,4.8,7.7,9.2,7.3,10,9.5,6.6,7.8,7.1,7.4,6,5.8,4.9,6.9,6.7,6.4,7.4,6.8,7.2,6.1,5.7,6.1,6.6,8.1,7.3,6.8,NA,7,6.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,31,31,36,0,0,0,0,34,57,7,2,0,28,51,12,9,0,21,64,7,5,2,35,60,2,0,2,13,46,3,0,38,30,61,2,7,0,38,40,10,5,7,23,41,27,7,2,35,42,16,2,5,19,21,40,10,10,19,26,17,10,29,20,24,20,15,22,24,17,31,21,7,28,53,5,7,7,30,42,19,5,5,26,43,19,5,7,22,51,15,5,7,NA,NA,NA,NA,NA,43,39,5,20,30,25,14,57,36,23,11,45,20,9,14,19,60,7,7,7,23,57,9,0,11,23,48,14,9,7,25,44,9,13,9,7,48,16,20,9,30,32,0,5,34,38,12,0,0,50,35,15,3,10,38,52,0,0,0,48,43,0,0,2,55,0,14,21,0,11,18,7,21,7,0,59,59,20,55,20,11,48,25,14,48,9,5,25,64,9,2,23,44,28,5,29,43,21,7,27,43,16,14,23,57,16,5,20,68,5,7,15,27,30,12,15,12
01M315,Elementary School,The East Village Community School,159,MANHATTAN,Robin Williams,No,,75,57,,12,94,,16,166,8.8,8.4,8.8,8.6,7.9,6.5,7.4,7.5,,,,,8.3,7.5,8.1,8,8.8,8.9,7.7,8.2,7.8,7.1,9,9.5,9.5,10,10,8.6,9.3,8.7,8.3,8.2,8.4,7.3,8.4,8.5,8.6,9.1,8.4,8.5,9.5,8.4,8.3,8.6,9.4,8.3,8.5,NA,8.8,8.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,22,12,13,16,5,12,0,0,0,0,0,0,0,77,20,2,1,0,64,29,7,0,0,58,37,4,1,0,78,21,0,0,1,41,31,1,0,27,65,32,2,1,0,48,31,4,1,15,57,33,9,1,1,64,30,2,0,3,54,32,9,5,0,37,30,21,12,0,52,39,8,0,1,37,27,30,5,0,49,43,3,2,2,57,33,3,3,3,59,33,4,3,1,54,38,3,1,3,NA,NA,NA,NA,NA,91,80,26,48,63,43,21,79,45,30,56,35,5,2,1,66,30,2,1,1,39,48,7,5,1,44,47,1,2,6,34,43,5,0,18,24,52,5,3,15,62,18,1,1,17,71,8,1,1,20,68,9,1,0,22,78,0,0,0,22,85,0,0,0,15,6,6,23,14,16,3,0,26,0,6,23,93,2,62,16,13,16,28,7,54,5,0,73,20,3,3,59,37,3,0,64,32,4,0,57,36,7,1,63,35,1,1,64,31,5,0,7,24,18,8,44,6
01M332,Middle School,University Neighborhood Middle School,177,MANHATTAN,Laura Peynado,Yes,88,100,62,149,22,98,169,19,159,7.8,7.9,7.8,7.8,6.9,6.6,7.3,7.7,6.3,6,6.6,7.3,7,6.9,7.3,7.6,7.8,7.8,8,8,7.7,5.3,8.2,9,7.8,9.2,7.5,8.1,8.5,8.4,8.4,7.5,6.8,7.3,8.2,7.9,8.1,8.2,7.9,7.8,8.6,7,7.7,7.9,7.7,8.4,8.1,NA,7.8,7.5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,17,25,58,0,0,0,0,53,42,3,2,0,52,41,4,2,1,43,51,5,1,0,59,37,2,1,1,29,47,2,0,22,58,37,3,2,0,55,34,5,0,5,42,44,11,3,0,49,40,5,4,1,36,30,16,8,10,38,32,17,11,2,42,33,15,6,3,38,25,22,9,6,46,48,3,2,0,43,49,3,2,2,43,43,8,3,2,40,51,4,2,2,NA,NA,NA,NA,NA,33,16,22,6,16,17,10,46,31,33,35,41,13,9,2,43,41,6,4,5,36,56,3,3,1,35,56,3,2,3,41,49,5,3,3,16,31,15,17,20,52,20,4,5,19,70,4,2,6,18,55,7,5,12,21,57,8,1,2,33,41,13,4,10,32,8,20,11,7,8,2,8,21,13,2,67,47,14,40,14,9,63,11,9,35,3,2,39,56,4,1,38,52,9,2,51,43,3,2,41,49,9,1,43,52,4,1,37,53,8,3,23,48,10,6,13,19
01M345,Middle School,"Collaborative Academy of Science, Technology, & Language-Arts Education",255,MANHATTAN,JUDITH DE LOS SANTOS,Yes,99,83,61,250,19,147,252,23,241,8.2,7.5,7.7,7.8,6.5,5.4,6.1,7,6.8,6.1,6.7,7.5,7.2,6.3,6.8,7.4,7.5,7.7,8.1,7.8,7.6,6.1,8.7,9.6,8.4,9.6,9,7.8,8.2,7.9,7.7,7.1,6,6.4,8.2,7.9,7.6,8.3,7.6,7.7,7.8,7.6,7.5,7.8,7.3,8.1,8,NA,7.6,7.6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,26,39,34,1,0,0,0,48,51,1,0,1,39,54,6,1,1,33,59,5,1,3,48,49,1,0,1,24,50,2,0,24,43,52,3,1,1,34,47,6,1,13,33,47,14,2,4,35,52,7,1,4,22,36,17,14,12,25,35,18,12,9,26,37,22,8,7,22,30,31,9,8,43,48,7,1,1,40,53,3,1,3,34,55,6,1,4,38,55,2,4,1,NA,NA,NA,NA,NA,10,57,8,3,14,18,20,53,31,27,27,62,8,1,2,26,65,6,1,1,37,56,4,2,0,32,57,3,2,7,32,55,7,0,6,19,34,15,8,24,56,15,3,3,24,64,8,0,0,27,49,20,4,3,25,62,6,1,0,31,50,10,1,2,36,4,16,13,6,14,11,4,14,15,0,63,59,20,35,20,10,61,19,8,43,3,4,38,55,6,1,35,58,6,1,33,61,5,1,31,62,5,1,35,62,3,0,37,54,7,2,19,49,9,6,17,17
01M361,Elementary School,The Children's Workshop School,230,MANHATTAN,Maria Velez Clarke,No,,57,40,,12,88,,21,219,8.9,8.3,8.5,8.6,7.9,7.7,8.7,8.5,,,,,8.4,8,8.6,8.5,8.5,8.9,8.4,8.3,8.1,7.5,9.3,9.6,9.3,10,10,8.4,9.1,8.7,8.6,8.2,8.2,7,8.4,8.8,8.2,8.9,8.4,8.8,9.2,8,8,8.1,8.4,8.4,8.5,NA,9,8.4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21,15,7,13,14,15,0,0,0,0,0,0,0,70,26,3,0,0,57,36,5,1,1,58,36,6,0,0,74,22,2,0,1,48,23,1,0,29,64,33,3,0,0,40,27,1,0,31,57,29,9,1,3,63,27,9,0,1,53,28,14,6,0,29,34,27,5,5,50,35,12,4,0,34,28,31,7,0,46,48,2,0,3,51,43,5,1,1,57,39,2,0,1,50,42,1,1,6,NA,NA,NA,NA,NA,77,61,39,33,23,20,17,41,41,35,45,42,13,0,0,62,36,2,0,0,45,52,1,1,1,45,44,5,0,6,43,42,4,0,10,29,51,6,0,14,74,11,1,1,13,79,9,1,0,10,68,14,0,1,17,83,1,0,0,16,86,1,0,0,13,3,2,32,13,6,5,0,31,3,5,34,77,11,78,22,23,36,28,15,49,18,1,70,29,1,0,56,38,6,0,51,44,6,0,51,39,10,0,53,38,9,0,61,36,2,1,3,28,23,10,37,3
01M363,Elementary School,Neighborhood School,295,MANHATTAN,Milo Novelo,No,,73,44,,19,116,,26,261,8.8,8.2,8.6,7.9,8.2,6.7,7.9,7.6,,,,,8.5,7.5,8.3,7.8,8.5,9,8.4,8,8.7,6.9,9.1,9.3,8.4,10,9.9,8.6,9.2,8.1,8.3,8,8.1,7.8,8,8.2,8.2,9.1,8.7,8,9.2,8.1,7.9,8.3,9.4,7.8,7.8,NA,8.4,8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,19,14,16,18,16,0,0,0,0,0,0,0,78,18,2,2,0,65,29,4,2,0,61,36,2,0,2,77,22,1,0,0,37,35,5,0,23,55,36,4,4,1,46,28,4,2,20,51,35,8,3,3,61,31,5,1,2,50,28,19,3,1,44,33,17,3,3,50,34,14,2,0,42,31,21,6,0,43,43,10,3,1,44,43,11,1,0,54,33,9,2,3,48,32,13,1,6,NA,NA,NA,NA,NA,84,68,39,17,67,33,13,78,31,32,48,42,7,3,1,65,33,2,0,0,49,43,6,0,2,51,35,9,4,1,59,28,1,1,11,25,46,8,5,15,70,22,0,1,8,72,11,3,1,13,52,28,3,2,15,93,1,0,0,6,94,1,0,1,4,2,12,13,11,20,4,2,19,5,11,26,82,5,59,25,12,41,16,16,57,11,3,63,28,8,2,53,35,11,2,54,37,8,1,51,39,7,3,56,39,4,1,49,37,10,3,6,17,21,11,45,4
01M364,Elementary School,Earth School,322,MANHATTAN,ALISON GAIL HAZUT,No,,80,45,,24,130,,30,289,9,8.6,8.7,8.3,8.6,7.7,8,8.4,,,,,8.8,8.2,8.3,8.3,8.8,9.2,8.7,8.4,8.4,7.7,9.6,9.6,9.2,9.9,9.9,8.8,9.3,9,8.4,8.3,8.8,7.6,8.5,8.5,8.4,9,8.4,8.5,9.1,8.1,8.3,8.8,9.4,8.1,8,NA,8.8,8.2,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17,15,17,16,18,15,0,0,0,0,0,0,0,75,20,4,1,0,67,30,2,1,0,61,31,5,2,1,80,20,1,0,0,47,33,2,0,18,71,28,1,0,1,48,38,2,0,13,53,40,5,0,2,65,32,2,0,1,65,23,10,2,0,41,29,22,8,0,51,31,16,2,0,43,23,25,8,1,42,48,8,1,2,50,46,3,0,2,56,35,6,1,2,47,35,6,1,10,NA,NA,NA,NA,NA,86,66,56,15,5,36,58,85,28,33,46,42,9,1,3,70,29,2,0,0,53,43,3,0,1,49,43,4,0,4,53,37,5,0,5,32,55,4,0,10,85,8,0,2,5,84,5,1,2,9,75,13,2,2,9,92,1,0,1,6,91,2,0,1,6,2,3,19,3,13,1,0,47,5,6,33,85,5,72,15,25,37,19,18,63,15,4,72,22,5,2,50,45,5,0,56,41,2,1,53,42,5,0,65,35,1,0,54,42,4,1,7,16,16,17,45,5
01M378,Middle School,School for Global Leaders,164,MANHATTAN,Carry Chan,Yes,94,92,85,154,11,132,163,12,155,9.2,8.6,8.7,9,8.1,6.8,7.1,8.1,7.4,7,7.5,8.4,8.2,7.5,7.8,8.5,8.8,9.1,9.1,8.9,8.8,7.9,9.5,9.5,9.3,9.9,9.8,8.7,8.9,8.9,9,8.8,7.9,7.2,9.1,9,8.7,9.1,8.7,8.8,8.7,8.4,8.8,8.8,8.2,9.2,9,NA,9.1,8.7,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,46,54,0,0,0,0,0,73,27,0,0,0,64,33,3,0,0,63,35,2,0,0,67,33,1,0,0,56,31,0,0,12,68,31,1,0,0,65,28,1,0,6,65,32,2,0,2,64,33,1,0,2,43,40,9,5,2,32,43,13,7,5,31,45,18,4,2,33,39,19,5,5,71,27,1,0,2,70,28,2,0,1,64,34,2,0,1,64,34,2,0,1,NA,NA,NA,NA,NA,43,48,11,5,40,31,30,50,32,39,53,36,4,1,6,69,27,1,1,2,67,32,0,1,0,65,30,2,1,2,62,33,0,0,5,40,38,4,2,16,79,7,2,1,12,77,2,3,2,16,72,6,3,2,18,86,2,1,0,12,80,2,1,0,16,3,14,14,23,12,6,3,6,19,0,62,48,13,34,17,3,74,7,3,36,3,2,72,28,0,0,63,34,3,0,63,35,2,0,66,32,2,0,65,34,1,0,68,32,0,0,39,45,6,2,8,38
01M448,High School,University Neighborhood High School,543,MANHATTAN,Robert Miller,Yes,84,83,11,433,35,55,516,42,497,6.4,6.8,6.8,6.6,5.7,5.3,5.7,6.1,5.7,5.4,5.8,6.8,5.9,5.8,6.1,6.5,6.9,5.6,6.9,6.3,6.4,4.7,7.5,8.1,6.4,5.8,5.4,7,7.4,7.4,7.4,6.7,5.1,6,7.1,6.8,6.8,7.5,7.2,7,6.7,5.4,6.4,6.6,7.9,7,6.9,6,7,6.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,26,23,38,13,27,71,2,0,0,22,67,9,2,0,24,67,7,0,2,32,62,2,4,0,14,55,6,0,25,25,72,4,0,0,28,63,6,0,4,22,61,16,2,0,26,52,16,2,4,15,28,23,15,19,16,35,29,15,5,14,31,24,20,12,16,18,31,25,10,25,49,11,5,9,20,59,13,2,6,21,53,11,6,9,19,54,17,0,11,20,35,20,8,16,27,22,18,0,38,29,24,53,25,36,15,39,30,11,6,13,42,31,8,6,9,74,8,4,6,13,52,9,9,17,22,49,15,7,7,7,33,27,15,18,42,16,15,4,24,47,13,15,0,25,27,13,17,8,35,22,9,11,13,45,15,11,11,11,52,17,3,20,0,3,20,3,13,20,0,78,56,5,33,18,5,69,16,4,29,2,0,27,56,16,0,22,57,19,2,24,56,20,0,17,58,25,0,16,69,14,2,17,55,26,2,9,27,31,9,24,7
01M450,Middle / High School,East Side Community School,562,MANHATTAN,Mark Federman,Yes,73,96,50,403,48,259,550,50,516,8.8,8.2,8.1,8.6,7.5,8,8.1,8.8,7.3,6.5,6.9,7.8,7.9,7.6,7.7,8.4,8.4,8.7,8.6,8.4,8.2,7.6,9.2,9.6,9.3,9.6,9.4,8.3,8.6,8.6,8.5,8.2,7.1,6.9,8.8,8.8,8.5,8.8,8.4,8,7.7,8.3,8.4,8.4,6.7,8.9,8.6,8.1,9,8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,18,15,13,10,23,12,10,66,32,1,1,0,54,42,2,1,0,56,42,1,2,0,63,33,1,2,1,30,38,1,0,31,61,36,0,2,0,56,36,2,1,6,51,43,3,1,2,53,41,1,1,4,30,37,22,4,5,34,31,19,9,7,29,31,24,10,6,37,29,26,5,3,61,36,1,0,2,58,40,2,0,0,58,38,2,0,2,52,42,1,0,4,44,39,2,1,14,25,15,14,5,7,16,7,39,36,33,42,51,3,0,4,53,43,2,0,3,49,48,2,0,2,46,48,2,0,4,45,44,3,0,7,30,32,4,3,31,65,9,2,2,22,66,6,1,0,26,59,9,2,0,29,54,7,0,0,39,51,8,1,0,40,5,13,23,14,15,7,2,9,12,1,51,51,7,33,12,6,78,6,3,46,2,2,70,29,1,0,59,39,2,0,58,40,2,0,57,40,3,0,55,42,3,0,61,37,2,0,24,46,9,1,20,20
01M509,High School,Marta Valle High School,355,MANHATTAN,Jayne Godlewski,Yes,78,94,30,266,33,95,342,35,322,7.8,7,7,7,6.5,6,6.4,7.1,6.4,6,6.3,7.1,6.9,6.3,6.6,7.1,7.4,7.6,7,6.8,6.8,6.3,8,9,8.8,8.8,9.1,7.2,7.6,7.4,7.9,6.6,5.4,6.6,7.3,7.3,6.9,7.4,7,7.3,7.3,6.2,6.7,6.7,7.7,7.4,7.3,6.6,7,6.8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,26,24,28,23,24,70,3,0,2,21,69,4,1,4,16,73,6,0,4,33,61,5,0,1,15,64,1,0,20,32,59,7,2,1,40,56,2,0,2,24,54,15,5,1,24,66,2,1,6,19,24,22,21,13,24,32,29,12,3,24,33,16,17,10,19,18,47,8,8,19,67,9,0,5,19,66,11,1,3,17,64,9,0,10,18,68,6,2,5,18,54,13,6,9,32,27,15,6,29,20,21,64,11,44,12,56,21,5,5,19,69,4,0,8,15,65,10,3,7,16,57,10,4,12,18,61,8,4,10,14,45,13,5,24,38,26,6,2,29,55,11,5,0,30,52,11,2,3,32,40,15,0,2,43,40,6,2,1,51,9,20,22,9,6,5,3,12,12,2,74,35,13,35,7,17,57,26,0,41,2,3,15,81,2,1,20,68,10,2,19,70,10,1,13,76,10,1,15,73,10,2,18,73,8,1,8,57,13,3,19,8
01M515,High School,Lower East Side Preparatory High School,558,MANHATTAN,Martha Polin,Yes,94,97,85,453,35,384,482,36,451,8.8,7.2,7.3,7.5,8.7,7.5,8.6,8.9,8.1,6.3,7.1,7.4,8.6,7,7.7,7.9,7.3,8.5,8.1,8.1,7.8,9.5,9.2,9.3,9.6,9.7,9.8,7.3,8,7.3,7.6,7.1,6.3,5.9,7.3,7.7,7.1,7.5,7.5,7.2,7,7.6,7.1,7.1,7.3,7.5,7.6,7.6,7.5,7.3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,34,42,24,26,73,1,0,1,23,75,2,0,0,27,70,3,0,0,41,57,2,0,0,19,73,3,0,5,24,72,4,0,0,29,68,2,0,1,22,72,6,1,0,23,74,4,0,0,9,50,28,11,2,8,45,27,15,5,10,36,31,18,5,9,38,28,19,6,19,69,7,0,5,16,71,8,1,4,19,74,2,0,4,20,70,5,0,5,21,67,5,0,7,17,20,21,9,53,26,37,45,18,31,21,68,6,0,4,40,59,1,0,1,31,67,1,1,1,29,68,2,0,1,35,61,2,0,3,77,11,1,0,11,74,17,2,0,7,77,15,1,1,7,84,8,1,0,7,85,6,1,0,8,85,3,1,0,11,7,38,16,7,10,3,3,6,10,1,56,34,20,30,25,10,47,15,9,34,1,3,28,70,3,0,23,73,4,0,20,75,5,0,21,73,6,1,18,75,6,0,24,74,2,0,13,74,4,1,7,11
