all/school_esl.DBN,all/school_esl.Grade,all/school_esl.Year,all/school_esl.Category,all/school_esl.Number Tested,all/school_esl.Mean Scale Score,all/school_esl.Level 1 #,all/school_esl.Level 1 %,all/school_esl.Level 2 #,all/school_esl.Level 2 %,all/school_esl.Level 3 #,all/school_esl.Level 3 %,all/school_esl.Level 4 #,all/school_esl.Level 4 %,all/school_esl.Level 3+4 #,all/school_esl.Level 3+4 %
21K226,4,2010,All Students,75,670.0,12.0,16.0,23.0,30.7,34.0,45.3,6.0,8.0,40.0,53.3
17K092,4,2007,All Students,121,646.0,14.0,11.6,46.0,38.0,60.0,49.6,1.0,0.8,61.0,50.4
05M092,5,2011,All Students,49,663.0,4.0,8.2,30.0,61.2,14.0,28.6,1.0,2.0,15.0,30.6
26Q046,4,2006,All Students,84,681.0,4.0,4.8,14.0,16.7,53.0,63.1,13.0,15.5,66.0,78.6
15K230,All Grades,2008,All Students,522,,27.0,5.2,117.0,22.4,331.0,63.4,47.0,9.0,378.0,72.4
04M050,6,2009,All Students,57,652.0,0.0,0.0,24.0,42.1,33.0,57.9,0.0,0.0,33.0,57.9
07X277,All Grades,2008,All Students,242,,48.0,19.8,132.0,54.5,60.0,24.8,2.0,0.8,62.0,25.6
27Q226,7,2011,All Students,491,654.0,88.0,17.9,278.0,56.6,124.0,25.3,1.0,0.2,125.0,25.5
12X195,All Grades,2008,All Students,337,,53.0,15.7,125.0,37.1,157.0,46.6,2.0,0.6,159.0,47.2
06M008,5,2007,All Students,103,634.0,14.0,13.6,63.0,61.2,25.0,24.3,1.0,1.0,26.0,25.2
09X241,7,2008,All Students,73,652.0,0.0,0.0,29.0,39.7,44.0,60.3,0.0,0.0,44.0,60.3
29Q259,All Grades,2008,All Students,239,,0.0,0.0,95.0,39.7,136.0,56.9,8.0,3.3,144.0,60.3
30Q084,All Grades,2007,All Students,161,,18.0,11.2,40.0,24.8,99.0,61.5,4.0,2.5,103.0,64.0
07X029,All Grades,2007,All Students,482,,25.0,5.2,305.0,63.3,151.0,31.3,1.0,0.2,152.0,31.5
29Q015,5,2008,All Students,88,656.0,2.0,2.3,31.0,35.2,55.0,62.5,0.0,0.0,55.0,62.5
04M050,3,2011,All Students,25,652.0,8.0,32.0,8.0,32.0,9.0,36.0,0.0,0.0,9.0,36.0
08X140,5,2007,All Students,63,641.0,7.0,11.1,33.0,52.4,23.0,36.5,0.0,0.0,23.0,36.5
24Q087,All Grades,2008,All Students,403,,12.0,3.0,137.0,34.0,238.0,59.1,16.0,4.0,254.0,63.0
02M042,4,2010,All Students,111,680.0,7.0,6.3,32.0,28.8,62.0,55.9,10.0,9.0,72.0,64.9
14K582,7,2010,All Students,106,657.0,10.0,9.4,68.0,64.2,25.0,23.6,3.0,2.8,28.0,26.4
31R001,4,2009,All Students,77,680.0,0.0,0.0,8.0,10.4,64.0,83.1,5.0,6.5,69.0,89.6
02M442,7,2006,All Students,20,662.0,0.0,0.0,5.0,25.0,15.0,75.0,0.0,0.0,15.0,75.0
17K533,7,2009,All Students,55,651.0,0.0,0.0,24.0,43.6,31.0,56.4,0.0,0.0,31.0,56.4
11X270,All Grades,2010,All Students,240,,54.0,22.5,121.0,50.4,64.0,26.7,1.0,0.4,65.0,27.1
15K154,All Grades,2008,All Students,171,,5.0,2.9,28.0,16.4,116.0,67.8,22.0,12.9,138.0,80.7
18K066,All Grades,2011,All Students,481,663.0,20.0,4.2,226.0,47.0,234.0,48.6,1.0,0.2,235.0,48.9
26Q094,3,2011,All Students,78,671.0,2.0,2.6,18.0,23.1,52.0,66.7,6.0,7.7,58.0,74.4
05M197,5,2009,All Students,62,662.0,0.0,0.0,20.0,32.3,40.0,64.5,2.0,3.2,42.0,67.7
13K492,All Grades,2007,All Students,82,,0.0,0.0,25.0,30.5,51.0,62.2,6.0,7.3,57.0,69.5
21K281,8,2008,All Students,405,659.0,17.0,4.2,156.0,38.5,213.0,52.6,19.0,4.7,232.0,57.3
21K100,3,2011,All Students,123,670.0,6.0,4.9,28.0,22.8,84.0,68.3,5.0,4.1,89.0,72.4
32K383,6,2008,All Students,387,669.0,6.0,1.6,45.0,11.6,314.0,81.1,22.0,5.7,336.0,86.8
23K493,6,2007,All Students,53,662.0,0.0,0.0,19.0,35.8,32.0,60.4,2.0,3.8,34.0,64.2
29Q138,All Grades,2009,All Students,660,,17.0,2.6,196.0,29.7,438.0,66.4,9.0,1.4,447.0,67.7
75K140,3,2007,All Students,9,584.0,8.0,88.9,1.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0
31R046,5,2006,All Students,52,662.0,0.0,0.0,18.0,34.6,28.0,53.8,6.0,11.5,34.0,65.4
31R021,3,2006,All Students,52,658.0,7.0,13.5,13.0,25.0,30.0,57.7,2.0,3.8,32.0,61.5
29Q132,3,2007,All Students,62,662.0,6.0,9.7,13.0,21.0,39.0,62.9,4.0,6.5,43.0,69.4
22K251,All Grades,2009,All Students,288,,14.0,4.9,65.0,22.6,198.0,68.8,11.0,3.8,209.0,72.6
10X003,3,2007,All Students,56,642.0,14.0,25.0,21.0,37.5,17.0,30.4,4.0,7.1,21.0,37.5
09X313,All Grades,2009,All Students,351,,8.0,2.3,187.0,53.3,156.0,44.4,0.0,0.0,156.0,44.4
18K114,5,2007,All Students,172,650.0,9.0,5.2,81.0,47.1,79.0,45.9,3.0,1.7,82.0,47.7
26Q178,All Grades,2006,All Students,182,,13.0,7.1,33.0,18.1,108.0,59.3,28.0,15.4,136.0,74.7
08X301,7,2007,All Students,113,621.0,23.0,20.4,66.0,58.4,23.0,20.4,1.0,0.9,24.0,21.2
16K025,3,2009,All Students,44,651.0,3.0,6.8,21.0,47.7,19.0,43.2,1.0,2.3,20.0,45.5
10X046,4,2007,All Students,207,639.0,30.0,14.5,105.0,50.7,71.0,34.3,1.0,0.5,72.0,34.8
13K305,5,2011,All Students,50,665.0,4.0,8.0,28.0,56.0,17.0,34.0,1.0,2.0,18.0,36.0
23K165,8,2009,All Students,57,641.0,2.0,3.5,35.0,61.4,20.0,35.1,0.0,0.0,20.0,35.1
15K429,6,2007,All Students,65,645.0,4.0,6.2,32.0,49.2,29.0,44.6,0.0,0.0,29.0,44.6
26Q018,3,2011,All Students,75,676.0,2.0,2.7,18.0,24.0,45.0,60.0,10.0,13.3,55.0,73.3
09X028,5,2010,All Students,118,662.0,20.0,16.9,51.0,43.2,45.0,38.1,2.0,1.7,47.0,39.8
20K229,All Grades,2007,All Students,277,,1.0,0.4,30.0,10.8,197.0,71.1,49.0,17.7,246.0,88.8
29Q035,4,2008,All Students,109,654.0,10.0,9.2,38.0,34.9,56.0,51.4,5.0,4.6,61.0,56.0
24Q229,All Grades,2006,All Students,585,,36.0,6.2,118.0,20.2,378.0,64.6,53.0,9.1,431.0,73.7
19K306,5,2010,All Students,65,658.0,12.0,18.5,34.0,52.3,19.0,29.2,0.0,0.0,19.0,29.2
12X190,6,2007,All Students,65,639.0,3.0,4.6,40.0,61.5,22.0,33.8,0.0,0.0,22.0,33.8
09X327,7,2006,All Students,52,652.0,3.0,5.8,19.0,36.5,27.0,51.9,3.0,5.8,30.0,57.7
24Q102,5,2011,All Students,136,670.0,9.0,6.6,43.0,31.6,75.0,55.1,9.0,6.6,84.0,61.8
30Q230,6,2008,All Students,305,658.0,4.0,1.3,113.0,37.0,182.0,59.7,6.0,2.0,188.0,61.6
17K397,All Grades,2008,All Students,209,,13.0,6.2,72.0,34.4,122.0,58.4,2.0,1.0,124.0,59.3
03M166,All Grades,2006,All Students,233,,16.0,6.9,46.0,19.7,134.0,57.5,37.0,15.9,171.0,73.4
21K281,6,2007,All Students,370,651.0,17.0,4.6,152.0,41.1,189.0,51.1,12.0,3.2,201.0,54.3
23K156,5,2007,All Students,157,651.0,8.0,5.1,71.0,45.2,76.0,48.4,2.0,1.3,78.0,49.7
10X003,6,2008,All Students,38,641.0,1.0,2.6,25.0,65.8,12.0,31.6,0.0,0.0,12.0,31.6
17K002,8,2010,All Students,139,639.0,37.0,26.6,71.0,51.1,31.0,22.3,0.0,0.0,31.0,22.3
03M208,All Grades,2009,All Students,192,,14.0,7.3,66.0,34.4,107.0,55.7,5.0,2.6,112.0,58.3
26Q216,All Grades,2009,All Students,1142,,2.0,0.2,149.0,13.0,873.0,76.4,118.0,10.3,991.0,86.8
05M499,All Grades,2006,All Students,457,,36.0,7.9,139.0,30.4,270.0,59.1,12.0,2.6,282.0,61.7
02M126,8,2007,All Students,86,663.0,0.0,0.0,29.0,33.7,52.0,60.5,5.0,5.8,57.0,66.3
13K008,5,2010,All Students,69,671.0,7.0,10.1,27.0,39.1,28.0,40.6,7.0,10.1,35.0,50.7
10X280,4,2011,All Students,81,670.0,3.0,3.7,29.0,35.8,48.0,59.3,1.0,1.2,49.0,60.5
02M114,All Grades,2009,All Students,368,,0.0,0.0,5.0,1.4,273.0,74.2,90.0,24.5,363.0,98.6
05M125,3,2007,All Students,109,638.0,24.0,22.0,39.0,35.8,46.0,42.2,0.0,0.0,46.0,42.2
12X196,4,2006,All Students,109,648.0,10.0,9.2,45.0,41.3,53.0,48.6,1.0,0.9,54.0,49.5
75R037,All Grades,2010,All Students,2,,,,,,,,,,,
23K327,6,2011,All Students,56,657.0,5.0,8.9,27.0,48.2,23.0,41.1,1.0,1.8,24.0,42.9
75R037,8,2009,All Students,1,,,,,,,,,,,
23K392,6,2006,All Students,108,682.0,0.0,0.0,6.0,5.6,80.0,74.1,22.0,20.4,102.0,94.4
06M210,8,2010,All Students,53,649.0,2.0,3.8,35.0,66.0,15.0,28.3,1.0,1.9,16.0,30.2
15K058,All Grades,2008,All Students,191,,4.0,2.1,29.0,15.2,130.0,68.1,28.0,14.7,158.0,82.7
09X218,3,2006,All Students,72,659.0,7.0,9.7,17.0,23.6,46.0,63.9,2.0,2.8,48.0,66.7
23K392,7,2009,All Students,85,680.0,0.0,0.0,0.0,0.0,76.0,89.4,9.0,10.6,85.0,100.0
16K057,7,2006,All Students,129,621.0,25.0,19.4,78.0,60.5,26.0,20.2,0.0,0.0,26.0,20.2
07X029,8,2008,All Students,71,638.0,1.0,1.4,54.0,76.1,16.0,22.5,0.0,0.0,16.0,22.5
14K250,5,2007,All Students,131,658.0,4.0,3.1,46.0,35.1,76.0,58.0,5.0,3.8,81.0,61.8
22K254,All Grades,2006,All Students,232,,5.0,2.2,23.0,9.9,160.0,69.0,44.0,19.0,204.0,87.9
09X166,6,2006,All Students,229,634.0,24.0,10.5,135.0,59.0,66.0,28.8,4.0,1.7,70.0,30.6
09X022,7,2011,All Students,171,647.0,54.0,31.6,95.0,55.6,22.0,12.9,0.0,0.0,22.0,12.9
06M152,3,2010,All Students,128,658.0,22.0,17.2,60.0,46.9,37.0,28.9,9.0,7.0,46.0,35.9
09X145,5,2011,All Students,75,648.0,31.0,41.3,33.0,44.0,11.0,14.7,0.0,0.0,11.0,14.7
03M075,3,2008,All Students,130,662.0,7.0,5.4,48.0,36.9,63.0,48.5,12.0,9.2,75.0,57.7
27Q137,All Grades,2009,All Students,1829,,8.0,0.4,429.0,23.5,1312.0,71.7,80.0,4.4,1392.0,76.1
